Average time: 1.79242387
Average time: 0.33993777
Average time: 0.36723644
Average time: 0.55104183
Average time: 0.73411017
Average time: 0.91086820
Average time: 1.08207279
Average time: 1.23807664
Average time: 2.69611760
Average time: 1.61132754
Average time: 0.34241616
Average time: 0.03292779
Average time: 0.06829854
Average time: 0.05384291
Average time: 0.07346040
Average time: 0.08848686
Average time: 0.20907567
Average time: 0.24617223
Average time: 0.27276590
Average time: 0.16900115
Average time: 0.35611637
Average time: 0.06721760
Average time: 0.14317073
Average time: 0.10929279
Average time: 0.14255835
Average time: 0.17731275
Average time: 0.21382380
Average time: 0.25595689
Average time: 0.28998868
Average time: 0.61128860
Average time: 0.53226459
Average time: 0.10636329
Average time: 0.20196397
Average time: 0.16213823
Average time: 0.22235834
Average time: 0.27405066
Average time: 0.31909987
Average time: 0.74291613
Average time: 0.80698034
Average time: 0.48885234
Average time: 0.74165862
Average time: 0.07184785
Average time: 0.28346320
Average time: 0.22029348
Average time: 0.28576733
Average time: 0.37038690
Average time: 0.42523950
Average time: 0.95820124
Average time: 1.06998671
Average time: 1.26890833
Average time: 0.91016137
Average time: 0.08761573
Average time: 0.35130091
Average time: 0.27081100
Average time: 0.35610742
Average time: 0.84101989
Average time: 1.01307918
Average time: 1.18155034
Average time: 0.71615843
Average time: 1.52595854
Average time: 2.10056776
Average time: 0.11403929
Average time: 0.40510047
Average time: 0.33647931
Average time: 0.45212119
Average time: 0.52956882
Average time: 1.20616914
Average time: 0.75679199
Average time: 1.62428630
Average time: 1.96720166
Average time: 1.25666683
Average time: 0.13461886
Average time: 0.25876066
Average time: 0.38342030
Average time: 0.50384457
Average time: 0.67814587
Average time: 1.40634386
Average time: 0.88700325
Average time: 1.97565868
Average time: 1.16064943
Average time: 2.74381027
Average time: 0.14998205
Average time: 0.53951439
Average time: 0.43839387
Average time: 0.59491570
Average time: 0.73342384
Average time: 0.85630042
Average time: 0.98479654
Average time: 2.15253691
Average time: 2.44150372
Average time: 3.01442086
Average time: 0.30576180
Average time: 0.60557246
Average time: 0.49592821
Average time: 0.66992582
Average time: 0.83592748
Average time: 1.79996902
Average time: 1.13481797
Average time: 1.33996591
Average time: 2.71441020
Average time: 0.35016474
Average time: 0.03322509
Average time: 0.06732372
Average time: 0.05442099
Average time: 0.14042785
Average time: 0.18357497
Average time: 0.11249589
Average time: 0.23842103
Average time: 0.15580628
Average time: 0.32414589
Average time: 0.03469692
Average time: 0.00184664
Average time: 0.00678363
Average time: 0.00513601
Average time: 0.00686134
Average time: 0.00854484
Average time: 0.01025155
Average time: 0.02481092
Average time: 0.01462255
Average time: 0.02968291
Average time: 0.06850643
Average time: 0.00669908
Average time: 0.01318502
Average time: 0.01025699
Average time: 0.01367613
Average time: 0.01749240
Average time: 0.02044724
Average time: 0.02604471
Average time: 0.02837055
Average time: 0.03213448
Average time: 0.10640017
Average time: 0.01035279
Average time: 0.02051467
Average time: 0.01537354
Average time: 0.02050607
Average time: 0.02738227
Average time: 0.03118919
Average time: 0.07328814
Average time: 0.08030153
Average time: 0.09416447
Average time: 0.07359076
Average time: 0.00722549
Average time: 0.02746372
Average time: 0.02144485
Average time: 0.02813576
Average time: 0.03737139
Average time: 0.04226479
Average time: 0.09711986
Average time: 0.05791199
Average time: 0.06771385
Average time: 0.09367737
Average time: 0.00991419
Average time: 0.03495597
Average time: 0.02630547
Average time: 0.03614738
Average time: 0.08362497
Average time: 0.05490850
Average time: 0.12112104
Average time: 0.08153031
Average time: 0.08766932
Average time: 0.21557521
Average time: 0.01028395
Average time: 0.04131432
Average time: 0.03067021
Average time: 0.04348723
Average time: 0.05380840
Average time: 0.07023355
Average time: 0.14337331
Average time: 0.08770462
Average time: 0.19096121
Average time: 0.25263645
Average time: 0.01248045
Average time: 0.04881921
Average time: 0.03679626
Average time: 0.05100992
Average time: 0.06556462
Average time: 0.14214505
Average time: 0.18819540
Average time: 0.10387595
Average time: 0.22612224
Average time: 0.14712282
Average time: 0.01404299
Average time: 0.02814270
Average time: 0.04226051
Average time: 0.05690466
Average time: 0.07486378
Average time: 0.08684839
Average time: 0.19265793
Average time: 0.11513196
Average time: 0.13894380
Average time: 0.17436646
Average time: 0.01597963
Average time: 0.06850273
Average time: 0.04815558
Average time: 0.07125765
Average time: 0.08498560
Average time: 0.18504830
Average time: 0.11468496
Average time: 0.12984603
Average time: 0.15273731
Average time: 0.37336002
Average time: 0.06861096
Average time: 0.13531391
Average time: 0.11061249
Average time: 0.28346898
Average time: 0.34848475
Average time: 0.22615440
Average time: 0.52400355
Average time: 0.29026201
Average time: 0.32129446
Average time: 0.03472478
Average time: 0.00356564
Average time: 0.01382731
Average time: 0.01023552
Average time: 0.01364458
Average time: 0.01816115
Average time: 0.02200287
Average time: 0.04857841
Average time: 0.05411942
Average time: 0.03223157
Average time: 0.14790931
Average time: 0.01325604
Average time: 0.02625718
Average time: 0.02033878
Average time: 0.02722140
Average time: 0.03406795
Average time: 0.04192869
Average time: 0.05051336
Average time: 0.10571343
Average time: 0.06445191
Average time: 0.10943983
Average time: 0.01994150
Average time: 0.04130017
Average time: 0.03080495
Average time: 0.04187160
Average time: 0.05085650
Average time: 0.06329284
Average time: 0.14794406
Average time: 0.16921215
Average time: 0.18882102
Average time: 0.14929034
Average time: 0.01445377
Average time: 0.05241335
Average time: 0.04092523
Average time: 0.05693330
Average time: 0.13597492
Average time: 0.16064872
Average time: 0.19505207
Average time: 0.21418657
Average time: 0.12948882
Average time: 0.18746565
Average time: 0.01761964
Average time: 0.07187685
Average time: 0.05421192
Average time: 0.07093533
Average time: 0.09419319
Average time: 0.10651813
Average time: 0.23986815
Average time: 0.14578407
Average time: 0.16481589
Average time: 0.21949439
Average time: 0.02051152
Average time: 0.08498893
Average time: 0.06593532
Average time: 0.08481886
Average time: 0.10891204
Average time: 0.12933491
Average time: 0.30418798
Average time: 0.17691209
Average time: 0.19112458
Average time: 0.26371159
Average time: 0.02501763
Average time: 0.09776089
Average time: 0.07743530
Average time: 0.10221815
