100,9,8,32
0.11751961333333334,0.1173630533333334,0.1175313644444444,0.11736130222222224,0.11742497777777744,0.11746947111111061,0.11709111111111092,0.11751911111111069,0.1174302044444443,0.11748027111111092,0.11730769777777827,0.11740952000000027,0.11754757333333332,0.11743003111111072,0.11731951111111139,0.11737392000000058,0.11774411111111127,0.11757129333333238,0.11739326222222335,0.11762265333333444,0.11755927111111175,0.11811003111111118,0.11726908444444417,0.11719986666666582,0.11731368888888882,0.11742255555555525,0.11723107111111153,0.1175216533333332,0.11760069777777726,0.11749704888888957,0.11734332888888988,0.11721221333333443,0.11736986666666693,0.1177299733333328,0.11750688444444535,0.1175469288888884,0.11733855111111158,0.1175913111111111,0.11725022222222226,0.11732547555555506,0.11728394222222516,0.11746117333333395,0.11713216888888844,0.11755406666666524,0.11761071555555436,0.11725833333333302,0.11759119999999879,0.11729845777777914,0.1174053777777786,0.11748021333333458,0.11725133777777685,0.11749936888889057,0.11730080888889116,0.11764810666666747,0.11747849333333349,0.11744459555555498,0.11719208888888843,0.11741751111111043,0.11742226222222207,0.11752203111111115,0.1175987333333337,0.11747446666666583,0.11741423555555652,0.11745396888888937,0.11753065333333534,0.11739737777777837,0.1173881155555554,0.11758658666666566,0.11728720000000248,0.11728137333333777,0.11735538666667189,0.11741709333333894,0.11736232888888942,0.11737656444445221,0.11740152888889277,0.11759038666667365,0.11737324888889056,0.11731455111111444,0.11741528000000301,0.11750935555556019,0.11754804000000618,0.11758036000000516,0.11759114222222777,0.11755132888889364,0.11733618222222297,0.1173446044444475,0.11740680888889088,0.11737826666666784,0.11746696888889296,0.11738075555555838,0.11731980000000597,0.11735631555556125,0.11714190666667257,0.11746270666667336,0.11744488888889393,0.1173379955555589,0.11743113777778014,0.11730329333333422,0.11743856888889503,0.11727849333333751,
