Average time: 1.71456237
Average time: 2.02462713
Average time: 1.27442151
Average time: 2.71352430
Average time: 0.09476995
Average time: 0.11494798
Average time: 0.13344292
Average time: 0.28611148
Average time: 0.19062056
Average time: 0.43748218
Average time: 0.27310611
Average time: 0.55826424
Average time: 0.29791154
Average time: 0.63386150
Average time: 0.72759489
Average time: 0.43716880
Average time: 0.36589321
Average time: 0.45630839
Average time: 0.51893915
Average time: 0.59684071
Average time: 0.47499132
Average time: 1.04571850
Average time: 0.63814218
Average time: 0.76673516
Average time: 0.57255369
Average time: 1.25505701
Average time: 0.76909104
Average time: 0.87973876
Average time: 0.65044324
Average time: 0.79171869
Average time: 1.65464570
Average time: 1.88744751
Average time: 1.46123942
Average time: 1.61934017
Average time: 1.88889424
Average time: 1.16362095
Average time: 0.84001960
Average time: 0.98584303
Average time: 1.14761039
Average time: 2.59673677
Average time: 0.09807647
Average time: 0.21412080
Average time: 0.24953115
Average time: 0.28453818
Average time: 0.00879595
Average time: 0.02086329
Average time: 0.01270581
Average time: 0.02772754
Average time: 0.03475269
Average time: 0.04272046
Average time: 0.02495310
Average time: 0.05707276
Average time: 0.05024534
Average time: 0.06411357
Average time: 0.07271523
Average time: 0.04315279
Average time: 0.07009570
Average time: 0.04276379
Average time: 0.05175516
Average time: 0.11046335
Average time: 0.08698362
Average time: 0.10663231
Average time: 0.06797442
Average time: 0.14124886
Average time: 0.10315423
Average time: 0.06786923
Average time: 0.08309587
Average time: 0.17045853
Average time: 0.06698932
Average time: 0.14650397
Average time: 0.09281082
Average time: 0.19753662
Average time: 0.14136548
Average time: 0.09169474
Average time: 0.19874790
Average time: 0.12574626
Average time: 0.08725754
Average time: 0.19492890
Average time: 0.12424972
Average time: 0.25194925
Average time: 0.35289091
Average time: 0.41859487
Average time: 0.47768270
Average time: 0.30386962
Average time: 0.01767965
Average time: 0.02105987
Average time: 0.02540197
Average time: 0.05660027
Average time: 0.03610143
Average time: 0.08469118
Average time: 0.09814855
Average time: 0.06081812
Average time: 0.05534887
Average time: 0.06668927
Average time: 0.08011149
Average time: 0.16705780
Average time: 0.07488227
Average time: 0.16565550
Average time: 0.10572392
Average time: 0.22665262
Average time: 0.09399775
Average time: 0.21334633
Average time: 0.13002807
Average time: 0.28249166
Average time: 0.11365195
Average time: 0.25995867
Average time: 0.31161728
Average time: 0.34823217
Average time: 0.24587927
Average time: 0.15823622
Average time: 0.34281002
Average time: 0.39662680
Average time: 0.15088501
Average time: 0.34884664
Average time: 0.21172562
Average time: 0.23647807
Average time: 0.17033978
Average time: 0.20642035
Average time: 0.24623217
Average time: 0.26720365
Average time: 0.28582018
Average time: 0.33083314
Average time: 0.39822708
Average time: 0.83761126
Average time: 0.02661891
Average time: 0.06306212
Average time: 0.03822026
Average time: 0.04308335
Average time: 0.10399429
Average time: 0.06637620
Average time: 0.07969028
Average time: 0.16671356
Average time: 0.15712294
Average time: 0.18880135
Average time: 0.11877919
Average time: 0.25921861
Average time: 0.21371424
Average time: 0.26524348
Average time: 0.28951703
Average time: 0.17842502
Average time: 0.26398351
Average time: 0.16885775
Average time: 0.20035112
Average time: 0.23302396
Average time: 0.31746791
Average time: 0.20403850
Average time: 0.24170853
Average time: 0.27731597
Average time: 0.19842918
Average time: 0.45627531
Average time: 0.51662196
Average time: 0.57467576
Average time: 0.43937269
Average time: 0.49300526
Average time: 0.59073261
Average time: 0.65977178
Average time: 0.25581386
Average time: 0.59205755
Average time: 0.35256772
Average time: 0.77811687
Average time: 0.68583314
Average time: 0.44740536
Average time: 0.97750837
Average time: 0.60100784
Average time: 0.03577825
Average time: 0.04370466
Average time: 0.05261115
Average time: 0.10990210
Average time: 0.07525807
Average time: 0.16671864
Average time: 0.10415796
Average time: 0.22304519
Average time: 0.11280754
Average time: 0.25700285
Average time: 0.29989152
Average time: 0.18645226
Average time: 0.15102941
Average time: 0.17900614
Average time: 0.21410278
Average time: 0.45163275
Average time: 0.18215629
Average time: 0.41843027
Average time: 0.47726172
Average time: 0.56468811
Average time: 0.22808307
Average time: 0.51103593
Average time: 0.30647914
Average time: 0.68315383
Average time: 0.48766171
Average time: 0.32224770
Average time: 0.36950856
Average time: 0.41548287
Average time: 0.30046335
Average time: 0.37103612
Average time: 0.76322523
Average time: 0.87695123
Average time: 0.66062837
Average time: 0.73769408
Average time: 0.89115239
Average time: 0.97891138
Average time: 0.47502700
Average time: 1.01640201
Average time: 1.18554597
Average time: 1.35229900
Average time: 0.08740057
Average time: 0.10485055
Average time: 0.06592219
Average time: 0.14307233
Average time: 0.17673795
Average time: 0.21579907
Average time: 0.23938939
Average time: 0.15254120
Average time: 0.26418382
Average time: 0.16684562
Average time: 0.19656803
Average time: 0.41625228
Average time: 0.35498842
Average time: 0.42999005
Average time: 0.26436248
Average time: 0.54327694
Average time: 0.45561641
Average time: 0.55119303
Average time: 0.33611202
Average time: 0.68657384
Average time: 0.52962606
Average time: 0.63240578
Average time: 0.76062693
Average time: 0.85321828
Average time: 0.33126406
Average time: 0.75207694
Average time: 0.87396479
Average time: 1.01032893
Average time: 0.69558180
Average time: 0.81777313
Average time: 0.51481855
Average time: 0.58486871
Average time: 0.42317815
Average time: 0.53152097
Average time: 1.06669790
Average time: 0.65747097
Average time: 1.02652346
Average time: 0.65621105
Average time: 0.77784058
Average time: 0.91111654
Average time: 0.05540762
Average time: 0.12621157
Average time: 0.14732677
Average time: 0.09103581
Average time: 0.11231555
Average time: 0.13444976
Average time: 0.15932939
Average time: 0.34354214
Average time: 0.16976828
Average time: 0.38391041
Average time: 0.24026995
Average time: 0.49308491
Average time: 0.23514778
Average time: 0.51361036
Average time: 0.58451992
Average time: 0.37124902
Average time: 0.28109263
Average time: 0.34154675
Average time: 0.40125206
Average time: 0.43881624
Average time: 0.33614525
Average time: 0.40924617
Average time: 0.45946326
Average time: 0.52557853
Average time: 0.72709048
Average time: 0.90258551
Average time: 0.99635217
Average time: 1.14303682
Average time: 0.45753198
Average time: 0.97649553
Average time: 1.21456089
Average time: 1.34678244
Average time: 0.94673893
Average time: 1.16767562
Average time: 0.69280342
Average time: 0.79129196
Average time: 0.65466867
Average time: 0.81032151
Average time: 0.90645346
Average time: 2.03522360
Average time: 0.12346716
Average time: 0.07991603
Average time: 0.09416654
Average time: 0.19778749
Average time: 0.24655293
Average time: 0.29647627
Average time: 0.18770092
Average time: 0.39239631
Average time: 0.37330493
Average time: 0.45848194
Average time: 0.50334158
Average time: 0.32230478
Average time: 0.48709299
Average time: 0.32305979
Average time: 0.37800264
Average time: 0.81954717
Average time: 0.62951382
Average time: 0.74096695
Average time: 0.86576127
Average time: 0.97912843
Average time: 0.73685097
Average time: 0.88500788
Average time: 0.55111626
Average time: 1.18436114
Average time: 0.45249387
Average time: 0.55515768
Average time: 0.63674948
Average time: 0.72747568
Average time: 1.02037216
Average time: 0.64310547
Average time: 1.32815836
Average time: 0.83082971
Average time: 0.59039807
Average time: 1.28268548
Average time: 0.81175551
Average time: 1.82710945
Average time: 1.36793021
Average time: 0.87624191
Average time: 2.05686249
Average time: 2.15984595
Average time: 0.07600105
Average time: 0.16844583
Average time: 0.10808055
Average time: 0.23587254
Average time: 0.15152844
Average time: 0.35196143
Average time: 0.39015371
Average time: 0.23612162
Average time: 0.22276596
Average time: 0.27664491
Average time: 0.31606533
Average time: 0.67534160
Average time: 0.29319748
Average time: 0.68438800
Average time: 0.41567291
Average time: 0.86982456
Average time: 0.36974259
Average time: 0.84301938
Average time: 0.53498875
Average time: 1.08490363
Average time: 0.46780315
Average time: 1.05885450
Average time: 1.18324550
Average time: 0.70604673
Average time: 0.99888325
Average time: 1.16543969
Average time: 1.36139450
Average time: 0.83500061
Average time: 1.14055300
Average time: 1.35495801
Average time: 0.82485894
Average time: 1.72901081
Average time: 0.69219901
Average time: 0.80780684
Average time: 1.75145291
Average time: 1.96906747
Average time: 0.84481118
Average time: 0.98761101
Average time: 2.12831737
Average time: 1.31035188
Average time: 0.16064346
Average time: 0.19234445
Average time: 0.22501786
Average time: 0.13809507
Average time: 0.32429185
Average time: 0.21169555
Average time: 0.24110889
Average time: 0.51518367
Average time: 0.48225706
Average time: 0.58717357
Average time: 0.36405749
Average time: 0.73733593
Average time: 0.64075904
Average time: 0.78980891
Average time: 0.85953833
Average time: 0.56044173
Average time: 0.83026281
Average time: 0.50399918
Average time: 0.58610511
Average time: 0.65987002
Average time: 0.94103870
Average time: 0.60943903
Average time: 1.27921140
Average time: 1.45780140
Average time: 0.58292994
Average time: 1.28017525
Average time: 0.82951991
Average time: 1.78261827
Average time: 0.71683850
Average time: 0.81517489
Average time: 1.79649398
Average time: 2.00452580
Average time: 1.51328031
Average time: 0.95893568
Average time: 1.93971526
Average time: 1.18220621
