Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.09    8.42 1920000/1920000     local_grad3_t_ [34]
                0.03    7.54 1920000/8835072     intp_rstd_ [15]
                7.16    0.00 17280000/18816000     nekadd2col2_ [35]
                0.01    0.00 1920000/1920000     get_dgl_ptr_ [196]
                0.00    0.00       1/1           gen_dgl_ [339]
-----------------------------------------------
                0.00    0.00     192/8835072     set_convect_new_ [264]
                0.00    0.01    2880/8835072     set_dealias_rx_ [188]
                0.02    4.52 1152000/8835072     set_convect_cons_ [42]
                0.03    7.54 1920000/8835072     flux_div_integral_ [14]
                0.08   22.61 5760000/8835072     evaluate_conv_h_ [12]
[15]    12.6    0.13   34.69 8835072         intp_rstd_ [15]
                0.61   33.97 8835072/8835072     specmpn_ [16]
                0.05    0.00 8835072/66243072     get_int_ptr_ [90]
                0.04    0.00 17670144/132486149     lim_chk_ [95]
                0.01    0.00       1/1           gen_int_ [210]
-----------------------------------------------
                0.61   33.97 8835072/8835072     intp_rstd_ [15]
[16]    12.5    0.61   33.97 8835072         specmpn_ [16]
               32.77    0.00 70680576/173440067     mxf6_ [5]
                0.61    0.00 70680576/170082307     mxm_ [67]
                0.59    0.00 70680576/171234307     mxmf2_ [68]
-----------------------------------------------
                0.96   28.22 26496000/26496000     inviscidflux_ [13]
[17]    10.5    0.96   28.22 26496000         map_faced_ [17]
               26.62    0.00 57408000/173440067     mxf6_ [5]
                0.49    0.00 57408000/170082307     mxm_ [67]
                0.48    0.00 57408000/171234307     mxmf2_ [68]
                0.36    0.00 57408000/66243072     get_int_ptr_ [90]
                0.27    0.00 114816000/132486149     lim_chk_ [95]
-----------------------------------------------
                0.25   28.27    2001/2001        interp_u_for_adv_ [11]
[18]    10.3    0.25   28.27    2001         baryweights_findpts_eval_ [18]
               19.13    0.00 42087132/42087132     baryinterp_new_ [22]
                9.15    0.00 14029044/14029044     init_baryinterp_ [32]
-----------------------------------------------
                0.01    0.00    2000/4232000     cmt_nek_advance_ [3]
                0.04    0.00    6000/4232000     face_state_commo_ [20]
                7.53    0.00 1152000/4232000     compute_forcing_ [24]
               20.09    0.00 3072000/4232000     evaluate_conv_h_ [12]
[19]    10.0   27.67    0.00 4232000         nekcopy_ [19]
-----------------------------------------------
                0.00   23.32    6000/6000        fluxes_full_field_ [6]
[20]     8.4    0.00   23.32    6000         face_state_commo_ [20]
                0.00   23.22    6000/6002        jl_gs_many [21]
                0.04    0.00    6000/4232000     nekcopy_ [19]
                0.00    0.03    6000/6000        gs_op_fields_ [141]
                0.03    0.00    6000/3078000     neksub2_ [26]
-----------------------------------------------
                0.00    0.01       2/6002        gs_op_many_ [215]
                0.00   23.22    6000/6002        face_state_commo_ [20]
[21]     8.4    0.00   23.22    6002         jl_gs_many [21]
                0.02   14.69    6002/6099        gs_aux [25]
                8.51    0.00    6002/6002        jl_gs_scatter_many [33]
-----------------------------------------------
               19.13    0.00 42087132/42087132     baryweights_findpts_eval_ [18]
[22]     6.9   19.13    0.00 42087132         baryinterp_new_ [22]
-----------------------------------------------
                0.00    0.00       1/21504       stokes_particles_ [8]
                0.00    0.00       1/21504       setvar_ [259]
                0.00    0.00       1/21504       rdmatp_ [258]
                0.00    0.00       1/21504       rdbdry_ [256]
                0.00    0.00       1/21504       rdcurve_ [257]
                0.00    0.00       1/21504       eigenv_ [118]
                0.00    0.00       1/21504       set_up_h1_crs_ [124]
                0.00    0.00       2/21504       userchk_ [7]
                0.00    0.00       2/21504       setside_ [243]
                0.00    0.00       2/21504       h1mg_setup_ [76]
                0.00    0.00       3/21504       setarea_ [174]
                0.00    0.00       3/21504       glmapm1_ [180]
                0.00    0.00       3/21504       sfastax_ [236]
                0.00    0.00       5/21504       hsmg_setup_rstr_wt_ [173]
                0.00    0.00       5/21504       semhat_ [231]
                0.01    0.00       6/21504       output_particles_new_ [150]
                0.01    0.00       6/21504       genxyzl_ [223]
                0.01    0.00      13/21504       initdat_ [190]
                0.01    0.00      13/21504       setics_ [157]
                0.02    0.00      27/21504       axhelm_ [140]
                0.11    0.00     128/21504       setzgml_ [114]
                0.11    0.00     128/21504       setdef_ [115]
                0.49    0.00     576/21504       hsmg_setup_fast1d_b_ [85]
                0.49    0.00     576/21504       hsmg_setup_fast1d_a_ [86]
                1.70    0.00    1999/21504       bdsys_ [63]
                1.70    0.00    2000/21504       setbd_ [48]
                1.70    0.00    2000/21504       prepost_map_ [62]
                3.39    0.00    4000/21504       get_bdf_ext_coefs_ [49]
                3.39    0.00    4000/21504       settime_ [31]
                5.09    0.00    6000/21504       compute_rhs_and_dt_ [4]
[23]     6.6   18.25    0.00   21504         rzero_ [23]
-----------------------------------------------
                1.60   15.97 1920000/1920000     compute_rhs_and_dt_ [4]
[24]     6.3    1.60   15.97 1920000         compute_forcing_ [24]
                7.53    0.00 1152000/4232000     nekcopy_ [19]
                5.30    0.00 1152000/3078000     neksub2_ [26]
                1.73    0.00 3456000/6912000     nekcol2_ [47]
                0.80    0.00 1536000/1536000     neksubcol3_ [78]
                0.02    0.59 1152000/1152000     nekgradl_rst_ [82]
-----------------------------------------------
                0.00    0.07      28/6099        cr_setup [105]
                0.00    0.17      69/6099        jl_gs [103]
                0.02   14.69    6002/6099        jl_gs_many [21]
[25]     5.4    0.02   14.93    6099         gs_aux [25]
                0.00    5.75    6002/6002        jl_gs_gather_many [40]
                0.00    5.75    6002/6002        jl_gs_gather_vec_to_many [41]
                0.00    3.42    6067/6223        pw_exec [45]
                0.00    0.01    6310/12466       allreduce_setup [185]
                0.00    0.00      83/216404      gather_double_add [29]
                0.00    0.00       4/160         cr_exec [171]
                0.00    0.00    6002/6002        jl_gs_init_many [358]
                0.00    0.00     134/458         jl_gs_gather [401]
                0.00    0.00      69/69          jl_gs_init [429]
                0.00    0.00      25/34          gather_double_mul [439]
                0.00    0.00      12/12          gather_double_max [465]
                0.00    0.00      12/12          gather_double_min [466]
                0.00    0.00       1/4           gather_int_add [491]
                0.00    0.00       1/4           gather_int_bpr [492]
-----------------------------------------------
                0.03    0.00    6000/3078000     face_state_commo_ [20]
                5.30    0.00 1152000/3078000     compute_forcing_ [24]
                8.84    0.00 1920000/3078000     flux_div_integral_ [14]
[26]     5.1   14.17    0.00 3078000         neksub2_ [26]
-----------------------------------------------
                0.00   13.55    2001/2001        interp_u_for_adv_ [11]
[27]     4.9    0.00   13.55    2001         findpts_ [27]
                6.06    7.49    2001/2001        jl_findpts_3 [28]
-----------------------------------------------
                6.06    7.49    2001/2001        findpts_ [27]
[28]     4.9    6.06    7.49    2001         jl_findpts_3 [28]
                1.46    2.28 17904873/17904873     hash_index_3 [44]
                0.00    1.54    4002/4031        jl_sarray_transfer_ [64]
                0.62    0.49    2002/2002        jl_findpts_local_3 [71]
                0.00    0.77    2001/2001        jl_sarray_transfer_ext_ [80]
                0.09    0.20    2001/14770       jl_sortp_ui [57]
                0.02    0.00    2001/8512        jl_sarray_permute_ [120]
                0.00    0.01    6003/6007        array_init_ [216]
                0.00    0.00    2001/8009        smalloc [201]
                0.00    0.00    2001/8512        jl_sarray_permute_buf_ [355]
-----------------------------------------------
                0.00    0.00      83/216404      gs_aux [25]
                0.02    0.00     315/216404      cr_exec [171]
                5.75    0.00  108003/216404      jl_gs_gather_many [40]
                5.75    0.00  108003/216404      jl_gs_gather_vec_to_many [41]
[29]     4.2   11.52    0.00  216404         gather_double_add [29]
-----------------------------------------------
                0.00    9.18    2000/2000        nek__multi_advance_ [2]
[30]     3.3    0.00    9.18    2000         nek_advance_ [30]
                0.00    9.17    2000/2000        settime_ [31]
                0.01    0.00    2000/2002        comment_ [194]
                0.00    0.00    2000/2250        nekgsync_ [372]
                0.00    0.00    2000/2000        setsolv_ [378]
-----------------------------------------------
                0.00    9.17    2000/2000        nek_advance_ [30]
[31]     3.3    0.00    9.17    2000         settime_ [31]
                0.00    3.40    2000/2000        setbd_ [48]
                3.39    0.00    4000/21504       rzero_ [23]
                0.00    2.38    2000/2000        setdt_ [55]
                0.00    0.00    2000/2000        setordbd_ [377]
                0.00    0.00    2000/2000        setabbd_ [376]
-----------------------------------------------
                9.15    0.00 14029044/14029044     baryweights_findpts_eval_ [18]
[32]     3.3    9.15    0.00 14029044         init_baryinterp_ [32]
-----------------------------------------------
                8.51    0.00    6002/6002        jl_gs_many [21]
[33]     3.1    8.51    0.00    6002         jl_gs_scatter_many [33]
-----------------------------------------------
                0.09    8.42 1920000/1920000     flux_div_integral_ [14]
[34]     3.1    0.09    8.42 1920000         local_grad3_t_ [34]
                7.12    0.00 15360000/173440067     mxf6_ [5]
                1.03    0.00 3840000/3842752     add2_ [73]
                0.13    0.00 15360000/170082307     mxm_ [67]
                0.13    0.00 15360000/171234307     mxmf2_ [68]
-----------------------------------------------
                0.64    0.00 1536000/18816000     evaluate_conv_h_ [12]
                7.16    0.00 17280000/18816000     flux_div_integral_ [14]
[35]     2.8    7.80    0.00 18816000         nekadd2col2_ [35]
-----------------------------------------------
                0.11    0.00   30000/1950000     fillq_ [53]
                7.06    0.00 1920000/1950000     faceu_ [37]
[36]     2.6    7.17    0.00 1950000         full2face_cmt_ [36]
-----------------------------------------------
                0.02    7.06   30000/30000       fluxes_full_field_ [6]
[37]     2.6    0.02    7.06   30000         faceu_ [37]
                7.06    0.00 1920000/1950000     full2face_cmt_ [36]
-----------------------------------------------
                3.26    2.87   30000/30000       compute_rhs_and_dt_ [4]
[38]     2.2    3.26    2.87   30000         surface_integral_full_ [38]
                2.86    0.00   30000/30000       add_face2full_cmt_ [52]
                0.01    0.00 11520000/11520000     nekfacind_ [198]
-----------------------------------------------
                0.00    2.01    2000/6000        update_stokes_particles_ [9]
                0.00    4.02    4000/6000        compute_rhs_and_dt_ [4]
[39]     2.2    0.00    6.03    6000         compute_primitive_vars_ [39]
                0.00    4.55    6000/6000        set_convect_cons_ [42]
                1.48    0.00 1152000/1152000     nekinvcol3_ [65]
-----------------------------------------------
                0.00    5.75    6002/6002        gs_aux [25]
[40]     2.1    0.00    5.75    6002         jl_gs_gather_many [40]
                5.75    0.00  108003/216404      gather_double_add [29]
                0.00    0.00       3/34          gather_double_mul [439]
-----------------------------------------------
                0.00    5.75    6002/6002        gs_aux [25]
[41]     2.1    0.00    5.75    6002         jl_gs_gather_vec_to_many [41]
                5.75    0.00  108003/216404      gather_double_add [29]
                0.00    0.00       3/34          gather_double_mul [439]
-----------------------------------------------
                0.00    4.55    6000/6000        compute_primitive_vars_ [39]
[42]     1.6    0.00    4.55    6000         set_convect_cons_ [42]
                0.02    4.52 1152000/8835072     intp_rstd_ [15]
                0.00    0.01    6000/6001        set_dealias_rx_ [188]
-----------------------------------------------
                                                 <spontaneous>
[43]     1.6    4.40    0.00                 ausm_fluxfunction_ [43]
-----------------------------------------------
                1.46    2.28 17904873/17904873     jl_findpts_3 [28]
[44]     1.3    1.46    2.28 17904873         hash_index_3 [44]
                2.28    0.00 53714619/53714619     hash_index_aux [56]
-----------------------------------------------
                0.00    0.09     156/6223        dry_run_time [110]
                0.00    3.42    6067/6223        gs_aux [25]
[45]     1.3    0.00    3.51    6223         pw_exec [45]
                3.51    0.00    6002/6002        jl_gs_scatter_many_to_vec [46]
                0.00    0.00     156/780         scatter_noop [391]
                0.00    0.00      65/462         jl_gs_scatter [400]
-----------------------------------------------
                3.51    0.00    6002/6002        pw_exec [45]
[46]     1.3    3.51    0.00    6002         jl_gs_scatter_many_to_vec [46]
-----------------------------------------------
                1.73    0.00 3456000/6912000     compute_forcing_ [24]
                1.73    0.00 3456000/6912000     evaluate_conv_h_ [12]
[47]     1.2    3.45    0.00 6912000         nekcol2_ [47]
-----------------------------------------------
                0.00    3.40    2000/2000        settime_ [31]
[48]     1.2    0.00    3.40    2000         setbd_ [48]
                1.70    0.00    2000/21504       rzero_ [23]
                0.00    1.70    1999/1999        bdsys_ [63]
                0.01    0.00    1999/1999        lu_ [224]
                0.00    0.00    1999/1999        solve_ [379]
-----------------------------------------------
                0.00    3.39    2000/2000        update_stokes_particles_ [9]
[49]     1.2    0.00    3.39    2000         get_bdf_ext_coefs_ [49]
                3.39    0.00    4000/21504       rzero_ [23]
                0.00    0.00    4000/5264        fd_weights_full_ [362]
-----------------------------------------------
                0.01    0.01      41/8074        crystal_ituple_transfer_ [175]
                0.45    0.32    2001/8074        jl_sarray_transfer_ext_ [80]
                0.45    0.32    2001/8074        crystal_tuple_transfer_ [79]
                0.91    0.65    4031/8074        jl_sarray_transfer_ [64]
[50]     1.1    1.82    1.30    8074         jl_sarray_transfer_many [50]
                0.36    0.80    8074/14770       jl_sortp_ui [57]
                0.04    0.10   18108/18262       jl_sortp_ull [107]
                0.00    0.00    8074/8389        jl_crystal_router [356]
-----------------------------------------------
                2.00    0.90    2001/2001        interp_u_for_adv_ [11]
[51]     1.0    2.00    0.90    2001         particles_in_nid_ [51]
                0.70    0.00 14022104/28096941     copy_ [70]
                0.21    0.00 14022104/28278462     icopy_ [89]
-----------------------------------------------
                2.86    0.00   30000/30000       surface_integral_full_ [38]
[52]     1.0    2.86    0.00   30000         add_face2full_cmt_ [52]
-----------------------------------------------
                2.70    0.11   30000/30000       fluxes_full_field_ [6]
[53]     1.0    2.70    0.11   30000         fillq_ [53]
                0.11    0.00   30000/1950000     full2face_cmt_ [36]
-----------------------------------------------
                2.38    0.00    2000/2000        setdt_ [55]
[54]     0.9    2.38    0.00    2000         compute_cfl_ [54]
                0.00    0.00    2000/2027        glmax_ [295]
                0.00    0.00       3/8           invcol1_ [482]
                0.00    0.00       3/3           getdr_ [493]
-----------------------------------------------
                0.00    2.38    2000/2000        settime_ [31]
[55]     0.9    0.00    2.38    2000         setdt_ [55]
                2.38    0.00    2000/2000        compute_cfl_ [54]
-----------------------------------------------
                2.28    0.00 53714619/53714619     hash_index_3 [44]
[56]     0.8    2.28    0.00 53714619         hash_index_aux [56]
-----------------------------------------------
                0.00    0.00       1/14770       crystal_ituple_sort_ [293]
                0.00    0.00       1/14770       hash_build_3 [191]
                0.00    0.00       2/14770       jl_crs_setup [134]
                0.00    0.00       6/14770       apply_m_Asl [254]
                0.00    0.00      14/14770       cr_setup [105]
                0.00    0.00      28/14770       nonzero_ids [230]
                0.00    0.00      28/14770       shared_ids [172]
                0.00    0.01      52/14770       fgs_check_parms [168]
                0.01    0.02     224/14770       pw_setup [133]
                0.02    0.03     336/14770       cr_learn [125]
                0.09    0.20    2001/14770       crystal_tuple_sort_ [94]
                0.09    0.20    2001/14770       jl_findpts_3 [28]
                0.09    0.20    2002/14770       jl_findpts_local_3 [71]
                0.36    0.80    8074/14770       jl_sarray_transfer_many [50]
[57]     0.8    0.66    1.46   14770         jl_sortp_ui [57]
                1.46    0.00   21329/21484       radix_count_ui [66]
                0.00    0.00    6560/6560        radix_zeros_ui [357]
                0.00    0.00     209/209         merge_copy_perm_ui [416]
-----------------------------------------------
                0.02    1.97 1920000/1920000     compute_rhs_and_dt_ [4]
[58]     0.7    0.02    1.97 1920000         add_conv_diff_h_ [58]
                1.97    0.00 1920000/1920000     nekadd2_ [60]
-----------------------------------------------
                                                 <spontaneous>
[59]     0.7    0.00    1.97                 nek_init_ [59]
                0.00    1.43       1/1           set_overlap_ [69]
                0.00    0.16       1/1           gengeom_ [104]
                0.00    0.09       1/1           geneig_ [119]
                0.00    0.05       1/2           geom_reset_ [116]
                0.00    0.04       2/2           vrdsmsh_ [138]
                0.00    0.03       1/1           setup_topo_ [142]
                0.00    0.03       1/1           usrdat_ [146]
                0.03    0.00       1/1           cmt_set_fc_ptr_ [144]
                0.00    0.03       1/2001        userchk_ [7]
                0.00    0.02       1/1           setup_cmt_commo_ [154]
                0.00    0.02       1/1           setics_ [157]
                0.00    0.01       1/1           initdat_ [190]
                0.01    0.00       2/2           opcount_ [206]
                0.00    0.01       1/1           bcmask_ [214]
                0.00    0.00       1/1           files_ [229]
                0.00    0.00       1/1           readat_ [235]
                0.00    0.00       1/1           setvar_ [259]
                0.00    0.00       1/1           echopar_ [287]
                0.00    0.00       1/1           dofcnt_ [302]
                0.00    0.00       1/2002        comment_ [194]
                0.00    0.00       1/1           genwz_ [314]
                0.00    0.00       1/1           usrdat2_ [320]
                0.00    0.00       1/1           esteig_ [319]
                0.00    0.00       1/1           setlog_ [322]
                0.00    0.00       1/1           setprop_ [324]
                0.00    0.00       1/1           io_init_ [329]
                0.00    0.00       1/1           get_session_info_ [332]
                0.00    0.00       2/15590207     dnekclock_ [197]
                0.00    0.00       1/1           initdim_ [534]
                0.00    0.00       1/1           dg_setup_ [515]
                0.00    0.00       1/1           init_plugin_ [533]
                0.00    0.00       1/1           usrdat3_ [565]
                0.00    0.00       1/1           cmt_switch_ [514]
                0.00    0.00       1/1           sstest_ [563]
                0.00    0.00       1/1           in_situ_init_ [530]
                0.00    0.00       1/1           time00_ [564]
                0.00    0.00       1/11          dnekclock_sync_ [468]
                0.00    0.00       1/1           estrat_ [520]
                0.00    0.00       1/1           nek_cmt_init_ [543]
-----------------------------------------------
                1.97    0.00 1920000/1920000     add_conv_diff_h_ [58]
[60]     0.7    1.97    0.00 1920000         nekadd2_ [60]
-----------------------------------------------
                0.00    1.72    2000/2000        nek_solve_ [1]
[61]     0.6    0.00    1.72    2000         prepost_ [61]
                0.00    1.70    4000/4000        prepost_map_ [62]
                0.00    0.02       5/5           outfld_ [166]
                0.00    0.00    2000/6169        gop_ [279]
                0.00    0.00    4000/15590207     dnekclock_ [197]
                0.00    0.00       1/46          err_chk_ [312]
                0.00    0.00    2000/2000        outhis_ [375]
-----------------------------------------------
                0.00    1.70    4000/4000        prepost_ [61]
[62]     0.6    0.00    1.70    4000         prepost_map_ [62]
                1.70    0.00    2000/21504       rzero_ [23]
                0.00    0.00    2000/28096941     copy_ [70]
-----------------------------------------------
                0.00    1.70    1999/1999        setbd_ [48]
[63]     0.6    0.00    1.70    1999         bdsys_ [63]
                1.70    0.00    1999/21504       rzero_ [23]
-----------------------------------------------
                0.00    0.00       1/4031        hash_build_3 [191]
                0.00    0.01      28/4031        shared_ids [172]
                0.00    1.54    4002/4031        jl_findpts_3 [28]
[64]     0.6    0.00    1.56    4031         jl_sarray_transfer_ [64]
                0.91    0.65    4031/8074        jl_sarray_transfer_many [50]
-----------------------------------------------
                1.48    0.00 1152000/1152000     compute_primitive_vars_ [39]
[65]     0.5    1.48    0.00 1152000         nekinvcol3_ [65]
                0.00    0.00 2304000/15590207     dnekclock_ [197]
-----------------------------------------------
                0.00    0.00       2/21484       jl_sortv_ull [244]
                0.01    0.00     153/21484       jl_sortp_ull [107]
                1.46    0.00   21329/21484       jl_sortp_ui [57]
[66]     0.5    1.47    0.00   21484         radix_count_ui [66]
-----------------------------------------------
                0.00    0.00     336/170082307     compute_face_data_rs [292]
                0.00    0.00     576/170082307     tensor_ig3 [282]
                0.00    0.00     640/170082307     mg_intp_fc_e_ [291]
                0.00    0.00     684/170082307     get_edge [268]
                0.00    0.00     768/170082307     tensr3_ [300]
                0.00    0.00    1278/170082307     compute_face_data_tr [274]
                0.00    0.00    1698/170082307     findpt_face [248]
                0.00    0.00    1792/170082307     mg_intp_gfc_e_ [272]
                0.00    0.00    1792/170082307     hsmg_tnsr3d_ [276]
                0.00    0.00    4608/170082307     xyzrst_ [239]
                0.00    0.00   17920/170082307     axhelm_ [140]
                0.00    0.00   52395/170082307     findpt_vol [129]
                0.00    0.00   53244/170082307     tensor_mtxv [151]
                0.13    0.00 15360000/170082307     local_grad3_t_ [34]
                0.23    0.00 26496000/170082307     inviscidflux_ [13]
                0.49    0.00 57408000/170082307     map_faced_ [17]
                0.61    0.00 70680576/170082307     specmpn_ [16]
[67]     0.5    1.47    0.00 170082307         mxm_ [67]
-----------------------------------------------
                0.00    0.00     336/171234307     compute_face_data_rs [292]
                0.00    0.00     576/171234307     tensor_ig3 [282]
                0.00    0.00     640/171234307     mg_intp_fc_e_ [291]
                0.00    0.00     684/171234307     get_edge [268]
                0.00    0.00     768/171234307     tensr3_ [300]
                0.00    0.00    1278/171234307     compute_face_data_tr [274]
                0.00    0.00    1698/171234307     findpt_face [248]
                0.00    0.00    1792/171234307     mg_intp_gfc_e_ [272]
                0.00    0.00    1792/171234307     hsmg_tnsr3d_ [276]
                0.00    0.00    4608/171234307     xyzrst_ [239]
                0.00    0.00   17920/171234307     axhelm_ [140]
                0.00    0.00   52395/171234307     findpt_vol [129]
                0.00    0.00   53244/171234307     tensor_mtxv [151]
                0.01    0.00 1152000/171234307     neklocal_grad3_ [83]
                0.13    0.00 15360000/171234307     local_grad3_t_ [34]
                0.22    0.00 26496000/171234307     inviscidflux_ [13]
                0.48    0.00 57408000/171234307     map_faced_ [17]
                0.59    0.00 70680576/171234307     specmpn_ [16]
[68]     0.5    1.43    0.00 171234307         mxmf2_ [68]
-----------------------------------------------
                0.00    1.43       1/1           nek_init_ [59]
[69]     0.5    0.00    1.43       1         set_overlap_ [69]
                0.00    0.90       1/1           h1mg_setup_ [76]
                0.00    0.44       1/1           hsmg_setup_ [88]
                0.00    0.08       1/1           set_up_h1_crs_ [124]
                0.00    0.00       1/1           swap_lengths_ [237]
                0.00    0.00       1/1           load_semhat_weighted_ [266]
                0.00    0.00       1/1           gen_fast_spacing_ [523]
                0.00    0.00       1/2           hsmg_setup_solve_ [502]
-----------------------------------------------
                0.00    0.00       1/28096941     lagmass_ [328]
                0.00    0.00       1/28096941     startx1_ [178]
                0.00    0.00       1/28096941     mg_set_h1_ [283]
                0.00    0.00       1/28096941     mg_set_h2_ [284]
                0.00    0.00       3/28096941     setinvm_ [217]
                0.00    0.00       5/28096941     hsmg_setup_semhat_ [246]
                0.00    0.00       6/28096941     genwz_ [314]
                0.00    0.00       6/28096941     geom_reset_ [116]
                0.00    0.00      12/28096941     h1mg_setup_semhat_ [240]
                0.00    0.00      14/28096941     vrdsmsh_ [138]
                0.00    0.00      36/28096941     gen_crs_basis_ [306]
                0.00    0.00      42/28096941     geom2_ [304]
                0.00    0.00      64/28096941     mg_set_gb_ [255]
                0.00    0.00     192/28096941     mg_scale_mass_ [301]
                0.00    0.00     384/28096941     setzgml_ [114]
                0.00    0.00     512/28096941     get_local_crs_galerkin_ [193]
                0.00    0.00    1152/28096941     generalev_ [159]
                0.00    0.00    2000/28096941     prepost_map_ [62]
                0.00    0.00    6169/28096941     gop_ [279]
                0.00    0.00   42132/28096941     output_particles_new_ [150]
                0.70    0.00 14022104/28096941     update_findpts_info_ [72]
                0.70    0.00 14022104/28096941     particles_in_nid_ [51]
[70]     0.5    1.40    0.00 28096941         copy_ [70]
-----------------------------------------------
                0.62    0.49    2002/2002        jl_findpts_3 [28]
[71]     0.4    0.62    0.49    2002         jl_findpts_local_3 [71]
                0.09    0.20    2002/14770       jl_sortp_ui [57]
                0.07    0.00 53701818/53701818     hash_index_aux [127]
                0.00    0.06     127/127         jl_findpts_el_3 [128]
                0.05    0.00   14390/14392       hash_range_2 [132]
                0.02    0.00    2002/8512        jl_sarray_permute_ [120]
                0.00    0.00    2002/8512        jl_sarray_permute_buf_ [355]
-----------------------------------------------
                0.14    0.90    2001/2001        interp_u_for_adv_ [11]
[72]     0.4    0.14    0.90    2001         update_findpts_info_ [72]
                0.70    0.00 14022104/28096941     copy_ [70]
                0.21    0.00 14022104/28278462     icopy_ [89]
-----------------------------------------------
                0.00    0.00    2752/3842752     axhelm_ [140]
                1.03    0.00 3840000/3842752     local_grad3_t_ [34]
[73]     0.4    1.04    0.00 3842752         add2_ [73]
-----------------------------------------------
                0.00    0.34       1/3           hsmg_setup_fdm_ [92]
                0.00    0.67       2/3           h1mg_setup_fdm_ [81]
[74]     0.4    0.00    1.01       3         hsmg_setup_fast_ [74]
                0.00    1.01     576/576         hsmg_setup_fast1d_ [75]
                0.00    0.00       3/2074        iglmax_ [298]
                0.00    0.00     576/3840        vlmax_ [367]
                0.00    0.00     192/704         get_fast_bc_ [394]
-----------------------------------------------
                0.00    1.01     576/576         hsmg_setup_fast_ [74]
[75]     0.4    0.00    1.01     576         hsmg_setup_fast1d_ [75]
                0.01    0.49     576/576         hsmg_setup_fast1d_b_ [85]
                0.00    0.49     576/576         hsmg_setup_fast1d_a_ [86]
                0.00    0.02     576/576         generalev_ [159]
                0.00    0.00     576/654         transpose_ [395]
                0.00    0.00      48/48          row_zero_ [432]
-----------------------------------------------
                0.00    0.90       1/1           set_overlap_ [69]
[76]     0.3    0.00    0.90       1         h1mg_setup_ [76]
                0.00    0.67       1/1           h1mg_setup_fdm_ [81]
                0.00    0.14       1/1           h1mg_setup_dssum_ [108]
                0.00    0.05       1/2           geom_reset_ [116]
                0.00    0.02       1/1           h1mg_setup_wtmask_ [169]
                0.00    0.01       1/1           h1mg_setup_schwarz_wt_ [211]
                0.00    0.01       1/1           mg_set_msk_ [219]
                0.00    0.00       1/1           h1mg_setup_semhat_ [240]
                0.00    0.00       2/21504       rzero_ [23]
                0.00    0.00       1/1           mg_set_gb_ [255]
                0.00    0.00       1/1           mg_set_h1_ [283]
                0.00    0.00       1/1           mg_set_h2_ [284]
                0.00    0.00       1/31          rone_ [441]
                0.00    0.00       1/1           h1mg_setup_mg_nx_ [525]
                0.00    0.00       1/2           hsmg_setup_intp_ [501]
                0.00    0.00       1/2           hsmg_setup_solve_ [502]
-----------------------------------------------
                                                 <spontaneous>
[77]     0.3    0.81    0.00                 crystal_free_ [77]
-----------------------------------------------
                0.80    0.00 1536000/1536000     compute_forcing_ [24]
[78]     0.3    0.80    0.00 1536000         neksubcol3_ [78]
-----------------------------------------------
                0.00    0.77    2001/2001        interp_u_for_adv_ [11]
[79]     0.3    0.00    0.77    2001         crystal_tuple_transfer_ [79]
                0.45    0.32    2001/8074        jl_sarray_transfer_many [50]
-----------------------------------------------
                0.00    0.77    2001/2001        jl_findpts_3 [28]
[80]     0.3    0.00    0.77    2001         jl_sarray_transfer_ext_ [80]
                0.45    0.32    2001/8074        jl_sarray_transfer_many [50]
-----------------------------------------------
                0.00    0.67       1/1           h1mg_setup_ [76]
[81]     0.2    0.00    0.67       1         h1mg_setup_fdm_ [81]
                0.00    0.67       2/3           hsmg_setup_fast_ [74]
-----------------------------------------------
                0.02    0.59 1152000/1152000     compute_forcing_ [24]
[82]     0.2    0.02    0.59 1152000         nekgradl_rst_ [82]
                0.04    0.55 1152000/1152000     neklocal_grad3_ [83]
-----------------------------------------------
                0.04    0.55 1152000/1152000     nekgradl_rst_ [82]
[83]     0.2    0.04    0.55 1152000         neklocal_grad3_ [83]
                0.53    0.00 1152000/173440067     mxf6_ [5]
                0.01    0.00 8064000/8064000     nekmxm_ [199]
                0.01    0.00 1152000/171234307     mxmf2_ [68]
-----------------------------------------------
                                                 <spontaneous>
[84]     0.2    0.52    0.00                 invcol3_ [84]
                0.00    0.00 4416000/15590207     dnekclock_ [197]
-----------------------------------------------
                0.01    0.49     576/576         hsmg_setup_fast1d_ [75]
[85]     0.2    0.01    0.49     576         hsmg_setup_fast1d_b_ [85]
                0.49    0.00     576/21504       rzero_ [23]
-----------------------------------------------
                0.00    0.49     576/576         hsmg_setup_fast1d_ [75]
[86]     0.2    0.00    0.49     576         hsmg_setup_fast1d_a_ [86]
                0.49    0.00     576/21504       rzero_ [23]
-----------------------------------------------
                0.00    0.00       1/1158389     startx1_ [178]
                0.00    0.00       1/1158389     setics_ [157]
                0.00    0.00       2/1158389     dsavg_ [227]
                0.00    0.00      12/1158389     vrdsmsh_ [138]
                0.00    0.00      19/1158389     gammam1_ [123]
                0.00    0.00    1170/1158389     geodat1_ [153]
                0.00    0.00    5184/1158389     axhelm_ [140]
                0.45    0.00 1152000/1158389     evaluate_conv_h_ [12]
[87]     0.2    0.46    0.00 1158389         col2_ [87]
-----------------------------------------------
