Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     242/6478        pw_setup [133]
                0.01    0.01    6000/6478        gs_op_fields_ [141]
[168]    0.0    0.01    0.01    6478+52      fgs_check_parms [168]
                0.00    0.01      52/14770       jl_sortp_ui [57]
                0.00    0.00      52/8512        jl_sarray_permute_ [120]
                0.00    0.00      26/18262       jl_sortp_ull [107]
                0.00    0.00      52/8512        jl_sarray_permute_buf_ [355]
                                  52             fgs_check_parms [168]
-----------------------------------------------
                0.00    0.02       1/1           h1mg_setup_ [76]
[169]    0.0    0.00    0.02       1         h1mg_setup_wtmask_ [169]
                0.00    0.01       3/5           hsmg_setup_rstr_wt_ [173]
                0.00    0.01       3/5           hsmg_setup_mask_ [187]
-----------------------------------------------
                0.00    0.02     576/576         dsygv_ [160]
[170]    0.0    0.00    0.02     576         dsyev_ [170]
                0.00    0.01     576/576         dsteqr_ [177]
                0.00    0.00     576/576         dsytrd_ [252]
                0.00    0.00     576/576         dorgtr_ [265]
                0.00    0.00    1152/6436        dlamch_ [267]
                0.00    0.00    1728/164441      lsame_ [208]
                0.00    0.00     576/576         dlansy_ [296]
                0.00    0.00     576/4032        ilaenv_ [364]
-----------------------------------------------
                0.00    0.00       4/160         gs_aux [25]
                0.00    0.02     156/160         dry_run_time [110]
[171]    0.0    0.00    0.02     160         cr_exec [171]
                0.02    0.00     315/216404      gather_double_add [29]
                0.00    0.00     328/462         jl_gs_scatter [400]
                0.00    0.00     324/458         jl_gs_gather [401]
                0.00    0.00     312/780         scatter_noop [391]
                0.00    0.00     156/312         gather_noop [410]
                0.00    0.00       3/4           gather_int_add [491]
                0.00    0.00       3/4           gather_int_bpr [492]
                0.00    0.00       3/34          gather_double_mul [439]
-----------------------------------------------
                0.00    0.02      14/14          gs_setup_aux [96]
[172]    0.0    0.00    0.02      14         shared_ids [172]
                0.00    0.01      28/4031        jl_sarray_transfer_ [64]
                0.00    0.00      28/14770       jl_sortp_ui [57]
                0.00    0.00      14/14          jl_comm_scan [260]
                0.00    0.00      42/8512        jl_sarray_permute_ [120]
                0.00    0.00      28/18262       jl_sortp_ull [107]
                0.00    0.00      56/6478        fgs_check_parms [168]
                0.00    0.00      42/8512        jl_sarray_permute_buf_ [355]
-----------------------------------------------
                0.00    0.01       2/5           hsmg_setup_wtmask_ [189]
                0.00    0.01       3/5           h1mg_setup_wtmask_ [169]
[173]    0.0    0.00    0.02       5         hsmg_setup_rstr_wt_ [173]
                0.00    0.01       5/8           hsmg_dssum_ [167]
                0.00    0.00       5/21504       rzero_ [23]
-----------------------------------------------
                0.00    0.02       3/3           geodat1_ [153]
[174]    0.0    0.00    0.02       3         setarea_ [174]
                0.00    0.01       3/3           area3_ [183]
                0.00    0.00       3/21504       rzero_ [23]
                0.00    0.00       9/9           rzero3_ [478]
-----------------------------------------------
                0.00    0.00       1/41          get_vert_map_ [251]
                0.00    0.02      40/41          gbtuple_rank_ [149]
[175]    0.0    0.00    0.02      41         crystal_ituple_transfer_ [175]
                0.01    0.01      41/8074        jl_sarray_transfer_many [50]
-----------------------------------------------
                0.00    0.00       1/63          echopar_ [287]
                0.00    0.00       2/63          get_vert_map_ [251]
                0.00    0.00      10/63          mbyte_open_ [238]
                0.00    0.00      20/63          files_ [229]
                0.01    0.00      30/63          mfo_open_files_ [212]
[176]    0.0    0.02    0.00      63         chcopy_ [176]
-----------------------------------------------
                0.00    0.01     576/576         dsyev_ [170]
[177]    0.0    0.00    0.01     576         dsteqr_ [177]
                0.01    0.00    7376/7376        dlasr_ [181]
                0.00    0.00    1152/6436        dlamch_ [267]
                0.00    0.00     576/576         dlanst_ [294]
                0.00    0.00    1152/164441      lsame_ [208]
                0.00    0.00   29216/29216       dlartg_ [313]
                0.00    0.00    6800/8864        dlapy2_ [353]
                0.00    0.00    1104/1104        dswap_ [389]
                0.00    0.00     576/576         dlaev2_ [397]
-----------------------------------------------
                0.00    0.01       1/1           gammam1_ [123]
[178]    0.0    0.00    0.01       1         startx1_ [178]
                0.00    0.01       1/1           rand_fld_h1_ [186]
                0.00    0.00       1/30          dssum_ [126]
                0.00    0.00       1/1158389     col2_ [87]
                0.00    0.00       1/28096941     copy_ [70]
                0.00    0.00       1/6           glamax_ [315]
                0.00    0.00       1/36          glsc3_ [305]
                0.00    0.00       1/1           add2s2_ [510]
                0.00    0.00       1/1745        col3_ [380]
                0.00    0.00       1/1234        cmult_ [384]
-----------------------------------------------
                0.00    0.00       1/3           gengeom_ [104]
                0.00    0.01       2/3           geom_reset_ [116]
[179]    0.0    0.00    0.01       3         geom1_ [179]
                0.00    0.01       3/3           glmapm1_ [180]
-----------------------------------------------
                0.00    0.01       3/3           geom1_ [179]
[180]    0.0    0.00    0.01       3         glmapm1_ [180]
                0.01    0.00      27/27          ascol5_ [203]
                0.00    0.00       3/21504       rzero_ [23]
                0.00    0.00       3/3           xyzrst_ [239]
                0.00    0.00       3/54          iglsum_ [311]
                0.00    0.00     192/192         chkjac_ [417]
                0.00    0.00       9/9           addcol4_ [472]
                0.00    0.00       9/9           subcol4_ [479]
                0.00    0.00       3/73          invers2_ [428]
-----------------------------------------------
                0.01    0.00    7376/7376        dsteqr_ [177]
[181]    0.0    0.01    0.00    7376         dlasr_ [181]
                0.00    0.00   73760/164441      lsame_ [208]
-----------------------------------------------
                0.00    0.00       1/3           hsmg_setup_schwarz_wt_ [228]
                0.00    0.01       2/3           h1mg_setup_schwarz_wt_ [211]
[182]    0.0    0.00    0.01       3         h1mg_setup_schwarz_wt_1_ [182]
                0.00    0.01       3/3           hsmg_schwarz_dssum_ [220]
                0.00    0.01       3/8           hsmg_dssum_ [167]
                0.00    0.00     192/192         h1mg_setup_schwarz_wt3d_2_ [418]
                0.00    0.00     192/192         h1mg_setup_schwarz_wt_2_ [419]
                0.00    0.00       9/9           hsmg_extrude_ [473]
                0.00    0.00       3/31          rone_ [441]
                0.00    0.00       3/3           hsmg_schwarz_toreg3d_ [494]
-----------------------------------------------
                0.00    0.01       3/3           setarea_ [174]
[183]    0.0    0.00    0.01       3         area3_ [183]
                0.01    0.00       6/6           unitvec_ [205]
                0.00    0.00       9/27          vdot3_ [204]
                0.00    0.00    1161/1161        vcross_ [387]
                0.00    0.00    1152/1152        facexv_ [388]
-----------------------------------------------
                0.01    0.00      20/40          irank_vecn_ [221]
                0.01    0.00      20/40          gbtuple_rank_ [149]
[184]    0.0    0.01    0.00      40         ituple_sort_ [184]
                0.00    0.00  225420/28278462     icopy_ [89]
-----------------------------------------------
                                 257             allreduce_setup [185]
                0.00    0.00       6/12466       gs_setup_pick_ [99]
                0.00    0.00      13/12466       auto_setup [100]
                0.00    0.00      14/12466       nonzero_ids [230]
                0.00    0.00      39/12466       dry_run_time [110]
                0.00    0.00      84/12466       cr_learn [125]
                0.00    0.01    6000/12466       gs_op_fields_ [141]
                0.00    0.01    6310/12466       gs_aux [25]
[185]    0.0    0.00    0.01   12466+257     allreduce_setup [185]
                0.00    0.01      52/177         pw_setup [133]
                0.00    0.00      13/6478        fgs_check_parms [168]
                                 257             allreduce_setup [185]
-----------------------------------------------
                0.00    0.01       1/1           startx1_ [178]
[186]    0.0    0.00    0.01       1         rand_fld_h1_ [186]
                0.01    0.00   13824/13824       ran1_ [200]
                0.00    0.00       1/2           dsavg_ [227]
-----------------------------------------------
                0.00    0.00       2/5           hsmg_setup_wtmask_ [189]
                0.00    0.01       3/5           h1mg_setup_wtmask_ [169]
[187]    0.0    0.00    0.01       5         hsmg_setup_mask_ [187]
                0.00    0.01       5/71          jl_gs [103]
                0.00    0.00       5/67          gs_op_ [280]
                0.00    0.00       5/2074        iglmax_ [298]
                0.00    0.00     320/704         get_fast_bc_ [394]
                0.00    0.00       5/31          rone_ [441]
                0.00    0.00       5/8           hsmg_dsprod_ [480]
-----------------------------------------------
                0.00    0.00       1/6001        set_convect_new_ [264]
                0.00    0.01    6000/6001        set_convect_cons_ [42]
[188]    0.0    0.00    0.01    6001         set_dealias_rx_ [188]
                0.00    0.01    2880/8835072     intp_rstd_ [15]
                0.00    0.00       5/17          zwgl_ [454]
-----------------------------------------------
                0.00    0.01       1/1           hsmg_setup_ [88]
[189]    0.0    0.00    0.01       1         hsmg_setup_wtmask_ [189]
                0.00    0.01       2/5           hsmg_setup_rstr_wt_ [173]
                0.00    0.00       2/5           hsmg_setup_mask_ [187]
-----------------------------------------------
                0.00    0.01       1/1           nek_init_ [59]
[190]    0.0    0.00    0.01       1         initdat_ [190]
                0.01    0.00      13/21504       rzero_ [23]
                0.00    0.00       1/159         blank_ [421]
-----------------------------------------------
                0.01    0.00       1/1           findpts_setup_ [136]
[191]    0.0    0.01    0.00       1         hash_build_3 [191]
                0.00    0.00       1/4031        jl_sarray_transfer_ [64]
                0.00    0.00       1/14770       jl_sortp_ui [57]
                0.00    0.00       1/8512        jl_sarray_permute_ [120]
                0.00    0.00       1/8009        smalloc [201]
                0.00    0.00       1/6007        array_init_ [216]
                0.00    0.00       3/8389        jl_crystal_router [356]
                0.00    0.00       3/315         jl_comm_allreduce [409]
                0.00    0.00       1/8512        jl_sarray_permute_buf_ [355]
-----------------------------------------------
                0.01    0.00     400/400         jl_crs_setup [134]
[192]    0.0    0.01    0.00     400         apply_QQt [192]
                0.00    0.00    1034/3284        apply_m_Asl [254]
-----------------------------------------------
                0.00    0.01       1/1           set_up_h1_crs_ [124]
[193]    0.0    0.00    0.01       1         get_local_crs_galerkin_ [193]
                0.00    0.01       8/27          axhelm_ [140]
                0.00    0.00     512/28096941     copy_ [70]
                0.00    0.00       8/8           gen_crs_basis_ [306]
                0.00    0.00    4096/4096        vlsc2_ [363]
-----------------------------------------------
                0.00    0.00       1/2002        nek_init_ [59]
                0.00    0.00       1/2002        nek_solve_ [1]
                0.01    0.00    2000/2002        nek_advance_ [30]
[194]    0.0    0.01    0.00    2002         comment_ [194]
                0.00    0.00    2003/15590207     dnekclock_ [197]
-----------------------------------------------
                0.01    0.00       6/6           mfo_outfld_ [165]
[195]    0.0    0.01    0.00       6         mfo_outv_ [195]
                0.00    0.00       6/46          err_chk_ [312]
                0.00    0.00      48/226         byte_write_ [415]
                0.00    0.00      42/238         csend_ [414]
                0.00    0.00      42/238         crecv_ [413]
                0.00    0.00       6/2250        nekgsync_ [372]
-----------------------------------------------
                0.01    0.00 1920000/1920000     flux_div_integral_ [14]
[196]    0.0    0.01    0.00 1920000         get_dgl_ptr_ [196]
                0.00    0.00       2/132486149     lim_chk_ [95]
-----------------------------------------------
                0.00    0.00       1/15590207     runstat_ [308]
                0.00    0.00       1/15590207     set_proc_map_ [289]
                0.00    0.00       2/15590207     nek_init_ [59]
                0.00    0.00       2/15590207     vec_dssum_ [232]
                0.00    0.00       2/15590207     set_up_h1_crs_ [124]
                0.00    0.00       2/15590207     setprop_ [324]
                0.00    0.00       6/15590207     hsmg_schwarz_dssum_ [220]
                0.00    0.00      16/15590207     hsmg_dssum_ [167]
                0.00    0.00      22/15590207     readat_ [235]
                0.00    0.00      22/15590207     setupds_ [101]
                0.00    0.00      54/15590207     axhelm_ [140]
                0.00    0.00      60/15590207     dssum_ [126]
                0.00    0.00    2003/15590207     comment_ [194]
                0.00    0.00    4000/15590207     update_stokes_particles_ [9]
                0.00    0.00    4000/15590207     prepost_ [61]
                0.00    0.00    4002/15590207     stokes_particles_ [8]
                0.00    0.00    4002/15590207     userchk_ [7]
                0.00    0.00   20010/15590207     interp_u_for_adv_ [11]
                0.00    0.00 2304000/15590207     nekinvcol3_ [65]
                0.00    0.00 4416000/15590207     invcol3_ [84]
                0.01    0.00 8832000/15590207     invcol2_ [97]
[197]    0.0    0.01    0.00 15590207         dnekclock_ [197]
-----------------------------------------------
                0.01    0.00 11520000/11520000     surface_integral_full_ [38]
[198]    0.0    0.01    0.00 11520000         nekfacind_ [198]
-----------------------------------------------
                0.01    0.00 8064000/8064000     neklocal_grad3_ [83]
[199]    0.0    0.01    0.00 8064000         nekmxm_ [199]
-----------------------------------------------
                0.01    0.00   13824/13824       rand_fld_h1_ [186]
[200]    0.0    0.01    0.00   13824         ran1_ [200]
-----------------------------------------------
                0.00    0.00       1/8009        hash_build_3 [191]
                0.00    0.00       1/8009        findpts_setup_ [136]
                0.00    0.00    2001/8009        jl_findpts_3 [28]
                0.01    0.00    6006/8009        array_init_ [216]
[201]    0.0    0.01    0.00    8009         smalloc [201]
-----------------------------------------------
                0.00    0.00      14/170         jl_comm_scan [260]
                0.01    0.00     156/170         allreduce_exec [213]
[202]    0.0    0.01    0.00     170         jl_gs_init_array [202]
-----------------------------------------------
                0.01    0.00      27/27          glmapm1_ [180]
[203]    0.0    0.01    0.00      27         ascol5_ [203]
-----------------------------------------------
                0.00    0.00       9/27          area3_ [183]
                0.01    0.00      18/27          geodat1_ [153]
[204]    0.0    0.01    0.00      27         vdot3_ [204]
-----------------------------------------------
                0.01    0.00       6/6           area3_ [183]
[205]    0.0    0.01    0.00       6         unitvec_ [205]
-----------------------------------------------
                0.01    0.00       2/2           nek_init_ [59]
[206]    0.0    0.01    0.00       2         opcount_ [206]
-----------------------------------------------
                                                 <spontaneous>
[207]    0.0    0.01    0.00                 nekmap_faced_ [207]
-----------------------------------------------
                0.00    0.00     576/164441      dorgtr_ [265]
                0.00    0.00     576/164441      dsytrd_ [252]
                0.00    0.00     576/164441      dsytd2_ [253]
                0.00    0.00     576/164441      dsygst_ [241]
                0.00    0.00     576/164441      dsygs2_ [242]
                0.00    0.00     576/164441      dpotrf_ [261]
                0.00    0.00     576/164441      dpotf2_ [262]
                0.00    0.00    1152/164441      dsteqr_ [177]
                0.00    0.00    1152/164441      dlansy_ [296]
                0.00    0.00    1152/164441      dsygv_ [160]
                0.00    0.00    1728/164441      dsyev_ [170]
                0.00    0.00    1728/164441      dlanst_ [294]
                0.00    0.00    3264/164441      dlarf_ [269]
                0.00    0.00    4032/164441      dtrsm_ [286]
                0.00    0.00    4128/164441      dsymv_ [285]
                0.00    0.00   10656/164441      dsyr2_ [273]
                0.00    0.00   11385/164441      dlamch_ [267]
                0.00    0.00   20160/164441      dgemv_ [249]
                0.00    0.00   26112/164441      dtrsv_ [245]
                0.00    0.00   73760/164441      dlasr_ [181]
[208]    0.0    0.01    0.00  164441         lsame_ [208]
-----------------------------------------------
                0.00    0.00       1/6070        gs_free_ [307]
                0.00    0.00       2/6070        gs_op_many_ [215]
                0.00    0.00      67/6070        gs_op_ [280]
                0.01    0.00    6000/6070        gs_op_fields_ [141]
[209]    0.0    0.01    0.00    6070         fgs_check_handle [209]
-----------------------------------------------
                0.01    0.00       1/1           intp_rstd_ [15]
[210]    0.0    0.01    0.00       1         gen_int_ [210]
                0.00    0.00       6/5264        fd_weights_full_ [362]
                0.00    0.00       1/27          zwgll_ [449]
                0.00    0.00       1/17          zwgl_ [454]
                0.00    0.00       1/654         transpose_ [395]
-----------------------------------------------
                0.00    0.01       1/1           h1mg_setup_ [76]
[211]    0.0    0.00    0.01       1         h1mg_setup_schwarz_wt_ [211]
                0.00    0.01       2/3           h1mg_setup_schwarz_wt_1_ [182]
-----------------------------------------------
                0.00    0.01       5/5           mfo_outfld_ [165]
[212]    0.0    0.00    0.01       5         mfo_open_files_ [212]
                0.01    0.00      30/63          chcopy_ [176]
                0.00    0.00       5/5           mbyte_open_ [238]
                0.00    0.00       5/159         blank_ [421]
                0.00    0.00       5/5           i_find_prefix_ [488]
                0.00    0.00       5/5           restart_nfld_ [489]
                0.00    0.00       5/156         ltrunc_ [423]
-----------------------------------------------
                0.00    0.01     156/156         dry_run_time [110]
[213]    0.0    0.00    0.01     156         allreduce_exec [213]
                0.01    0.00     156/170         jl_gs_init_array [202]
                0.00    0.00     156/780         scatter_noop [391]
                0.00    0.00     156/8389        jl_crystal_router [356]
                0.00    0.00     156/315         jl_comm_allreduce [409]
-----------------------------------------------
                0.00    0.01       1/1           nek_init_ [59]
[214]    0.0    0.00    0.01       1         bcmask_ [214]
                0.00    0.00       2/16          dsop_ [139]
                0.00    0.00       1/1           opdsop_ [233]
                0.00    0.00     384/768         chknord_ [392]
                0.00    0.00      48/144         facev_ [424]
                0.00    0.00       5/31          rone_ [441]
-----------------------------------------------
                0.00    0.00       1/2           vec_dssum_ [232]
                0.00    0.00       1/2           vec_dsop_ [234]
[215]    0.0    0.00    0.01       2         gs_op_many_ [215]
                0.00    0.01       2/6002        jl_gs_many [21]
                0.00    0.00       2/6478        fgs_check_parms [168]
                0.00    0.00       2/6070        fgs_check_handle [209]
-----------------------------------------------
                0.00    0.00       1/6007        hash_build_3 [191]
                0.00    0.00       3/6007        findpts_setup_ [136]
                0.00    0.01    6003/6007        jl_findpts_3 [28]
[216]    0.0    0.00    0.01    6007         array_init_ [216]
                0.01    0.00    6006/8009        smalloc [201]
-----------------------------------------------
                0.00    0.00       1/3           gengeom_ [104]
                0.00    0.00       2/3           geom_reset_ [116]
[217]    0.0    0.00    0.01       3         setinvm_ [217]
                0.00    0.01       3/30          dssum_ [126]
                0.00    0.00       3/28096941     copy_ [70]
                0.00    0.00       3/8           invcol1_ [482]
-----------------------------------------------
                0.00    0.01       3/3           mg_set_msk_ [219]
[218]    0.0    0.00    0.01       3         h1mg_setup_mask_ [218]
                0.00    0.01       3/71          jl_gs [103]
                0.00    0.00       3/67          gs_op_ [280]
                0.00    0.00       3/2074        iglmax_ [298]
                0.00    0.00     192/704         get_fast_bc_ [394]
                0.00    0.00       3/31          rone_ [441]
                0.00    0.00       3/8           hsmg_dsprod_ [480]
-----------------------------------------------
                0.00    0.01       1/1           h1mg_setup_ [76]
[219]    0.0    0.00    0.01       1         mg_set_msk_ [219]
                0.00    0.01       3/3           h1mg_setup_mask_ [218]
-----------------------------------------------
                0.00    0.01       3/3           h1mg_setup_schwarz_wt_1_ [182]
[220]    0.0    0.00    0.01       3         hsmg_schwarz_dssum_ [220]
                0.00    0.01       3/71          jl_gs [103]
                0.00    0.00       3/67          gs_op_ [280]
                0.00    0.00       6/15590207     dnekclock_ [197]
                0.00    0.00       3/2250        nekgsync_ [372]
-----------------------------------------------
                0.00    0.01      20/20          gbtuple_rank_ [149]
[221]    0.0    0.00    0.01      20         irank_vecn_ [221]
                0.01    0.00      20/40          ituple_sort_ [184]
                0.00    0.00    2800/28278462     icopy_ [89]
-----------------------------------------------
                0.00    0.00       2/2021        dofcnt_ [302]
                0.00    0.00       2/2021        setics_ [157]
                0.00    0.00       5/2021        mfo_outfld_ [165]
                0.00    0.00      12/2021        volume_ [299]
                0.00    0.00    2000/2021        userchk_ [7]
[222]    0.0    0.01    0.00    2021         glsum_ [222]
                0.00    0.00    2021/6169        gop_ [279]
-----------------------------------------------
                0.00    0.01       1/1           setup_topo_ [142]
[223]    0.0    0.00    0.01       1         genxyzl_ [223]
                0.01    0.00       6/21504       rzero_ [23]
-----------------------------------------------
                0.01    0.00    1999/1999        setbd_ [48]
[224]    0.0    0.01    0.00    1999         lu_ [224]
-----------------------------------------------
                                                 <spontaneous>
[225]    0.0    0.01    0.00                 col2c_ [225]
-----------------------------------------------
                                                 <spontaneous>
[226]    0.0    0.01    0.00                 sort_ [226]
-----------------------------------------------
                0.00    0.00       1/2           setics_ [157]
                0.00    0.00       1/2           rand_fld_h1_ [186]
[227]    0.0    0.00    0.00       2         dsavg_ [227]
                0.00    0.00       2/30          dssum_ [126]
                0.00    0.00       2/1158389     col2_ [87]
-----------------------------------------------
                0.00    0.00       1/1           hsmg_setup_ [88]
[228]    0.0    0.00    0.00       1         hsmg_setup_schwarz_wt_ [228]
                0.00    0.00       1/3           h1mg_setup_schwarz_wt_1_ [182]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [59]
[229]    0.0    0.00    0.00       1         files_ [229]
                0.00    0.00      20/63          chcopy_ [176]
                0.00    0.00       9/159         blank_ [421]
                0.00    0.00       3/156         ltrunc_ [423]
                0.00    0.00       1/268         indx1_ [412]
-----------------------------------------------
                0.00    0.00      14/14          gs_setup_aux [96]
[230]    0.0    0.00    0.00      14         nonzero_ids [230]
                0.00    0.00      28/14770       jl_sortp_ui [57]
                0.00    0.00      14/8512        jl_sarray_permute_ [120]
                0.00    0.00      14/18262       jl_sortp_ull [107]
                0.00    0.00      14/6478        fgs_check_parms [168]
                0.00    0.00      14/12466       allreduce_setup [185]
                0.00    0.00      14/8512        jl_sarray_permute_buf_ [355]
-----------------------------------------------
                0.00    0.00       1/6           load_semhat_weighted_ [266]
                0.00    0.00       2/6           hsmg_setup_semhat_ [246]
                0.00    0.00       3/6           h1mg_setup_semhat_ [240]
[231]    0.0    0.00    0.00       6         semhat_ [231]
                0.00    0.00       5/21504       rzero_ [23]
                0.00    0.00      70/5264        fd_weights_full_ [362]
                0.00    0.00       6/27          zwgll_ [449]
                0.00    0.00       5/17          zwgl_ [454]
-----------------------------------------------
                0.00    0.00       1/1           setics_ [157]
[232]    0.0    0.00    0.00       1         vec_dssum_ [232]
                0.00    0.00       1/2           gs_op_many_ [215]
                0.00    0.00       2/15590207     dnekclock_ [197]
                0.00    0.00       1/2250        nekgsync_ [372]
-----------------------------------------------
                0.00    0.00       1/1           bcmask_ [214]
[233]    0.0    0.00    0.00       1         opdsop_ [233]
                0.00    0.00       1/1           vec_dsop_ [234]
-----------------------------------------------
                0.00    0.00       1/1           opdsop_ [233]
[234]    0.0    0.00    0.00       1         vec_dsop_ [234]
                0.00    0.00       1/2           gs_op_many_ [215]
                0.00    0.00       1/2250        nekgsync_ [372]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [59]
[235]    0.0    0.00    0.00       1         readat_ [235]
                0.00    0.00       1/1           rdmatp_ [258]
                0.00    0.00       1/1           rdbdry_ [256]
                0.00    0.00       1/1           rdcurve_ [257]
                0.00    0.00       1/1           mapelpr_ [288]
                0.00    0.00       1/1           chk_nel_ [331]
                0.00    0.00       1/1           rdhist_ [334]
                0.00    0.00       1/1           rdicdf_ [335]
                0.00    0.00       1/1           rdobj_ [336]
                0.00    0.00       1/1           rdout_ [337]
                0.00    0.00      22/15590207     dnekclock_ [197]
                0.00    0.00       5/30          bcast_ [442]
                0.00    0.00       2/2250        nekgsync_ [372]
                0.00    0.00       1/1           rdparam_ [553]
                0.00    0.00       1/1           rdmesh_ [552]
-----------------------------------------------
                0.00    0.00       1/3           gengeom_ [104]
                0.00    0.00       2/3           geom_reset_ [116]
[236]    0.0    0.00    0.00       3         sfastax_ [236]
                0.00    0.00       3/21504       rzero_ [23]
-----------------------------------------------
                0.00    0.00       1/1           set_overlap_ [69]
[237]    0.0    0.00    0.00       1         swap_lengths_ [237]
                0.00    0.00       1/30          dssum_ [126]
                0.00    0.00       1/1           plane_space_ [550]
-----------------------------------------------
                0.00    0.00       5/5           mfo_open_files_ [212]
[238]    0.0    0.00    0.00       5         mbyte_open_ [238]
                0.00    0.00      10/63          chcopy_ [176]
                0.00    0.00      80/268         indx1_ [412]
                0.00    0.00       5/16          izero_ [456]
                0.00    0.00       5/156         ltrunc_ [423]
                0.00    0.00       5/5           byte_open_ [486]
-----------------------------------------------
                0.00    0.00       3/3           glmapm1_ [180]
[239]    0.0    0.00    0.00       3         xyzrst_ [239]
                0.00    0.00    4608/173440067     mxf6_ [5]
                0.00    0.00    4608/170082307     mxm_ [67]
                0.00    0.00    4608/171234307     mxmf2_ [68]
-----------------------------------------------
                0.00    0.00       1/1           h1mg_setup_ [76]
[240]    0.0    0.00    0.00       1         h1mg_setup_semhat_ [240]
                0.00    0.00       3/6           semhat_ [231]
                0.00    0.00      12/28096941     copy_ [70]
                0.00    0.00       3/654         transpose_ [395]
-----------------------------------------------
                0.00    0.00     576/576         dsygv_ [160]
[241]    0.0    0.00    0.00     576         dsygst_ [241]
                0.00    0.00     576/576         dsygs2_ [242]
                0.00    0.00     576/164441      lsame_ [208]
                0.00    0.00     576/4032        ilaenv_ [364]
-----------------------------------------------
                0.00    0.00     576/576         dsygst_ [241]
[242]    0.0    0.00    0.00     576         dsygs2_ [242]
                0.00    0.00    3264/3264        dtrsv_ [245]
                0.00    0.00    3264/5328        dsyr2_ [273]
                0.00    0.00     576/164441      lsame_ [208]
                0.00    0.00    6528/8592        daxpy_ [354]
                0.00    0.00    3264/11856       dscal_ [352]
-----------------------------------------------
                0.00    0.00       1/1           setup_topo_ [142]
[243]    0.0    0.00    0.00       1         setside_ [243]
                0.00    0.00       2/21504       rzero_ [23]
                0.00    0.00      24/24          mod1_ [451]
                0.00    0.00       1/1234        cmult_ [384]
-----------------------------------------------
                0.00    0.00      11/11          jl_crs_setup [134]
[244]    0.0    0.00    0.00      11         jl_sortv_ull [244]
                0.00    0.00       2/116         radix_count_ull [121]
                0.00    0.00       2/21484       radix_count_ui [66]
                0.00    0.00       2/116         radix_zeros_ull [426]
-----------------------------------------------
                0.00    0.00    3264/3264        dsygs2_ [242]
[245]    0.0    0.00    0.00    3264         dtrsv_ [245]
                0.00    0.00   26112/164441      lsame_ [208]
-----------------------------------------------
                0.00    0.00       1/1           hsmg_setup_ [88]
[246]    0.0    0.00    0.00       1         hsmg_setup_semhat_ [246]
                0.00    0.00       2/6           semhat_ [231]
                0.00    0.00       5/28096941     copy_ [70]
                0.00    0.00       1/654         transpose_ [395]
-----------------------------------------------
                0.00    0.00     141/141         jl_findpts_el_3 [128]
[247]    0.0    0.00    0.00     141         findpt_edge [247]
                0.00    0.00    1422/53244       tensor_mtxv [151]
                0.00    0.00     141/141         get_edge [268]
                0.00    0.00     948/219616      jl_tensor_dot [340]
                0.00    0.00     158/54982       gll_lag_06 [346]
                0.00    0.00     158/18870       reject_prior_step_q [349]
                0.00    0.00     158/158         newton_edge [422]
                0.00    0.00     141/307         edge_index [411]
-----------------------------------------------
                0.00    0.00     283/283         jl_findpts_el_3 [128]
[248]    0.0    0.00    0.00     283         findpt_face [248]
                0.00    0.00    1698/173440067     mxf6_ [5]
                0.00    0.00     283/511         get_face [263]
                0.00    0.00    1698/170082307     mxm_ [67]
                0.00    0.00    1698/171234307     mxmf2_ [68]
                0.00    0.00    4314/5280        jl_tensor_mtxm [361]
                0.00    0.00    4314/219616      jl_tensor_dot [340]
                0.00    0.00    2876/54982       gll_lag_06 [346]
                0.00    0.00    1438/1438        newton_face [382]
                0.00    0.00    1438/18870       reject_prior_step_q [349]
-----------------------------------------------
                0.00    0.00    2064/5328        dlarf_ [269]
                0.00    0.00    3264/5328        dpotf2_ [262]
[249]    0.0    0.00    0.00    5328         dgemv_ [249]
                0.00    0.00   20160/164441      lsame_ [208]
-----------------------------------------------
                0.00    0.00       1/5           setup_topo_ [142]
                0.00    0.00       1/5           set_proc_map_ [289]
                0.00    0.00       1/5           h1mg_setup_dssum_ [108]
                0.00    0.00       1/5           hsmg_setup_dssum_ [117]
                0.00    0.00       1/5           get_vertex_ [290]
[250]    0.0    0.00    0.00       5         get_vert_ [250]
                0.00    0.00       1/1           get_vert_map_ [251]
-----------------------------------------------
                0.00    0.00       1/1           get_vert_ [250]
[251]    0.0    0.00    0.00       1         get_vert_map_ [251]
                0.00    0.00       2/63          chcopy_ [176]
                0.00    0.00       1/41          crystal_ituple_transfer_ [175]
                0.00    0.00       1/1           crystal_ituple_sort_ [293]
                0.00    0.00       1/8512        jl_sarray_permute_ [120]
                0.00    0.00      64/28278462     icopy_ [89]
                0.00    0.00       3/2074        iglmax_ [298]
                0.00    0.00       1/2250        nekgsync_ [372]
                0.00    0.00       1/30          bcast_ [442]
                0.00    0.00       1/1           assign_gllnid_ [511]
                0.00    0.00       1/156         ltrunc_ [423]
                0.00    0.00       1/159         blank_ [421]
                0.00    0.00       1/8512        jl_sarray_permute_buf_ [355]
-----------------------------------------------
                0.00    0.00     576/576         dsyev_ [170]
