Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[67]     0.5    0.00    0.66     288         hsmg_setup_fast1d_ [67]
                0.00    0.33     288/288         hsmg_setup_fast1d_a_ [78]
                0.00    0.33     288/288         hsmg_setup_fast1d_b_ [79]
                0.00    0.00     288/288         generalev_ [265]
                0.00    0.00     288/334         transpose_ [383]
                0.00    0.00      48/48          row_zero_ [421]
-----------------------------------------------
                0.00    0.00     105/105097496     compute_face_data_rs [261]
                0.00    0.00     288/105097496     tensor_ig3 [251]
                0.00    0.00     318/105097496     get_edge [243]
                0.00    0.00     320/105097496     mg_intp_fc_e_ [257]
                0.00    0.00     384/105097496     tensr3_ [266]
                0.00    0.00     624/105097496     findpt_face [235]
                0.00    0.00     666/105097496     compute_face_data_tr [245]
                0.00    0.00     896/105097496     mg_intp_gfc_e_ [244]
                0.00    0.00     896/105097496     hsmg_tnsr3d_ [249]
                0.00    0.00    2304/105097496     xyzrst_ [230]
                0.00    0.00    8960/105097496     axhelm_ [121]
                0.00    0.00   22509/105097496     findpt_vol [131]
                0.00    0.00   22938/105097496     tensor_mtxv [175]
                0.03    0.00 4608000/105097496     neklocal_grad3_ [47]
                0.04    0.00 7680000/105097496     local_grad3_t_ [33]
                0.17    0.00 28704000/105097496     map_faced_ [20]
                0.17    0.00 28704000/105097496     inviscidflux_ [7]
                0.21    0.00 35340288/105097496     specmpn_ [19]
[68]     0.4    0.61    0.00 105097496         mxmf2_ [68]
-----------------------------------------------
                0.41    0.17    2002/2002        jl_findpts_3 [51]
[69]     0.4    0.41    0.17    2002         jl_findpts_local_3 [69]
                0.01    0.08    2002/14938       jl_sortp_ui [65]
                0.01    0.03      45/45          jl_findpts_el_3 [124]
                0.03    0.00 21485931/21485931     hash_index_aux [130]
                0.01    0.00    8444/8446        hash_range_2 [160]
                0.00    0.00    2002/8624        jl_sarray_permute_ [142]
                0.00    0.00    2002/8624        jl_sarray_permute_buf_ [317]
-----------------------------------------------
                0.00    0.00       1/21787       jl_sortv_ull [238]
                0.00    0.00     181/21787       jl_sortp_ull [100]
                0.57    0.00   21605/21787       jl_sortp_ui [65]
[70]     0.4    0.57    0.00   21787         radix_count_ui [70]
-----------------------------------------------
                0.56    0.00  576000/576000      compute_primitive_vars_ [40]
[71]     0.4    0.56    0.00  576000         nekinvcol3_ [71]
                0.00    0.00 1152000/7812203     dnekclock_ [305]
-----------------------------------------------
                0.00    0.55       1/1           set_overlap_ [63]
[72]     0.4    0.00    0.55       1         h1mg_setup_ [72]
                0.00    0.44       1/1           h1mg_setup_fdm_ [75]
                0.00    0.06       1/1           h1mg_setup_dssum_ [110]
                0.00    0.03       1/2           geom_reset_ [109]
                0.00    0.01       1/1           h1mg_setup_wtmask_ [177]
                0.00    0.00       1/1           h1mg_setup_schwarz_wt_ [202]
                0.00    0.00       1/1           h1mg_setup_semhat_ [203]
                0.00    0.00       1/1           mg_set_msk_ [208]
                0.00    0.00       2/20800       rzero_ [12]
                0.00    0.00       1/1           mg_set_gb_ [239]
                0.00    0.00       1/1           mg_set_h1_ [255]
                0.00    0.00       1/1           mg_set_h2_ [256]
                0.00    0.00       1/31          rone_ [433]
                0.00    0.00       1/1           h1mg_setup_mg_nx_ [518]
                0.00    0.00       1/2           hsmg_setup_intp_ [495]
                0.00    0.00       1/2           hsmg_setup_solve_ [496]
-----------------------------------------------
                0.00    0.00       1/14347305     lagmass_ [295]
                0.00    0.00       1/14347305     startx1_ [215]
                0.00    0.00       1/14347305     mg_set_h1_ [255]
                0.00    0.00       1/14347305     mg_set_h2_ [256]
                0.00    0.00       3/14347305     setinvm_ [206]
                0.00    0.00       5/14347305     hsmg_setup_semhat_ [213]
                0.00    0.00       6/14347305     genwz_ [282]
                0.00    0.00       6/14347305     geom_reset_ [109]
                0.00    0.00      12/14347305     h1mg_setup_semhat_ [203]
                0.00    0.00      14/14347305     vrdsmsh_ [151]
                0.00    0.00      32/14347305     mg_set_gb_ [239]
                0.00    0.00      36/14347305     gen_crs_basis_ [272]
                0.00    0.00      42/14347305     geom2_ [270]
                0.00    0.00      96/14347305     mg_scale_mass_ [267]
                0.00    0.00     192/14347305     setzgml_ [106]
                0.00    0.00     256/14347305     get_local_crs_galerkin_ [149]
                0.00    0.00     576/14347305     generalev_ [265]
                0.00    0.00    2000/14347305     prepost_map_ [43]
                0.00    0.00    6169/14347305     gop_ [247]
                0.00    0.00   21446/14347305     output_particles_new_ [178]
                0.25    0.00 7158205/14347305     update_findpts_info_ [76]
                0.25    0.00 7158205/14347305     particles_in_nid_ [62]
[73]     0.4    0.51    0.00 14347305         copy_ [73]
-----------------------------------------------
                0.00    0.00    1376/1921376     axhelm_ [121]
                0.44    0.00 1920000/1921376     local_grad3_t_ [33]
[74]     0.3    0.45    0.00 1921376         add2_ [74]
-----------------------------------------------
                0.00    0.44       1/1           h1mg_setup_ [72]
[75]     0.3    0.00    0.44       1         h1mg_setup_fdm_ [75]
                0.00    0.44       2/3           hsmg_setup_fast_ [66]
-----------------------------------------------
                0.08    0.33    2001/2001        interp_u_for_adv_ [15]
[76]     0.3    0.08    0.33    2001         update_findpts_info_ [76]
                0.25    0.00 7158205/14347305     copy_ [73]
                0.08    0.00 7158205/14426707     icopy_ [88]
-----------------------------------------------
                0.00    0.00       1/4031        hash_build_3 [155]
                0.00    0.00      28/4031        shared_ids [198]
                0.00    0.35    4002/4031        jl_findpts_3 [51]
[77]     0.3    0.00    0.36    4031         jl_sarray_transfer_ [77]
                0.13    0.23    4031/8074        jl_sarray_transfer_many [64]
-----------------------------------------------
                0.00    0.33     288/288         hsmg_setup_fast1d_ [67]
[78]     0.2    0.00    0.33     288         hsmg_setup_fast1d_a_ [78]
                0.33    0.00     288/20800       rzero_ [12]
-----------------------------------------------
                0.00    0.33     288/288         hsmg_setup_fast1d_ [67]
[79]     0.2    0.00    0.33     288         hsmg_setup_fast1d_b_ [79]
                0.33    0.00     288/20800       rzero_ [12]
-----------------------------------------------
                0.32    0.00  768000/768000      compute_forcing_ [24]
[80]     0.2    0.32    0.00  768000         neksubcol3_ [80]
-----------------------------------------------
                0.30    0.00 1104000/1104000     inviscidflux_ [7]
[81]     0.2    0.30    0.00 1104000         invcol3_ [81]
                0.00    0.00 2208000/7812203     dnekclock_ [305]
-----------------------------------------------
                0.00    0.27       1/1           set_overlap_ [63]
[82]     0.2    0.00    0.27       1         hsmg_setup_ [82]
                0.00    0.22       1/1           hsmg_setup_fdm_ [83]
                0.00    0.04       1/1           hsmg_setup_dssum_ [123]
                0.00    0.01       1/1           hsmg_setup_wtmask_ [184]
                0.00    0.01       1/1           hsmg_index_0_ [185]
                0.00    0.00       1/1           hsmg_setup_semhat_ [213]
                0.00    0.00       1/1           hsmg_setup_schwarz_wt_ [217]
                0.00    0.00       1/1           hsmg_setup_mg_nx_ [519]
                0.00    0.00       1/2           hsmg_setup_intp_ [495]
-----------------------------------------------
                0.00    0.22       1/1           hsmg_setup_ [82]
[83]     0.2    0.00    0.22       1         hsmg_setup_fdm_ [83]
                0.00    0.22       1/3           hsmg_setup_fast_ [66]
-----------------------------------------------
                0.00    0.00       1/579221      startx1_ [215]
                0.00    0.00       1/579221      setics_ [145]
                0.00    0.00       2/579221      dsavg_ [216]
                0.00    0.00      12/579221      vrdsmsh_ [151]
                0.00    0.00      19/579221      gammam1_ [120]
                0.00    0.00     594/579221      geodat1_ [199]
                0.00    0.00    2592/579221      axhelm_ [121]
                0.20    0.00  576000/579221      evaluate_conv_h_ [13]
[84]     0.1    0.20    0.00  579221         col2_ [84]
-----------------------------------------------
                0.00    0.18    2001/2001        interp_u_for_adv_ [15]
[85]     0.1    0.00    0.18    2001         crystal_tuple_transfer_ [85]
                0.06    0.11    2001/8074        jl_sarray_transfer_many [64]
-----------------------------------------------
                0.00    0.18    2001/2001        jl_findpts_3 [51]
[86]     0.1    0.00    0.18    2001         jl_sarray_transfer_ext_ [86]
                0.06    0.11    2001/8074        jl_sarray_transfer_many [64]
-----------------------------------------------
                0.17    0.00 2208000/2208000     ausm_fluxfunction_ [41]
[87]     0.1    0.17    0.00 2208000         invcol2_ [87]
                0.00    0.00 4416000/7812203     dnekclock_ [305]
-----------------------------------------------
                0.00    0.00       5/14426707     mfo_write_hdr_ [289]
                0.00    0.00      32/14426707     get_vert_map_ [253]
                0.00    0.00    1800/14426707     irank_vecn_ [237]
                0.00    0.00    1920/14426707     setvert3d_ [191]
                0.00    0.00    2130/14426707     igop_ [263]
                0.00    0.00  104410/14426707     ituple_sort_ [224]
                0.08    0.00 7158205/14426707     update_findpts_info_ [76]
                0.08    0.00 7158205/14426707     particles_in_nid_ [62]
[88]     0.1    0.16    0.00 14426707         icopy_ [88]
-----------------------------------------------
                0.02    0.00 4417536/33121536     intp_rstd_ [18]
                0.12    0.00 28704000/33121536     map_faced_ [20]
[89]     0.1    0.14    0.00 33121536         get_int_ptr_ [89]
                0.00    0.00       2/66243077     lim_chk_ [102]
-----------------------------------------------
                0.14    0.00 79488000/79488000     ausm_fluxfunction_ [41]
[90]     0.1    0.14    0.00 79488000         mixtperf_ho_cptuvw_ [90]
-----------------------------------------------
                0.00    0.01       1/14          jl_gs_setup [172]
                0.00    0.13      13/14          gs_setup_pick_ [94]
[91]     0.1    0.00    0.14      14         gs_setup_aux [91]
                0.00    0.13      13/13          auto_setup [92]
                0.00    0.00       1/14          cr_setup [111]
                0.00    0.00      14/14          shared_ids [198]
                0.00    0.00      14/14          nonzero_ids [218]
                0.00    0.00      14/8624        jl_sarray_permute_ [142]
                0.00    0.00      42/6506        fgs_check_parms [205]
                0.00    0.00      39/8389        jl_crystal_router [318]
                0.00    0.00      39/315         jl_comm_allreduce [385]
                0.00    0.00      14/14          jl_crystal_init [454]
                0.00    0.00      14/8624        jl_sarray_permute_buf_ [317]
                0.00    0.00      14/14          jl_crystal_free [453]
-----------------------------------------------
                0.00    0.13      13/13          gs_setup_aux [91]
[92]     0.1    0.00    0.13      13         auto_setup [92]
                0.00    0.07      39/39          dry_run_time [108]
                0.00    0.06      13/14          cr_setup [111]
                0.00    0.00      13/205         pw_setup [135]
                0.00    0.00      13/12493       allreduce_setup [182]
                0.00    0.00      13/13          allreduce_free [456]
                0.00    0.00      10/12          cr_free [459]
                0.00    0.00       3/3           pw_free [492]
-----------------------------------------------
                0.00    0.01       1/13          set_up_h1_crs_ [122]
                0.00    0.01       1/13          setup_cmt_gs_ [153]
                0.00    0.11      11/13          setupds_ [96]
[93]     0.1    0.00    0.13      13         gs_setup_ [93]
                0.00    0.13      13/13          gs_setup_pick_ [94]
-----------------------------------------------
                0.00    0.13      13/13          gs_setup_ [93]
[94]     0.1    0.00    0.13      13         gs_setup_pick_ [94]
                0.00    0.13      13/14          gs_setup_aux [91]
                0.00    0.00      13/6506        fgs_check_parms [205]
                0.00    0.00       6/12493       allreduce_setup [182]
-----------------------------------------------
                0.06    0.06 7165663/7165663     jl_findpts_3 [51]
[95]     0.1    0.06    0.06 7165663         hash_index_3 [95]
                0.06    0.00 21496989/21496989     hash_index_aux [114]
-----------------------------------------------
                0.00    0.01       1/11          setup_topo_ [136]
                0.00    0.04       4/11          hsmg_setup_dssum_ [123]
                0.00    0.06       6/11          h1mg_setup_dssum_ [110]
[96]     0.1    0.00    0.11      11         setupds_ [96]
                0.00    0.11      11/13          gs_setup_ [93]
                0.00    0.00      11/13          set_vert_ [190]
                0.00    0.00      22/7812203     dnekclock_ [305]
-----------------------------------------------
                0.00    0.11       1/1           nek_init_ [56]
[97]     0.1    0.00    0.11       1         gengeom_ [97]
                0.00    0.07       1/1           genxyz_ [105]
                0.00    0.02       1/3           setdef_ [107]
                0.00    0.00       1/3           sfastax_ [150]
                0.00    0.00       1/3           geom1_ [195]
                0.00    0.00       1/3           geodat1_ [199]
                0.00    0.00       1/3           setinvm_ [206]
                0.00    0.00       1/3           geom2_ [270]
                0.00    0.00       1/3           volume_ [278]
                0.00    0.00       1/1           lagmass_ [295]
                0.00    0.00       1/3           updmsys_ [493]
                0.00    0.00       1/1           gencoor_ [517]
-----------------------------------------------
                0.10    0.00    2000/2000        update_stokes_particles_ [10]
[98]     0.1    0.10    0.00    2000         update_particle_location_ [98]
-----------------------------------------------
                                                 <spontaneous>
[99]     0.1    0.10    0.00                 mxf7_ [99]
-----------------------------------------------
                0.00    0.00       2/18290       jl_crs_setup [147]
                0.00    0.00      14/18290       nonzero_ids [218]
                0.00    0.00      26/18290       fgs_check_parms [205]
                0.00    0.00      28/18290       shared_ids [198]
                0.00    0.00     112/18290       cr_learn [125]
                0.02    0.07   18108/18290       jl_sarray_transfer_many [64]
[100]    0.1    0.02    0.07   18290         jl_sortp_ull [100]
                0.06    0.00     134/135         radix_count_ull [115]
                0.01    0.00      47/47          merge_copy_perm_ull [164]
                0.00    0.00     181/21787       radix_count_ui [70]
                0.00    0.00     134/135         radix_zeros_ull [412]
-----------------------------------------------
                0.00    0.09    2001/2001        interp_u_for_adv_ [15]
[101]    0.1    0.00    0.09    2001         crystal_tuple_sort_ [101]
                0.01    0.08    2001/14938       jl_sortp_ui [65]
                0.00    0.00    2001/8624        jl_sarray_permute_ [142]
                0.00    0.00    2001/8624        jl_sarray_permute_buf_ [317]
-----------------------------------------------
                0.00    0.00       1/66243077     gen_dgl_ [304]
                0.00    0.00       2/66243077     get_dgl_ptr_ [141]
                0.00    0.00       2/66243077     get_int_ptr_ [89]
                0.01    0.00 8835072/66243077     intp_rstd_ [18]
                0.07    0.00 57408000/66243077     map_faced_ [20]
[102]    0.1    0.08    0.00 66243077         lim_chk_ [102]
-----------------------------------------------
                0.00    0.00       2/1104002     cmt_flow_ics_ [140]
                0.08    0.00 1104000/1104002     inviscidflux_ [7]
[103]    0.1    0.08    0.00 1104002         nekrzero_ [103]
-----------------------------------------------
                                                 <spontaneous>
[104]    0.1    0.08    0.00                 mxf1_ [104]
-----------------------------------------------
                0.00    0.07       1/1           gengeom_ [97]
[105]    0.1    0.00    0.07       1         genxyz_ [105]
                0.00    0.04       1/1           linquad_ [126]
                0.00    0.04      32/64          setzgml_ [106]
                0.00    0.00      32/32          sethmat_ [432]
-----------------------------------------------
                0.00    0.04      32/64          xyzlin_ [127]
                0.00    0.04      32/64          genxyz_ [105]
[106]    0.1    0.00    0.07      64         setzgml_ [106]
                0.07    0.00      64/20800       rzero_ [12]
                0.00    0.00     192/14347305     copy_ [73]
-----------------------------------------------
                0.00    0.02       1/3           gengeom_ [97]
                0.00    0.05       2/3           geom_reset_ [109]
[107]    0.1    0.00    0.07       3         setdef_ [107]
                0.07    0.00      64/20800       rzero_ [12]
                0.00    0.00     512/512         ifvchk_ [377]
-----------------------------------------------
                0.00    0.07      39/39          auto_setup [92]
[108]    0.1    0.00    0.07      39         dry_run_time [108]
                0.00    0.06     156/6218        pw_exec [37]
                0.00    0.01     156/165         cr_exec [181]
                0.00    0.00      39/12493       allreduce_setup [182]
                0.00    0.00     156/780         scatter_noop [363]
                0.00    0.00     156/156         allreduce_exec [410]
                0.00    0.00     156/312         gather_noop [386]
                0.00    0.00     117/8389        jl_crystal_router [318]
                0.00    0.00     117/315         jl_comm_allreduce [385]
-----------------------------------------------
                0.00    0.03       1/2           nek_init_ [56]
                0.00    0.03       1/2           h1mg_setup_ [72]
[109]    0.0    0.00    0.06       2         geom_reset_ [109]
                0.00    0.05       2/3           setdef_ [107]
                0.01    0.00       2/3           sfastax_ [150]
                0.00    0.00       2/3           geom1_ [195]
                0.00    0.00       2/3           geodat1_ [199]
                0.00    0.00       2/3           setinvm_ [206]
                0.00    0.00       2/3           geom2_ [270]
                0.00    0.00       2/3           volume_ [278]
                0.00    0.00       6/14347305     copy_ [73]
                0.00    0.00       2/3           updmsys_ [493]
-----------------------------------------------
                0.00    0.06       1/1           h1mg_setup_ [72]
[110]    0.0    0.00    0.06       1         h1mg_setup_dssum_ [110]
                0.00    0.06       6/11          setupds_ [96]
                0.00    0.00       1/5           get_vert_ [252]
-----------------------------------------------
                0.00    0.00       1/14          gs_setup_aux [91]
                0.00    0.06      13/14          auto_setup [92]
[111]    0.0    0.00    0.06      14         cr_setup [111]
                0.00    0.04      28/28          cr_learn [125]
                0.00    0.02      28/6099        gs_aux [27]
                0.00    0.00      14/14938       jl_sortp_ui [65]
                0.00    0.00      14/8624        jl_sarray_permute_ [142]
                0.00    0.00      28/6506        fgs_check_parms [205]
                0.00    0.00      14/8624        jl_sarray_permute_buf_ [317]
-----------------------------------------------
                0.01    0.05       1/1           geneig_ [113]
[112]    0.0    0.01    0.05       1         eigenv_ [112]
                0.00    0.05       3/3           gammam1_ [120]
                0.00    0.00       1/20800       rzero_ [12]
                0.00    0.00       1/31          rone_ [433]
-----------------------------------------------
                0.00    0.06       1/1           nek_init_ [56]
[113]    0.0    0.00    0.06       1         geneig_ [113]
                0.01    0.05       1/1           eigenv_ [112]
-----------------------------------------------
                0.06    0.00 21496989/21496989     hash_index_3 [95]
[114]    0.0    0.06    0.00 21496989         hash_index_aux [114]
-----------------------------------------------
                0.00    0.00       1/135         jl_sortv_ull [238]
                0.06    0.00     134/135         jl_sortp_ull [100]
[115]    0.0    0.06    0.00     135         radix_count_ull [115]
-----------------------------------------------
                0.06    0.00       1/1           usrdat_ [117]
[116]    0.0    0.06    0.00       1         mixtperf_g_cpr_ [116]
-----------------------------------------------
                0.00    0.06       1/1           nek_init_ [56]
[117]    0.0    0.00    0.06       1         usrdat_ [117]
                0.06    0.00       1/1           mixtperf_g_cpr_ [116]
                0.00    0.00       1/1           mixtperf_r_m_ [534]
                0.00    0.00       1/1           mixtperf_cp_cvr_ [533]
-----------------------------------------------
                0.00    0.00       2/71          set_up_h1_crs_ [122]
                0.00    0.00       3/71          h1mg_setup_mask_ [207]
                0.00    0.00       3/71          hsmg_schwarz_dssum_ [209]
                0.00    0.00       4/71          jl_crs_setup [147]
                0.00    0.00       5/71          hsmg_setup_mask_ [197]
                0.00    0.01       8/71          hsmg_dssum_ [180]
                0.00    0.01      16/71          dsop_ [152]
                0.00    0.02      30/71          dssum_ [133]
[118]    0.0    0.00    0.06      71         jl_gs [118]
                0.00    0.06      69/6099        gs_aux [27]
                0.00    0.00      69/642         jl_gs_scatter [366]
-----------------------------------------------
                0.05    0.00 5760000/5760000     surface_integral_full_ [39]
[119]    0.0    0.05    0.00 5760000         nekfacind_ [119]
-----------------------------------------------
                0.00    0.05       3/3           eigenv_ [112]
[120]    0.0    0.00    0.05       3         gammam1_ [120]
                0.01    0.03      19/27          axhelm_ [121]
                0.00    0.02      19/30          dssum_ [133]
                0.00    0.00       1/1           startx1_ [215]
                0.00    0.00      19/579221      col2_ [84]
                0.00    0.00      35/36          glsc3_ [271]
                0.00    0.00      16/881         col3_ [362]
                0.00    0.00      16/626         cmult_ [369]
-----------------------------------------------
                0.00    0.01       8/27          get_local_crs_galerkin_ [149]
                0.01    0.03      19/27          gammam1_ [120]
[121]    0.0    0.01    0.04      27         axhelm_ [121]
                0.03    0.00      27/20800       rzero_ [12]
                0.00    0.00    8960/105096376     mxf6_ [5]
                0.00    0.00    2592/579221      col2_ [84]
                0.00    0.00    1376/1921376     add2_ [74]
                0.00    0.00    8960/100489496     mxm_ [61]
                0.00    0.00    8960/105097496     mxmf2_ [68]
                0.00    0.00    1536/1536        addcol3_ [356]
                0.00    0.00     768/881         col3_ [362]
                0.00    0.00     608/608         add3_ [371]
                0.00    0.00     608/626         cmult_ [369]
                0.00    0.00      54/7812203     dnekclock_ [305]
                0.00    0.00      27/27          setfast_ [439]
-----------------------------------------------
                0.00    0.04       1/1           set_overlap_ [63]
[122]    0.0    0.00    0.04       1         set_up_h1_crs_ [122]
                0.00    0.01       1/1           crs_setup_ [148]
                0.00    0.01       1/1           get_local_crs_galerkin_ [149]
                0.00    0.01       1/13          gs_setup_ [93]
                0.00    0.00       2/71          jl_gs [118]
                0.00    0.00       1/20800       rzero_ [12]
                0.00    0.00       1/13          set_vert_ [190]
                0.00    0.00       1/1           get_vertex_ [262]
                0.00    0.00       2/67          gs_op_ [246]
                0.00    0.00       1/1           gs_free_ [268]
                0.00    0.00       8/88          facev_ [417]
                0.00    0.00       3/31          rone_ [433]
                0.00    0.00       2/7812203     dnekclock_ [305]
                0.00    0.00       1/8           invcol1_ [478]
                0.00    0.00       1/1           set_mat_ij_ [547]
-----------------------------------------------
                0.00    0.04       1/1           hsmg_setup_ [82]
[123]    0.0    0.00    0.04       1         hsmg_setup_dssum_ [123]
                0.00    0.04       4/11          setupds_ [96]
                0.00    0.00       1/5           get_vert_ [252]
-----------------------------------------------
                0.01    0.03      45/45          jl_findpts_local_3 [69]
[124]    0.0    0.01    0.03      45         jl_findpts_el_3 [124]
                0.00    0.03      82/82          findpt_vol [131]
                0.00    0.00      63/63          findpt_edge [234]
                0.00    0.00     104/104         findpt_face [235]
                0.00    0.00   16224/16224       pt_flags_to_bin [315]
-----------------------------------------------
                0.00    0.04      28/28          cr_setup [111]
[125]    0.0    0.00    0.04      28         cr_learn [125]
                0.00    0.02     448/14938       jl_sortp_ui [65]
                0.01    0.01     140/205         pw_setup [135]
                0.00    0.00     336/8624        jl_sarray_permute_ [142]
                0.00    0.00     112/18290       jl_sortp_ull [100]
                0.00    0.00     112/12493       allreduce_setup [182]
                0.00    0.00     336/8624        jl_sarray_permute_buf_ [317]
-----------------------------------------------
                0.00    0.04       1/1           genxyz_ [105]
[126]    0.0    0.00    0.04       1         linquad_ [126]
                0.00    0.04      32/32          xyzlin_ [127]
                0.00    0.00      32/96          tensr3_ [266]
-----------------------------------------------
                0.00    0.04      32/32          linquad_ [126]
[127]    0.0    0.00    0.04      32         xyzlin_ [127]
                0.00    0.04      32/64          setzgml_ [106]
                0.00    0.00      64/96          tensr3_ [266]
                0.00    0.00     576/4688        fd_weights_full_ [329]
                0.00    0.00      32/334         transpose_ [383]
-----------------------------------------------
                0.00    0.03       1/1           intpts_setup_ [129]
[128]    0.0    0.00    0.03       1         findpts_setup_ [128]
                0.01    0.01       1/1           jl_findpts_local_setup_3 [139]
                0.01    0.00       1/1           hash_build_3 [155]
                0.00    0.00       3/6007        array_init_ [325]
                0.00    0.00       1/8009        smalloc [320]
-----------------------------------------------
                0.00    0.03       1/1           interp_u_for_adv_ [15]
[129]    0.0    0.00    0.03       1         intpts_setup_ [129]
                0.00    0.03       1/1           findpts_setup_ [128]
-----------------------------------------------
                0.03    0.00 21485931/21485931     jl_findpts_local_3 [69]
[130]    0.0    0.03    0.00 21485931         hash_index_aux [130]
-----------------------------------------------
                0.00    0.03      82/82          jl_findpts_el_3 [124]
[131]    0.0    0.00    0.03      82         findpt_vol [131]
                0.01    0.00   89052/96966       jl_tensor_dot [159]
                0.00    0.01   22263/22938       tensor_mtxv [175]
                0.01    0.00   22509/105096376     mxf6_ [5]
                0.00    0.00   22509/100489496     mxm_ [61]
                0.00    0.00   22509/105097496     mxmf2_ [68]
                0.00    0.00   22263/23696       gll_lag_06 [313]
                0.00    0.00    7421/8112        reject_prior_step_q [319]
                0.00    0.00    7421/7421        newton_vol [321]
-----------------------------------------------
                                                 <spontaneous>
[132]    0.0    0.03    0.00                 col2s2_ [132]
-----------------------------------------------
                0.00    0.00       1/30          setup_topo_ [136]
                0.00    0.00       1/30          startx1_ [215]
                0.00    0.00       1/30          setics_ [145]
                0.00    0.00       1/30          swap_lengths_ [232]
                0.00    0.00       2/30          vrdsmsh_ [151]
                0.00    0.00       2/30          dsavg_ [216]
                0.00    0.00       3/30          setinvm_ [206]
                0.00    0.02      19/30          gammam1_ [120]
[133]    0.0    0.00    0.02      30         dssum_ [133]
                0.00    0.02      30/71          jl_gs [118]
                0.00    0.00      30/67          gs_op_ [246]
                0.00    0.00      60/7812203     dnekclock_ [305]
                0.00    0.00      30/2250        nekgsync_ [338]
-----------------------------------------------
                0.00    0.02    6000/6000        face_state_commo_ [25]
[134]    0.0    0.00    0.02    6000         gs_op_fields_ [134]
                0.02    0.00    6000/6070        fgs_check_handle [144]
                0.00    0.00    6000/12493       allreduce_setup [182]
                0.00    0.00    6000/6506        fgs_check_parms [205]
-----------------------------------------------
                0.00    0.00      13/205         auto_setup [92]
                0.00    0.00      52/205         allreduce_setup [182]
                0.01    0.01     140/205         cr_learn [125]
[135]    0.0    0.01    0.01     205         pw_setup [135]
                0.00    0.01     280/14938       jl_sortp_ui [65]
                0.00    0.00     140/8624        jl_sarray_permute_ [142]
                0.00    0.00     270/6506        fgs_check_parms [205]
                0.00    0.00     140/8624        jl_sarray_permute_buf_ [317]
-----------------------------------------------
                0.00    0.02       1/1           nek_init_ [56]
[136]    0.0    0.00    0.02       1         setup_topo_ [136]
                0.00    0.01       1/11          setupds_ [96]
                0.00    0.01       1/1           genxyzl_ [179]
                0.00    0.00       1/1           setside_ [211]
                0.00    0.00       1/1           setedge_ [229]
                0.00    0.00       1/30          dssum_ [133]
                0.00    0.00       1/5           get_vert_ [252]
                0.00    0.00       1/2027        glmax_ [258]
                0.00    0.00       1/1           verrhe_ [296]
                0.00    0.00       1/1           initds_ [527]
                0.00    0.00       1/588         dsset_ [373]
                0.00    0.00       1/1           setcdof_ [550]
                0.00    0.00       1/1           chkaxcb_ [504]
                0.00    0.00       1/31          rone_ [433]
                0.00    0.00       1/8           invcol1_ [478]
-----------------------------------------------
                0.00    0.02       1/1           nek_init_ [56]
[137]    0.0    0.00    0.02       1         readat_ [137]
                0.00    0.01       1/1           rdparam_ [174]
                0.00    0.00       1/1           cscan_ [194]
                0.00    0.00       1/1           rdmatp_ [212]
                0.00    0.00       1/1           rdbdry_ [214]
                0.00    0.00       1/1           rdcurve_ [222]
                0.00    0.00       1/1           mapelpr_ [226]
                0.00    0.00       1/1           rdhist_ [228]
                0.00    0.00       1/1           chk_nel_ [297]
                0.00    0.00       1/1           rdicdf_ [300]
                0.00    0.00       1/1           rdobj_ [301]
                0.00    0.00       1/1           rdout_ [302]
                0.00    0.00      21/7812203     dnekclock_ [305]
                0.00    0.00       5/30          bcast_ [434]
                0.00    0.00       2/2250        nekgsync_ [338]
                0.00    0.00       1/1           rdmesh_ [545]
-----------------------------------------------
                0.01    0.01       1/1           nek_init_ [56]
[138]    0.0    0.01    0.01       1         setup_cmt_commo_ [138]
                0.00    0.01       1/1           setup_cmt_gs_ [153]
-----------------------------------------------
                0.01    0.01       1/1           findpts_setup_ [128]
[139]    0.0    0.01    0.01       1         jl_findpts_local_setup_3 [139]
                0.00    0.01       1/1           jl_obbox_calc_3 [154]
                0.00    0.00       2/8446        hash_range_2 [160]
                0.00    0.00     768/768         hash_range_3 [364]
                0.00    0.00       1/1           jl_findpts_el_setup_3 [530]
-----------------------------------------------
                0.02    0.00       1/1           cmt_nek_advance_ [3]
[140]    0.0    0.02    0.00       1         cmt_flow_ics_ [140]
                0.00    0.00       2/1104002     nekrzero_ [103]
-----------------------------------------------
                0.02    0.00  960000/960000      flux_div_integral_ [16]
[141]    0.0    0.02    0.00  960000         get_dgl_ptr_ [141]
                0.00    0.00       2/66243077     lim_chk_ [102]
-----------------------------------------------
                0.00    0.00       1/8624        get_vert_map_ [253]
                0.00    0.00       1/8624        hash_build_3 [155]
                0.00    0.00       2/8624        jl_crs_setup [147]
                0.00    0.00       3/8624        apply_m_Asl [233]
                0.00    0.00      14/8624        cr_setup [111]
                0.00    0.00      14/8624        nonzero_ids [218]
                0.00    0.00      14/8624        gs_setup_aux [91]
                0.00    0.00      42/8624        shared_ids [198]
                0.00    0.00      52/8624        fgs_check_parms [205]
                0.00    0.00     140/8624        pw_setup [135]
                0.00    0.00     336/8624        cr_learn [125]
                0.00    0.00    2001/8624        interp_u_for_adv_ [15]
                0.00    0.00    2001/8624        crystal_tuple_sort_ [101]
