Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.01    139.59     0.02                             full2face_
  0.01    139.60     0.01    96966     0.00     0.00  jl_tensor_dot
  0.01    139.61     0.01    30000     0.00     0.10  faceu_
  0.01    139.62     0.01     8446     0.00     0.00  hash_range_2
  0.01    139.63     0.01     6000     0.00    16.44  compute_rhs_and_dt_
  0.01    139.64     0.01     6000     0.00     6.35  fluxes_full_field_
  0.01    139.65     0.01     1152     0.01     0.01  lob_bnd_ext
  0.01    139.66     0.01      271     0.04     0.04  merge_copy_perm_ui
  0.01    139.67     0.01      205     0.05     0.11  pw_setup
  0.01    139.68     0.01       47     0.21     0.21  merge_copy_perm_ull
  0.01    139.69     0.01       45     0.22     0.84  jl_findpts_el_3
  0.01    139.70     0.01       27     0.37     1.69  axhelm_
  0.01    139.71     0.01       15     0.67     0.67  capit_
  0.01    139.72     0.01       11     0.91     0.91  izero_
  0.01    139.73     0.01        6     1.67     1.67  mfo_outv_
  0.01    139.74     0.01        3     3.33     4.47  sfastax_
  0.01    139.75     0.01        1    10.00    60.69  eigenv_
  0.01    139.76     0.01        1    10.00    10.00  gen_int_
  0.01    139.77     0.01        1    10.00    10.14  hash_build_3
  0.01    139.78     0.01        1    10.00    20.16  jl_findpts_local_setup_3
  0.01    139.79     0.01        1    10.00    20.27  setup_cmt_commo_
  0.01    139.80     0.01                             centralinviscid_fluxfunction_
  0.01    139.81     0.01                             crystal_free_
  0.01    139.82     0.01                             ping_loop_
  0.00    139.82     0.01      163     0.03     0.03  chcopy_
  0.00    139.83     0.01                             col2c_
  0.00    139.83     0.01                             local_grad2_t_
  0.00    139.83     0.00  7812203     0.00     0.00  dnekclock_
  0.00    139.83     0.00  4608000     0.00     0.00  nekmxm_
  0.00    139.83     0.00   192000     0.00     0.00  ran2_
  0.00    139.83     0.00    81905     0.00     0.00  lsame_
  0.00    139.83     0.00    74957     0.00     0.00  uintcpy
  0.00    139.83     0.00    27648     0.00     0.00  mixtperf_d_prt_
  0.00    139.83     0.00    27648     0.00     0.00  nekasgn_
  0.00    139.83     0.00    27648     0.00     0.00  useric_
  0.00    139.83     0.00    23696     0.00     0.00  gll_lag_06
  0.00    139.83     0.00    22938     0.00     0.00  tensor_mtxv
  0.00    139.83     0.00    19497     0.00     0.00  dlamc3_
  0.00    139.83     0.00    16224     0.00     0.00  pt_flags_to_bin
  0.00    139.83     0.00    14376     0.00     0.00  dlartg_
  0.00    139.83     0.00    12493     0.00     0.00  allreduce_setup
  0.00    139.83     0.00     8624     0.00     0.00  jl_sarray_permute_buf_
  0.00    139.83     0.00     8389     0.00     0.00  jl_crystal_router
  0.00    139.83     0.00     8112     0.00     0.00  reject_prior_step_q
  0.00    139.83     0.00     8009     0.00     0.00  smalloc
  0.00    139.83     0.00     7421     0.00     0.00  newton_vol
  0.00    139.83     0.00     6912     0.00     0.00  lob_bnd_fst
  0.00    139.83     0.00     6912     0.00     0.00  ran1_
  0.00    139.83     0.00     6668     0.00     0.00  radix_zeros_ui
  0.00    139.83     0.00     6506     0.00     0.00  fgs_check_parms
  0.00    139.83     0.00     6218     0.00     0.41  pw_exec
  0.00    139.83     0.00     6169     0.00     0.00  gop_
  0.00    139.83     0.00     6007     0.00     0.00  array_init_
  0.00    139.83     0.00     6002     0.00     0.22  jl_gs_gather_many
  0.00    139.83     0.00     6002     0.00     0.22  jl_gs_gather_vec_to_many
  0.00    139.83     0.00     6002     0.00     0.00  jl_gs_init_many
  0.00    139.83     0.00     6002     0.00     1.14  jl_gs_many
  0.00    139.83     0.00     6001     0.00     0.00  set_dealias_rx_
  0.00    139.83     0.00     6000     0.00     0.40  compute_primitive_vars_
  0.00    139.83     0.00     6000     0.00     1.16  face_state_commo_
  0.00    139.83     0.00     6000     0.00     0.00  gs_op_fields_
  0.00    139.83     0.00     6000     0.00     0.31  set_convect_cons_
  0.00    139.83     0.00     6000     0.00     0.00  set_dealias_face_
  0.00    139.83     0.00     5928     0.00     0.00  dscal_
  0.00    139.83     0.00     4688     0.00     0.00  fd_weights_full_
  0.00    139.83     0.00     4400     0.00     0.00  dlapy2_
  0.00    139.83     0.00     4296     0.00     0.00  daxpy_
  0.00    139.83     0.00     4031     0.00     0.09  jl_sarray_transfer_
  0.00    139.83     0.00     4000     0.00     0.57  prepost_map_
  0.00    139.83     0.00     3656     0.00     0.00  dlasr_
  0.00    139.83     0.00     3220     0.00     0.00  dlamch_
  0.00    139.83     0.00     2952     0.00     0.00  ddot_
  0.00    139.83     0.00     2664     0.00     0.00  dgemv_
  0.00    139.83     0.00     2664     0.00     0.00  dsyr2_
  0.00    139.83     0.00     2646     0.00     0.00  apply_m_Asl
  0.00    139.83     0.00     2262     0.00     0.00  jl_tensor_mtxm
  0.00    139.83     0.00     2250     0.00     0.00  nekgsync_
  0.00    139.83     0.00     2130     0.00     0.00  igop_
  0.00    139.83     0.00     2074     0.00     0.00  iglmax_
  0.00    139.83     0.00     2048     0.00     0.00  vlsc2_
  0.00    139.83     0.00     2027     0.00     0.00  glmax_
  0.00    139.83     0.00     2021     0.00     0.00  glsum_
  0.00    139.83     0.00     2016     0.00     0.00  ilaenv_
  0.00    139.83     0.00     2002     0.00     0.00  comment_
  0.00    139.83     0.00     2001     0.00     0.05  crystal_tuple_sort_
  0.00    139.83     0.00     2001     0.00     0.09  crystal_tuple_transfer_
  0.00    139.83     0.00     2001     0.00     0.75  findpts_
  0.00    139.83     0.00     2001     0.00     0.09  jl_sarray_transfer_ext_
  0.00    139.83     0.00     2001     0.00    12.64  stokes_particles_
  0.00    139.83     0.00     2001     0.00    12.64  userchk_
  0.00    139.83     0.00     2000     0.00     0.00  in_situ_check_
  0.00    139.83     0.00     2000     0.00    55.37  nek__multi_advance_
  0.00    139.83     0.00     2000     0.00     5.09  nek_advance_
  0.00    139.83     0.00     2000     0.00     0.00  outhis_
  0.00    139.83     0.00     2000     0.00     1.15  prepost_
  0.00    139.83     0.00     2000     0.00     0.00  setabbd_
  0.00    139.83     0.00     2000     0.00     2.28  setbd_
  0.00    139.83     0.00     2000     0.00     0.53  setdt_
  0.00    139.83     0.00     2000     0.00     0.00  setordbd_
  0.00    139.83     0.00     2000     0.00     0.00  setsolv_
  0.00    139.83     0.00     2000     0.00     5.09  settime_
  0.00    139.83     0.00     1999     0.00     1.14  bdsys_
  0.00    139.83     0.00     1999     0.00     0.00  lu_
  0.00    139.83     0.00     1999     0.00     0.00  solve_
  0.00    139.83     0.00     1920     0.00     0.00  irank_
  0.00    139.83     0.00     1920     0.00     0.00  isort_
  0.00    139.83     0.00     1920     0.00     0.00  vlmax_
  0.00    139.83     0.00     1632     0.00     0.00  dlarf_
  0.00    139.83     0.00     1632     0.00     0.00  dlarfg_
  0.00    139.83     0.00     1632     0.00     0.00  dtrsv_
  0.00    139.83     0.00     1632     0.00     0.00  vlmin_
  0.00    139.83     0.00     1536     0.00     0.00  addcol3_
  0.00    139.83     0.00     1344     0.00     0.00  dnrm2_
  0.00    139.83     0.00     1311     0.00     0.00  lin_solve_sym_2
  0.00    139.83     0.00     1253     0.00     0.00  jacobf_
  0.00    139.83     0.00     1152     0.00     0.01  jl_lob_bnd_2
  0.00    139.83     0.00     1152     0.00     0.01  jl_lob_bnd_lin_2
  0.00    139.83     0.00     1032     0.00     0.00  dger_
  0.00    139.83     0.00     1032     0.00     0.00  dsymv_
  0.00    139.83     0.00      881     0.00     0.00  col3_
  0.00    139.83     0.00      780     0.00     0.00  scatter_noop
  0.00    139.83     0.00      768     0.00     0.00  hash_range_3
  0.00    139.83     0.00      720     0.00     0.00  pnleg_
  0.00    139.83     0.00      642     0.00     0.00  jl_gs_scatter
  0.00    139.83     0.00      640     0.00     0.00  dswap_
  0.00    139.83     0.00      633     0.00     0.00  jl_gs_gather
  0.00    139.83     0.00      626     0.00     0.00  cmult_
  0.00    139.83     0.00      616     0.00     0.00  newton_face
  0.00    139.83     0.00      608     0.00     0.00  add3_
  0.00    139.83     0.00      603     0.00     0.00  gammaf_
  0.00    139.83     0.00      588     0.00     0.00  dsset_
  0.00    139.83     0.00      585     0.00     0.00  vcross_
  0.00    139.83     0.00      576     0.00     0.00  facexv_
  0.00    139.83     0.00      528     0.00     0.00  jl_sparse_cholesky_solve
  0.00    139.83     0.00      512     0.00     0.00  ifvchk_
  0.00    139.83     0.00      432     0.00     0.00  hgll_
  0.00    139.83     0.00      414     0.00     0.00  apply_QQt
  0.00    139.83     0.00      414     0.00     0.00  apply_p_Als
  0.00    139.83     0.00      414     0.00     0.00  sum
  0.00    139.83     0.00      384     0.00     0.00  chknord_
  0.00    139.83     0.00      360     0.00     0.00  pndleg_
  0.00    139.83     0.00      352     0.00     0.00  get_fast_bc_
  0.00    139.83     0.00      334     0.00     0.00  transpose_
  0.00    139.83     0.00      324     0.00     0.00  indx1_
  0.00    139.83     0.00      315     0.00     0.00  jl_comm_allreduce
  0.00    139.83     0.00      312     0.00     0.00  gather_noop
  0.00    139.83     0.00      288     0.00     0.00  dlaev2_
  0.00    139.83     0.00      288     0.00     0.00  dlanst_
  0.00    139.83     0.00      288     0.00     0.00  dlansy_
  0.00    139.83     0.00      288     0.00     0.00  dorg2l_
  0.00    139.83     0.00      288     0.00     0.00  dorgql_
  0.00    139.83     0.00      288     0.00     0.00  dorgtr_
  0.00    139.83     0.00      288     0.00     0.00  dpotf2_
  0.00    139.83     0.00      288     0.00     0.00  dpotrf_
  0.00    139.83     0.00      288     0.00     0.00  dsteqr_
  0.00    139.83     0.00      288     0.00     0.00  dsyev_
  0.00    139.83     0.00      288     0.00     0.00  dsygs2_
  0.00    139.83     0.00      288     0.00     0.00  dsygst_
  0.00    139.83     0.00      288     0.00     0.00  dsygv_
  0.00    139.83     0.00      288     0.00     0.00  dsytd2_
  0.00    139.83     0.00      288     0.00     0.00  dsytrd_
  0.00    139.83     0.00      288     0.00     0.00  dtrsm_
  0.00    139.83     0.00      288     0.00     0.00  generalev_
  0.00    139.83     0.00      288     0.00     2.28  hsmg_setup_fast1d_
  0.00    139.83     0.00      288     0.00     1.14  hsmg_setup_fast1d_a_
  0.00    139.83     0.00      288     0.00     1.14  hsmg_setup_fast1d_b_
  0.00    139.83     0.00      288     0.00     0.00  tensor_ig3
  0.00    139.83     0.00      256     0.00     0.00  volum0_
  0.00    139.83     0.00      210     0.00     0.00  get_face
  0.00    139.83     0.00      192     0.00     0.00  bbox_3_tfm
  0.00    139.83     0.00      192     0.00     0.00  chkcbc_
  0.00    139.83     0.00      192     0.00     0.00  copy_strided
  0.00    139.83     0.00      192     0.00     0.00  facind_
  0.00    139.83     0.00      170     0.00     0.00  jl_gs_init_array
  0.00    139.83     0.00      165     0.00     0.04  cr_exec
  0.00    139.83     0.00      160     0.00     0.00  blank_
  0.00    139.83     0.00      156     0.00     0.00  allreduce_exec
  0.00    139.83     0.00      142     0.00     0.00  edge_index
  0.00    139.83     0.00      135     0.00     0.00  radix_zeros_ull
  0.00    139.83     0.00      128     0.00     0.00  mg_scale_mass_
  0.00    139.83     0.00      104     0.00     0.01  findpt_face
  0.00    139.83     0.00       96     0.00     0.00  chkjac_
  0.00    139.83     0.00       96     0.00     0.00  h1mg_setup_schwarz_wt3d_2_
  0.00    139.83     0.00       96     0.00     0.00  h1mg_setup_schwarz_wt_2_
  0.00    139.83     0.00       96     0.00     0.00  tensr3_
  0.00    139.83     0.00       96     0.00     0.00  vlsum_
  0.00    139.83     0.00       88     0.00     0.00  facev_
  0.00    139.83     0.00       82     0.00     0.33  findpt_vol
  0.00    139.83     0.00       75     0.00     0.00  newton_edge
  0.00    139.83     0.00       71     0.00     0.83  jl_gs
  0.00    139.83     0.00       69     0.00     0.00  jl_gs_init
  0.00    139.83     0.00       67     0.00     0.00  cfill_
  0.00    139.83     0.00       67     0.00     0.00  gs_op_
  0.00    139.83     0.00       64     0.00     0.00  mg_intp_fc_e_
  0.00    139.83     0.00       64     0.00     0.00  mg_intp_gfc_e_
  0.00    139.83     0.00       64     0.00     1.14  setzgml_
  0.00    139.83     0.00       63     0.00     0.01  findpt_edge
  0.00    139.83     0.00       63     0.00     0.00  get_edge
  0.00    139.83     0.00       54     0.00     0.00  iglsum_
  0.00    139.83     0.00       48     0.00     0.00  row_zero_
  0.00    139.83     0.00       46     0.00     0.00  err_chk_
  0.00    139.83     0.00       44     0.00     0.00  gather_double_mul
  0.00    139.83     0.00       43     0.00     0.00  jacg_
  0.00    139.83     0.00       43     0.00     0.00  pnormj_
  0.00    139.83     0.00       43     0.00     0.00  zwgjd_
  0.00    139.83     0.00       41     0.00     0.09  crystal_ituple_transfer_
  0.00    139.83     0.00       41     0.00     0.00  invers2_
  0.00    139.83     0.00       40     0.00     0.03  ituple_sort_
  0.00    139.83     0.00       39     0.00     1.80  dry_run_time
  0.00    139.83     0.00       37     0.00     0.00  byte_set_view_
  0.00    139.83     0.00       37     0.00     0.01  compute_face_data_tr
  0.00    139.83     0.00       36     0.00     0.00  glsc3_
  0.00    139.83     0.00       35     0.00     0.00  compute_face_data_rs
  0.00    139.83     0.00       34     0.00     0.00  crecv_
  0.00    139.83     0.00       34     0.00     0.00  csend_
  0.00    139.83     0.00       32     0.00     0.00  compute_face_data_st
  0.00    139.83     0.00       32     0.00     0.00  gxfer_e_
  0.00    139.83     0.00       32     0.00     0.00  sethmat_
  0.00    139.83     0.00       32     0.00     1.14  xyzlin_
  0.00    139.83     0.00       31     0.00     0.00  rone_
  0.00    139.83     0.00       30     0.00     0.00  bcast_
  0.00    139.83     0.00       30     0.00     0.83  dssum_
  0.00    139.83     0.00       28     0.00     1.32  cr_learn
  0.00    139.83     0.00       28     0.00     0.00  jl_gs_gather_array
  0.00    139.83     0.00       27     0.00     0.00  ascol5_
  0.00    139.83     0.00       27     0.00     0.00  endw1_
  0.00    139.83     0.00       27     0.00     0.00  endw2_
  0.00    139.83     0.00       27     0.00     0.00  glmin_
  0.00    139.83     0.00       27     0.00     0.00  setfast_
  0.00    139.83     0.00       27     0.00     0.00  vdot3_
  0.00    139.83     0.00       27     0.00     0.00  vlamax_
  0.00    139.83     0.00       27     0.00     0.00  zwglj_
  0.00    139.83     0.00       27     0.00     0.00  zwgljd_
  0.00    139.83     0.00       27     0.00     0.00  zwgll_
  0.00    139.83     0.00       24     0.00     0.00  cr_free_stage_maps
  0.00    139.83     0.00       24     0.00     0.00  mod1_
  0.00    139.83     0.00       21     0.00     0.00  igl_running_sum_
  0.00    139.83     0.00       20     0.00     0.23  gbtuple_rank_
  0.00    139.83     0.00       20     0.00     0.03  irank_vecn_
  0.00    139.83     0.00       19     0.00     0.00  ltrunc_
  0.00    139.83     0.00       17     0.00     0.00  zwgj_
  0.00    139.83     0.00       17     0.00     0.00  zwgl_
  0.00    139.83     0.00       16     0.00     0.83  dsop_
  0.00    139.83     0.00       15     0.00     0.00  jl_lobatto_nodes
  0.00    139.83     0.00       14     0.00     4.40  cr_setup
  0.00    139.83     0.00       14     0.00     9.91  gs_setup_aux
  0.00    139.83     0.00       14     0.00     0.00  jl_comm_scan
  0.00    139.83     0.00       14     0.00     0.00  jl_crystal_free
  0.00    139.83     0.00       14     0.00     0.00  jl_crystal_init
  0.00    139.83     0.00       14     0.00     0.03  jl_sortv_ull
  0.00    139.83     0.00       14     0.00     0.10  nonzero_ids
  0.00    139.83     0.00       14     0.00     0.28  shared_ids
  0.00    139.83     0.00       14     0.00     0.00  sub2_
  0.00    139.83     0.00       13     0.00     0.00  allreduce_free
  0.00    139.83     0.00       13     0.00     9.92  auto_setup
  0.00    139.83     0.00       13     0.00     0.00  check_p_bc_
  0.00    139.83     0.00       13     0.00     9.91  gs_setup_
  0.00    139.83     0.00       13     0.00     9.91  gs_setup_pick_
  0.00    139.83     0.00       13     0.00     0.36  set_vert_
  0.00    139.83     0.00       13     0.00     0.36  setvert3d_
  0.00    139.83     0.00       13     0.00     0.00  usrsetvert_
  0.00    139.83     0.00       12     0.00     0.00  cr_free
  0.00    139.83     0.00       12     0.00     0.00  gather_double_max
  0.00    139.83     0.00       12     0.00     0.00  gather_double_min
  0.00    139.83     0.00       12     0.00     0.00  igllm_
  0.00    139.83     0.00       11     0.00     0.00  dnekclock_sync_
  0.00    139.83     0.00       11     0.00     0.00  i8copy_
  0.00    139.83     0.00       11     0.00     0.00  i8gop_
  0.00    139.83     0.00       11     0.00    10.27  setupds_
  0.00    139.83     0.00       10     0.00     0.00  i8glmax_
  0.00    139.83     0.00        9     0.00     0.00  addcol4_
  0.00    139.83     0.00        9     0.00     0.00  hsmg_extrude_
  0.00    139.83     0.00        9     0.00     0.00  jl_gll_lag_setup
  0.00    139.83     0.00        9     0.00     0.00  jl_gll_lag_size
  0.00    139.83     0.00        9     0.00     0.00  jl_sortv_ui
  0.00    139.83     0.00        9     0.00     0.00  lagrange_coef
  0.00    139.83     0.00        9     0.00     0.00  legendre
  0.00    139.83     0.00        9     0.00     0.00  rzero3_
  0.00    139.83     0.00        9     0.00     0.00  subcol4_
  0.00    139.83     0.00        8     0.00     0.00  gen_crs_basis_
  0.00    139.83     0.00        8     0.00     0.00  hsmg_dsprod_
  0.00    139.83     0.00        8     0.00     0.83  hsmg_dssum_
  0.00    139.83     0.00        8     0.00     0.00  hsmg_setup_intpm_
  0.00    139.83     0.00        8     0.00     0.00  invcol1_
  0.00    139.83     0.00        6     0.00     0.00  dgll_
  0.00    139.83     0.00        6     0.00     0.00  glamax_
  0.00    139.83     0.00        6     0.00     0.00  gllog_
  0.00    139.83     0.00        6     0.00     0.00  jl_fail
  0.00    139.83     0.00        6     0.00     0.00  mfo_mdatav_
  0.00    139.83     0.00        6     0.00     0.95  semhat_
  0.00    139.83     0.00        6     0.00     0.00  unitvec_
  0.00    139.83     0.00        5     0.00     0.00  gather_int_add
  0.00    139.83     0.00        5     0.00     0.00  gather_int_bpr
  0.00    139.83     0.00        5     0.00     0.03  get_vert_
  0.00    139.83     0.00        5     0.00     0.00  glsc2_
  0.00    139.83     0.00        5     0.00     0.83  hsmg_setup_mask_
  0.00    139.83     0.00        5     0.00     1.97  hsmg_setup_rstr_wt_
  0.00    139.83     0.00        5     0.00     0.00  mfo_mdatas_
  0.00    139.83     0.00        5     0.00     2.00  mfo_outfld_
  0.00    139.83     0.00        5     0.00     0.00  mfo_outs_
  0.00    139.83     0.00        5     0.00     0.00  mfo_write_hdr_
  0.00    139.83     0.00        5     0.00     2.00  outfld_
  0.00    139.83     0.00        4     0.00     0.00  dlamc4_
  0.00    139.83     0.00        4     0.00     0.05  hsmg_intp_fc_
  0.00    139.83     0.00        4     0.00     0.05  hsmg_tnsr3d_
  0.00    139.83     0.00        4     0.00     0.05  hsmg_tnsr_
  0.00    139.83     0.00        3     0.00     0.00  area3_
  0.00    139.83     0.00        3     0.00    16.52  gammam1_
  0.00    139.83     0.00        3     0.00     1.21  geodat1_
  0.00    139.83     0.00        3     0.00     1.44  geom1_
  0.00    139.83     0.00        3     0.00     0.00  geom2_
  0.00    139.83     0.00        3     0.00     0.00  getdr_
  0.00    139.83     0.00        3     0.00     1.44  glmapm1_
  0.00    139.83     0.00        3     0.00     0.83  h1mg_setup_mask_
  0.00    139.83     0.00        3     0.00     1.67  h1mg_setup_schwarz_wt_1_
  0.00    139.83     0.00        3     0.00     0.83  hsmg_schwarz_dssum_
  0.00    139.83     0.00        3     0.00     0.00  hsmg_schwarz_toreg3d_
  0.00    139.83     0.00        3     0.00   219.15  hsmg_setup_fast_
  0.00    139.83     0.00        3     0.00     0.00  jl_findpts_el_eval_2
  0.00    139.83     0.00        3     0.00     0.00  jl_gs_free
  0.00    139.83     0.00        3     0.00     0.00  jl_lob_bnd_setup
  0.00    139.83     0.00        3     0.00     0.00  jl_lobatto_quad
  0.00    139.83     0.00        3     0.00     2.54  output_particles_new_
  0.00    139.83     0.00        3     0.00     0.00  pw_free
  0.00    139.83     0.00        3     0.00     0.00  rescale_x_
  0.00    139.83     0.00        3     0.00     1.14  setarea_
  0.00    139.83     0.00        3     0.00    24.35  setdef_
  0.00    139.83     0.00        3     0.00     0.83  setinvm_
  0.00    139.83     0.00        3     0.00     0.00  updmsys_
  0.00    139.83     0.00        3     0.00     0.00  volume_
  0.00    139.83     0.00        3     0.00     0.30  xyzrst_
  0.00    139.83     0.00        2     0.00     0.00  crystal_setup_
  0.00    139.83     0.00        2     0.00     0.83  dsavg_
  0.00    139.83     0.00        2     0.00    32.31  geom_reset_
  0.00    139.83     0.00        2     0.00     1.14  gs_op_many_
  0.00    139.83     0.00        2     0.00     0.00  hsmg_setup_intp_
  0.00    139.83     0.00        2     0.00     0.00  hsmg_setup_solve_
  0.00    139.83     0.00        2     0.00     7.31  jl_crs_setup
  0.00    139.83     0.00        2     0.00     4.96  jl_gs_setup
  0.00    139.83     0.00        2     0.00     0.00  jl_sparse_cholesky_factor
  0.00    139.83     0.00        2     0.00     0.00  nek_comm_settings_
  0.00    139.83     0.00        2     0.00     0.00  nekuic_
  0.00    139.83     0.00        2     0.00     0.00  opcount_
  0.00    139.83     0.00        2     0.00     0.00  separate_matrix
  0.00    139.83     0.00        2     0.00     6.66  vrdsmsh_
  0.00    139.83     0.00        1     0.00     0.00  add2s2_
  0.00    139.83     0.00        1     0.00     0.00  assign_gllnid_
  0.00    139.83     0.00        1     0.00     0.00  baryweights_
  0.00    139.83     0.00        1     0.00     2.81  bcmask_
  0.00    139.83     0.00        1     0.00     0.00  chk_nel_
  0.00    139.83     0.00        1     0.00     0.00  chkaxcb_
  0.00    139.83     0.00        1     0.00     0.00  cmt_set_fc_ptr_
  0.00    139.83     0.00        1     0.00     0.00  cmt_switch_
  0.00    139.83     0.00        1     0.00    14.62  crs_setup_
  0.00    139.83     0.00        1     0.00     0.04  crystal_ituple_sort_
  0.00    139.83     0.00        1     0.00     4.42  cscan_
  0.00    139.83     0.00        1     0.00     0.00  dg_setup_
  0.00    139.83     0.00        1     0.00     0.00  dlamc1_
  0.00    139.83     0.00        1     0.00     0.00  dlamc2_
  0.00    139.83     0.00        1     0.00     0.00  dlamc5_
  0.00    139.83     0.00        1     0.00     0.00  do_semhat_weight_
  0.00    139.83     0.00        1     0.00     0.00  dofcnt_
  0.00    139.83     0.00        1     0.00     0.00  domain_size_
  0.00    139.83     0.00        1     0.00     0.00  echopar_
  0.00    139.83     0.00        1     0.00     0.00  esteig_
  0.00    139.83     0.00        1     0.00     0.00  estrat_
  0.00    139.83     0.00        1     0.00     0.58  files_
  0.00    139.83     0.00        1     0.00    30.29  findpts_setup_
  0.00    139.83     0.00        1     0.00     0.00  flush_io_
  0.00    139.83     0.00        1     0.00     0.00  full_restart_
  0.00    139.83     0.00        1     0.00     0.00  gen_dgl_
  0.00    139.83     0.00        1     0.00     0.00  gen_fast_spacing_
  0.00    139.83     0.00        1     0.00     0.00  gencoor_
  0.00    139.83     0.00        1     0.00    60.69  geneig_
  0.00    139.83     0.00        1     0.00   105.37  gengeom_
