Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   13596/50248894     mxm_ [63]
                0.00    0.00   13596/52552894     mxmf2_ [64]
-----------------------------------------------
                0.00    0.00     129/603         pnormj_ [244]
                0.00    0.00     237/603         endw2_ [226]
                0.00    0.00     237/603         endw1_ [225]
[195]    0.0    0.01    0.00     603         gammaf_ [195]
-----------------------------------------------
                0.00    0.00       1/174         gen_int_ [270]
                0.00    0.00       1/174         hsmg_setup_semhat_ [218]
                0.00    0.00       1/174         gen_dgl_ [283]
                0.00    0.00       3/174         h1mg_setup_semhat_ [212]
                0.00    0.00       8/174         hsmg_setup_intp_ [268]
                0.00    0.00      16/174         xyzlin_ [128]
                0.00    0.00     144/174         hsmg_setup_fast1d_ [62]
[196]    0.0    0.01    0.00     174         transpose_ [196]
-----------------------------------------------
                0.01    0.00       9/9           setarea_ [180]
[197]    0.0    0.01    0.00       9         rzero3_ [197]
-----------------------------------------------
                0.01    0.00       1/1           setvar_ [190]
[198]    0.0    0.01    0.00       1         setchar_ [198]
-----------------------------------------------
                                                 <spontaneous>
[199]    0.0    0.01    0.00                 col2c_ [199]
-----------------------------------------------
                                                 <spontaneous>
[200]    0.0    0.01    0.00                 hgj_ [200]
-----------------------------------------------
                                                 <spontaneous>
[201]    0.0    0.01    0.00                 setab3_ [201]
-----------------------------------------------
                                                 <spontaneous>
[202]    0.0    0.01    0.00                 settolv_ [202]
-----------------------------------------------
                                                 <spontaneous>
[203]    0.0    0.01    0.00                 specmp_ [203]
-----------------------------------------------
                                                 <spontaneous>
[204]    0.0    0.01    0.00                 trst3d_ [204]
-----------------------------------------------
                0.00    0.00      27/27          zwgll_ [207]
[205]    0.0    0.00    0.00      27         zwglj_ [205]
                0.00    0.00      27/27          zwgljd_ [206]
-----------------------------------------------
                0.00    0.00      27/27          zwglj_ [205]
[206]    0.0    0.00    0.00      27         zwgljd_ [206]
                0.00    0.00      27/27          endw1_ [225]
                0.00    0.00      27/27          endw2_ [226]
                0.00    0.00      26/43          zwgjd_ [245]
                0.00    0.00      54/1253        jacobf_ [372]
-----------------------------------------------
                0.00    0.00       1/27          gen_int_ [270]
                0.00    0.00       3/27          baryweights_ [258]
                0.00    0.00       6/27          semhat_ [187]
                0.00    0.00       8/27          gen_crs_basis_ [235]
                0.00    0.00       9/27          genwz_ [229]
[207]    0.0    0.00    0.00      27         zwgll_ [207]
                0.00    0.00      27/27          zwglj_ [205]
-----------------------------------------------
                0.00    0.00       1/1           hsmg_setup_ [77]
[208]    0.0    0.00    0.00       1         hsmg_setup_wtmask_ [208]
                0.00    0.00       2/5           hsmg_setup_rstr_wt_ [181]
                0.00    0.00       2/5           hsmg_setup_mask_ [219]
-----------------------------------------------
                0.00    0.00       1/3           gengeom_ [97]
                0.00    0.00       2/3           geom_reset_ [107]
[209]    0.0    0.00    0.00       3         geom1_ [209]
                0.00    0.00       3/3           glmapm1_ [210]
-----------------------------------------------
                0.00    0.00       3/3           geom1_ [209]
[210]    0.0    0.00    0.00       3         glmapm1_ [210]
                0.00    0.00       3/20448       rzero_ [5]
                0.00    0.00       3/3           xyzrst_ [261]
                0.00    0.00       3/54          iglsum_ [305]
                0.00    0.00      48/48          chkjac_ [432]
                0.00    0.00      27/27          ascol5_ [447]
                0.00    0.00       9/9           addcol4_ [475]
                0.00    0.00       9/9           subcol4_ [481]
                0.00    0.00       3/25          invers2_ [452]
-----------------------------------------------
                0.00    0.00       3/8           h1mg_setup_schwarz_wt_1_ [216]
                0.00    0.00       5/8           hsmg_setup_rstr_wt_ [181]
[211]    0.0    0.00    0.00       8         hsmg_dssum_ [211]
                0.00    0.00       8/71          jl_gs [111]
                0.00    0.00       8/67          gs_op_ [269]
                0.00    0.00      16/3924203     dnekclock_ [335]
                0.00    0.00       8/2250        nekgsync_ [358]
-----------------------------------------------
                0.00    0.00       1/1           h1mg_setup_ [66]
[212]    0.0    0.00    0.00       1         h1mg_setup_semhat_ [212]
                0.00    0.00       3/6           semhat_ [187]
                0.00    0.00       3/174         transpose_ [196]
                0.00    0.00      12/8248931     copy_ [76]
-----------------------------------------------
                0.00    0.00      13/233         auto_setup [90]
                0.00    0.00      52/233         allreduce_setup [252]
                0.00    0.00     168/233         cr_learn [178]
[213]    0.0    0.00    0.00     233         pw_setup [213]
                0.00    0.00     336/15106       jl_sortp_ui [79]
                0.00    0.00     168/8736        jl_sarray_permute_ [133]
                0.00    0.00     298/6534        fgs_check_parms [254]
                0.00    0.00     168/8736        jl_sarray_permute_buf_ [347]
-----------------------------------------------
                0.00    0.00       1/3           gengeom_ [97]
                0.00    0.00       2/3           geom_reset_ [107]
[214]    0.0    0.00    0.00       3         sfastax_ [214]
                0.00    0.00       3/20448       rzero_ [5]
-----------------------------------------------
                0.00    0.00       6/162         gs_aux [29]
                0.00    0.00     156/162         dry_run_time [98]
[215]    0.0    0.00    0.00     162         cr_exec [215]
                0.00    0.00     634/216722      gather_double_add [41]
                0.00    0.00     660/792         jl_gs_scatter [382]
                0.00    0.00     654/786         jl_gs_gather [383]
                0.00    0.00     312/780         scatter_noop [384]
                0.00    0.00     156/312         gather_noop [404]
                0.00    0.00      10/40          gather_double_mul [438]
                0.00    0.00       5/6           gather_int_add [486]
                0.00    0.00       5/6           gather_int_bpr [487]
-----------------------------------------------
                0.00    0.00       1/3           hsmg_setup_schwarz_wt_ [247]
                0.00    0.00       2/3           h1mg_setup_schwarz_wt_ [227]
[216]    0.0    0.00    0.00       3         h1mg_setup_schwarz_wt_1_ [216]
                0.00    0.00       3/8           hsmg_dssum_ [211]
                0.00    0.00       3/3           hsmg_schwarz_dssum_ [234]
                0.00    0.00      48/48          h1mg_setup_schwarz_wt3d_2_ [433]
                0.00    0.00      48/48          h1mg_setup_schwarz_wt_2_ [434]
                0.00    0.00       9/9           hsmg_extrude_ [476]
                0.00    0.00       3/31          rone_ [444]
                0.00    0.00       3/3           hsmg_schwarz_toreg3d_ [493]
-----------------------------------------------
                0.00    0.00       1/1           setup_topo_ [137]
[217]    0.0    0.00    0.00       1         setside_ [217]
                0.00    0.00       2/20448       rzero_ [5]
                0.00    0.00      24/24          mod1_ [453]
                0.00    0.00       1/322         cmult_ [401]
-----------------------------------------------
                0.00    0.00       1/1           hsmg_setup_ [77]
[218]    0.0    0.00    0.00       1         hsmg_setup_semhat_ [218]
                0.00    0.00       2/6           semhat_ [187]
                0.00    0.00       1/174         transpose_ [196]
                0.00    0.00       5/8248931     copy_ [76]
-----------------------------------------------
                0.00    0.00       2/5           hsmg_setup_wtmask_ [208]
                0.00    0.00       3/5           h1mg_setup_wtmask_ [188]
[219]    0.0    0.00    0.00       5         hsmg_setup_mask_ [219]
                0.00    0.00       5/71          jl_gs [111]
                0.00    0.00       5/67          gs_op_ [269]
                0.00    0.00       5/2074        iglmax_ [295]
                0.00    0.00      80/176         get_fast_bc_ [411]
                0.00    0.00       5/31          rone_ [444]
                0.00    0.00       5/8           hsmg_dsprod_ [482]
-----------------------------------------------
                0.00    0.00       1/6001        set_convect_new_ [273]
                0.00    0.00    6000/6001        set_convect_cons_ [45]
[220]    0.0    0.00    0.00    6001         set_dealias_rx_ [220]
                0.00    0.00     720/2208768     intp_rstd_ [19]
                0.00    0.00       5/17          zwgl_ [263]
-----------------------------------------------
                0.00    0.00       1/13          set_up_h1_crs_ [118]
                0.00    0.00       1/13          setup_cmt_gs_ [189]
                0.00    0.00      11/13          setupds_ [94]
[221]    0.0    0.00    0.00      13         set_vert_ [221]
                0.00    0.00      13/13          setvert3d_ [222]
                0.00    0.00      13/13          check_p_bc_ [465]
                0.00    0.00      13/13          usrsetvert_ [467]
-----------------------------------------------
                0.00    0.00      13/13          set_vert_ [221]
[222]    0.0    0.00    0.00      13         setvert3d_ [222]
                0.00    0.00      20/20          gbtuple_rank_ [223]
                0.00    0.00     960/8279121     icopy_ [82]
                0.00    0.00      33/2074        iglmax_ [295]
                0.00    0.00     960/960         isort_ [376]
                0.00    0.00     960/960         irank_ [375]
                0.00    0.00      10/300         dsset_ [406]
                0.00    0.00      10/10          i8glmax_ [474]
-----------------------------------------------
                0.00    0.00      20/20          setvert3d_ [222]
[223]    0.0    0.00    0.00      20         gbtuple_rank_ [223]
                0.00    0.00      40/41          crystal_ituple_transfer_ [228]
                0.00    0.00      20/20          irank_vecn_ [264]
                0.00    0.00      20/40          ituple_sort_ [253]
                0.00    0.00      20/2074        iglmax_ [295]
                0.00    0.00      20/21          igl_running_sum_ [455]
-----------------------------------------------
                0.00    0.00       1/1           readat_ [138]
[224]    0.0    0.00    0.00       1         rdmatp_ [224]
                0.00    0.00       1/20448       rzero_ [5]
                0.00    0.00       1/11          izero_ [168]
                0.00    0.00       2/30          bcast_ [445]
-----------------------------------------------
                0.00    0.00      27/27          zwgljd_ [206]
[225]    0.0    0.00    0.00      27         endw1_ [225]
                0.00    0.00     237/603         gammaf_ [195]
-----------------------------------------------
                0.00    0.00      27/27          zwgljd_ [206]
[226]    0.0    0.00    0.00      27         endw2_ [226]
                0.00    0.00     237/603         gammaf_ [195]
-----------------------------------------------
                0.00    0.00       1/1           h1mg_setup_ [66]
[227]    0.0    0.00    0.00       1         h1mg_setup_schwarz_wt_ [227]
                0.00    0.00       2/3           h1mg_setup_schwarz_wt_1_ [216]
-----------------------------------------------
                0.00    0.00       1/41          get_vert_map_ [288]
                0.00    0.00      40/41          gbtuple_rank_ [223]
[228]    0.0    0.00    0.00      41         crystal_ituple_transfer_ [228]
                0.00    0.00      41/8074        jl_sarray_transfer_many [69]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [49]
[229]    0.0    0.00    0.00       1         genwz_ [229]
                0.00    0.00       9/27          zwgll_ [207]
                0.00    0.00       6/8248931     copy_ [76]
                0.00    0.00      12/12          igllm_ [470]
                0.00    0.00       6/6           dgll_ [485]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [49]
[230]    0.0    0.00    0.00       1         bcmask_ [230]
                0.00    0.00       2/16          dsop_ [184]
                0.00    0.00       1/1           opdsop_ [255]
                0.00    0.00      96/192         chknord_ [410]
                0.00    0.00       5/31          rone_ [444]
                0.00    0.00       4/36          facev_ [440]
-----------------------------------------------
                0.00    0.00       1/3           gengeom_ [97]
                0.00    0.00       2/3           geom_reset_ [107]
[231]    0.0    0.00    0.00       3         setinvm_ [231]
                0.00    0.00       3/30          dssum_ [142]
                0.00    0.00       3/8248931     copy_ [76]
                0.00    0.00       3/8           invcol1_ [484]
-----------------------------------------------
                0.00    0.00       3/3           mg_set_msk_ [233]
[232]    0.0    0.00    0.00       3         h1mg_setup_mask_ [232]
                0.00    0.00       3/71          jl_gs [111]
                0.00    0.00       3/67          gs_op_ [269]
                0.00    0.00       3/2074        iglmax_ [295]
                0.00    0.00      48/176         get_fast_bc_ [411]
                0.00    0.00      12/36          facev_ [440]
                0.00    0.00       3/31          rone_ [444]
                0.00    0.00       3/8           hsmg_dsprod_ [482]
-----------------------------------------------
                0.00    0.00       1/1           h1mg_setup_ [66]
[233]    0.0    0.00    0.00       1         mg_set_msk_ [233]
                0.00    0.00       3/3           h1mg_setup_mask_ [232]
-----------------------------------------------
                0.00    0.00       3/3           h1mg_setup_schwarz_wt_1_ [216]
[234]    0.0    0.00    0.00       3         hsmg_schwarz_dssum_ [234]
                0.00    0.00       3/71          jl_gs [111]
                0.00    0.00       3/67          gs_op_ [269]
                0.00    0.00       6/3924203     dnekclock_ [335]
                0.00    0.00       3/2250        nekgsync_ [358]
-----------------------------------------------
                0.00    0.00       8/8           get_local_crs_galerkin_ [143]
[235]    0.0    0.00    0.00       8         gen_crs_basis_ [235]
                0.00    0.00       8/27          zwgll_ [207]
                0.00    0.00      36/8248931     copy_ [76]
-----------------------------------------------
                0.00    0.00       1/1           readat_ [138]
[236]    0.0    0.00    0.00       1         rdbdry_ [236]
                0.00    0.00       1/20448       rzero_ [5]
                0.00    0.00       1/160         blank_ [414]
                0.00    0.00       1/15          capit_ [458]
                0.00    0.00       1/324         indx1_ [400]
-----------------------------------------------
                0.00    0.00       1/1           readat_ [138]
[237]    0.0    0.00    0.00       1         rdcurve_ [237]
                0.00    0.00       1/20448       rzero_ [5]
                0.00    0.00       1/160         blank_ [414]
-----------------------------------------------
                0.00    0.00       1/1           set_overlap_ [58]
[238]    0.0    0.00    0.00       1         load_semhat_weighted_ [238]
                0.00    0.00       1/6           semhat_ [187]
                0.00    0.00       1/1           do_semhat_weight_ [517]
-----------------------------------------------
                0.00    0.00       3/3           usrdat2_ [242]
[239]    0.0    0.00    0.00       3         rescale_x_ [239]
                0.00    0.00       3/27          glmin_ [151]
                0.00    0.00       3/2027        glmax_ [291]
-----------------------------------------------
                0.00    0.00       1/1           userchk_ [11]
[240]    0.0    0.00    0.00       1         domain_size_ [240]
                0.00    0.00       3/27          glmin_ [151]
                0.00    0.00       3/2027        glmax_ [291]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [49]
[241]    0.0    0.00    0.00       1         esteig_ [241]
                0.00    0.00       3/27          glmin_ [151]
                0.00    0.00       3/2027        glmax_ [291]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [49]
[242]    0.0    0.00    0.00       1         usrdat2_ [242]
                0.00    0.00       3/3           rescale_x_ [239]
-----------------------------------------------
                0.00    0.00       1/2           vec_dssum_ [257]
                0.00    0.00       1/2           vec_dsop_ [256]
[243]    0.0    0.00    0.00       2         gs_op_many_ [243]
                0.00    0.00       2/6002        jl_gs_many [28]
                0.00    0.00       2/6070        fgs_check_handle [136]
                0.00    0.00       2/6534        fgs_check_parms [254]
-----------------------------------------------
                0.00    0.00      43/43          zwgjd_ [245]
[244]    0.0    0.00    0.00      43         pnormj_ [244]
                0.00    0.00     129/603         gammaf_ [195]
-----------------------------------------------
                0.00    0.00      17/43          zwgj_ [262]
                0.00    0.00      26/43          zwgljd_ [206]
[245]    0.0    0.00    0.00      43         zwgjd_ [245]
                0.00    0.00      43/43          pnormj_ [244]
                0.00    0.00     188/1253        jacobf_ [372]
                0.00    0.00      43/43          jacg_ [437]
-----------------------------------------------
                0.00    0.00       1/2           setics_ [124]
                0.00    0.00       1/2           rand_fld_h1_ [259]
[246]    0.0    0.00    0.00       2         dsavg_ [246]
                0.00    0.00       2/30          dssum_ [142]
                0.00    0.00       2/289637      col2_ [99]
-----------------------------------------------
                0.00    0.00       1/1           hsmg_setup_ [77]
[247]    0.0    0.00    0.00       1         hsmg_setup_schwarz_wt_ [247]
                0.00    0.00       1/3           h1mg_setup_schwarz_wt_1_ [216]
-----------------------------------------------
                0.00    0.00       1/1           readat_ [138]
[248]    0.0    0.00    0.00       1         mapelpr_ [248]
                0.00    0.00       1/1           set_proc_map_ [249]
                0.00    0.00       1/1           iglmin_ [330]
                0.00    0.00       1/2074        iglmax_ [295]
                0.00    0.00       1/34          crecv_ [442]
                0.00    0.00       1/34          csend_ [443]
-----------------------------------------------
                0.00    0.00       1/1           mapelpr_ [248]
[249]    0.0    0.00    0.00       1         set_proc_map_ [249]
                0.00    0.00       1/11          izero_ [168]
                0.00    0.00       1/5           get_vert_ [287]
                0.00    0.00       1/2130        igop_ [294]
                0.00    0.00       1/3924203     dnekclock_ [335]
-----------------------------------------------
                0.00    0.00       1/1           readat_ [138]
[250]    0.0    0.00    0.00       1         rdhist_ [250]
                0.00    0.00       1/11          izero_ [168]
                0.00    0.00       1/46          err_chk_ [309]
                0.00    0.00       3/30          bcast_ [445]
                0.00    0.00       1/160         blank_ [414]
-----------------------------------------------
                0.00    0.00       1/1           setup_topo_ [137]
[251]    0.0    0.00    0.00       1         setedge_ [251]
                0.00    0.00       1/11          izero_ [168]
-----------------------------------------------
                                 265             allreduce_setup [252]
                0.00    0.00       6/12522       gs_setup_pick_ [87]
                0.00    0.00      13/12522       auto_setup [90]
                0.00    0.00      14/12522       nonzero_ids [266]
                0.00    0.00      17/12522       shared_ids [144]
                0.00    0.00      39/12522       dry_run_time [98]
                0.00    0.00     140/12522       cr_learn [178]
                0.00    0.00    6000/12522       gs_op_fields_ [125]
                0.00    0.00    6293/12522       gs_aux [29]
[252]    0.0    0.00    0.00   12522+265     allreduce_setup [252]
                0.00    0.00      52/233         pw_setup [213]
                0.00    0.00      13/6534        fgs_check_parms [254]
                                 265             allreduce_setup [252]
-----------------------------------------------
                0.00    0.00      20/40          irank_vecn_ [264]
                0.00    0.00      20/40          gbtuple_rank_ [223]
[253]    0.0    0.00    0.00      40         ituple_sort_ [253]
                0.00    0.00   47470/8279121     icopy_ [82]
-----------------------------------------------
                                  52             fgs_check_parms [254]
                0.00    0.00       1/6534        jl_gs_setup [191]
                0.00    0.00       2/6534        gs_op_many_ [243]
                0.00    0.00      13/6534        allreduce_setup [252]
                0.00    0.00      13/6534        gs_setup_pick_ [87]
                0.00    0.00      14/6534        nonzero_ids [266]
                0.00    0.00      28/6534        cr_setup [123]
                0.00    0.00      42/6534        gs_setup_aux [84]
                0.00    0.00      56/6534        shared_ids [144]
                0.00    0.00      67/6534        gs_op_ [269]
                0.00    0.00     298/6534        pw_setup [213]
                0.00    0.00    6000/6534        gs_op_fields_ [125]
[254]    0.0    0.00    0.00    6534+52      fgs_check_parms [254]
                0.00    0.00      52/15106       jl_sortp_ui [79]
                0.00    0.00      52/8736        jl_sarray_permute_ [133]
                0.00    0.00      26/18318       jl_sortp_ull [126]
                0.00    0.00      52/8736        jl_sarray_permute_buf_ [347]
                                  52             fgs_check_parms [254]
-----------------------------------------------
                0.00    0.00       1/1           bcmask_ [230]
[255]    0.0    0.00    0.00       1         opdsop_ [255]
                0.00    0.00       1/1           vec_dsop_ [256]
-----------------------------------------------
                0.00    0.00       1/1           opdsop_ [255]
[256]    0.0    0.00    0.00       1         vec_dsop_ [256]
                0.00    0.00       1/2           gs_op_many_ [243]
                0.00    0.00       1/2250        nekgsync_ [358]
-----------------------------------------------
                0.00    0.00       1/1           setics_ [124]
[257]    0.0    0.00    0.00       1         vec_dssum_ [257]
                0.00    0.00       1/2           gs_op_many_ [243]
                0.00    0.00       2/3924203     dnekclock_ [335]
                0.00    0.00       1/2250        nekgsync_ [358]
-----------------------------------------------
                0.00    0.00       1/1           stokes_particles_ [12]
[258]    0.0    0.00    0.00       1         baryweights_ [258]
                0.00    0.00       3/27          zwgll_ [207]
                0.00    0.00       4/31          rone_ [444]
-----------------------------------------------
                0.00    0.00       1/1           startx1_ [192]
[259]    0.0    0.00    0.00       1         rand_fld_h1_ [259]
                0.00    0.00       1/2           dsavg_ [246]
                0.00    0.00    3456/3456        ran1_ [356]
-----------------------------------------------
                0.00    0.00       1/1           set_overlap_ [58]
[260]    0.0    0.00    0.00       1         swap_lengths_ [260]
                0.00    0.00       1/30          dssum_ [142]
                0.00    0.00       1/1           plane_space_ [548]
-----------------------------------------------
                0.00    0.00       3/3           glmapm1_ [210]
[261]    0.0    0.00    0.00       3         xyzrst_ [261]
                0.00    0.00    1152/52552334     mxf6_ [6]
                0.00    0.00    1152/50248894     mxm_ [63]
                0.00    0.00    1152/52552894     mxmf2_ [64]
-----------------------------------------------
                0.00    0.00      17/17          zwgl_ [263]
[262]    0.0    0.00    0.00      17         zwgj_ [262]
                0.00    0.00      17/43          zwgjd_ [245]
-----------------------------------------------
                0.00    0.00       1/17          gen_int_ [270]
                0.00    0.00       2/17          gen_dgl_ [283]
                0.00    0.00       4/17          set_dealias_face_ [148]
                0.00    0.00       5/17          set_dealias_rx_ [220]
                0.00    0.00       5/17          semhat_ [187]
[263]    0.0    0.00    0.00      17         zwgl_ [263]
                0.00    0.00      17/17          zwgj_ [262]
-----------------------------------------------
                0.00    0.00      20/20          gbtuple_rank_ [223]
[264]    0.0    0.00    0.00      20         irank_vecn_ [264]
                0.00    0.00      20/40          ituple_sort_ [253]
                0.00    0.00     810/8279121     icopy_ [82]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [49]
[265]    0.0    0.00    0.00       1         io_init_ [265]
                0.00    0.00       1/27          glmin_ [151]
                0.00    0.00       1/1           nek_comm_io_ [543]
                0.00    0.00       1/21          igl_running_sum_ [455]
-----------------------------------------------
                0.00    0.00      14/14          gs_setup_aux [84]
[266]    0.0    0.00    0.00      14         nonzero_ids [266]
                0.00    0.00      28/15106       jl_sortp_ui [79]
                0.00    0.00      14/8736        jl_sarray_permute_ [133]
                0.00    0.00      14/18318       jl_sortp_ull [126]
                0.00    0.00      14/6534        fgs_check_parms [254]
                0.00    0.00      14/12522       allreduce_setup [252]
                0.00    0.00      14/8736        jl_sarray_permute_buf_ [347]
-----------------------------------------------
                0.00    0.00      37/37          jl_findpts_el_3 [145]
[267]    0.0    0.00    0.00      37         findpt_edge [267]
                0.00    0.00     405/13596       tensor_mtxv [194]
                0.00    0.00      37/37          get_edge [278]
                0.00    0.00     270/57238       jl_tensor_dot [339]
                0.00    0.00      45/14142       gll_lag_06 [342]
                0.00    0.00      45/4832        reject_prior_step_q [352]
                0.00    0.00      45/45          newton_edge [436]
                0.00    0.00      37/86          edge_index [429]
-----------------------------------------------
                0.00    0.00       1/2           hsmg_setup_ [77]
                0.00    0.00       1/2           h1mg_setup_ [66]
[268]    0.0    0.00    0.00       2         hsmg_setup_intp_ [268]
                0.00    0.00       8/174         transpose_ [196]
                0.00    0.00       8/8           hsmg_setup_intpm_ [483]
-----------------------------------------------
                0.00    0.00       2/67          set_up_h1_crs_ [118]
                0.00    0.00       3/67          h1mg_setup_mask_ [232]
                0.00    0.00       3/67          hsmg_schwarz_dssum_ [234]
                0.00    0.00       5/67          hsmg_setup_mask_ [219]
                0.00    0.00       8/67          hsmg_dssum_ [211]
                0.00    0.00      16/67          dsop_ [184]
                0.00    0.00      30/67          dssum_ [142]
[269]    0.0    0.00    0.00      67         gs_op_ [269]
                0.00    0.00      67/6070        fgs_check_handle [136]
                0.00    0.00      67/6534        fgs_check_parms [254]
-----------------------------------------------
                0.00    0.00       1/1           intp_rstd_ [19]
[270]    0.0    0.00    0.00       1         gen_int_ [270]
                0.00    0.00       1/27          zwgll_ [207]
                0.00    0.00       1/174         transpose_ [196]
                0.00    0.00       1/17          zwgl_ [263]
                0.00    0.00       6/4400        fd_weights_full_ [353]
-----------------------------------------------
                0.00    0.00      56/56          jl_findpts_el_3 [145]
[271]    0.0    0.00    0.00      56         findpt_face [271]
                0.00    0.00     336/52552334     mxf6_ [6]
                0.00    0.00      56/106         get_face [276]
                0.00    0.00     336/50248894     mxm_ [63]
                0.00    0.00     336/52552894     mxmf2_ [64]
                0.00    0.00    1170/1362        jl_tensor_mtxm [369]
                0.00    0.00    1170/57238       jl_tensor_dot [339]
                0.00    0.00     780/14142       gll_lag_06 [342]
                0.00    0.00     390/390         newton_face [396]
                0.00    0.00     390/4832        reject_prior_step_q [352]
-----------------------------------------------
                0.00    0.00     156/156         dry_run_time [98]
[272]    0.0    0.00    0.00     156         allreduce_exec [272]
                0.00    0.00     156/8389        jl_crystal_router [154]
                0.00    0.00     156/170         jl_gs_init_array [412]
                0.00    0.00     156/780         scatter_noop [384]
                0.00    0.00     156/315         jl_comm_allreduce [403]
-----------------------------------------------
                0.00    0.00       1/1           setics_ [124]
[273]    0.0    0.00    0.00       1         set_convect_new_ [273]
                0.00    0.00      48/2208768     intp_rstd_ [19]
                0.00    0.00       1/6001        set_dealias_rx_ [220]
-----------------------------------------------
                0.00    0.00      20/20          jl_crs_setup [182]
[274]    0.0    0.00    0.00      20         jl_sortv_ull [274]
                0.00    0.00       1/151         radix_count_ull [135]
                0.00    0.00       1/22075       radix_count_ui [85]
                0.00    0.00       1/151         radix_zeros_ull [415]
-----------------------------------------------
                0.00    0.00      32/32          mg_set_gb_ [146]
[275]    0.0    0.00    0.00      32         mg_intp_gfc_e_ [275]
                0.00    0.00     336/52552334     mxf6_ [6]
                0.00    0.00     448/50248894     mxm_ [63]
                0.00    0.00     448/52552894     mxmf2_ [64]
-----------------------------------------------
                0.00    0.00      50/106         get_edge [278]
                0.00    0.00      56/106         findpt_face [271]
[276]    0.0    0.00    0.00     106         get_face [276]
                0.00    0.00      16/16          compute_face_data_tr [279]
                0.00    0.00      17/17          compute_face_data_rs [297]
                0.00    0.00      14/14          compute_face_data_st [460]
-----------------------------------------------
                0.00    0.00       2/6169        vrdsmsh_ [149]
                0.00    0.00       5/6169        glsc2_ [318]
                0.00    0.00       6/6169        output_particles_new_ [185]
                0.00    0.00       6/6169        glamax_ [315]
                0.00    0.00       6/6169        gllog_ [316]
                0.00    0.00      27/6169        glmin_ [151]
                0.00    0.00      33/6169        runstat_ [310]
                0.00    0.00      36/6169        glsc3_ [308]
                0.00    0.00    2000/6169        prepost_ [30]
                0.00    0.00    2021/6169        glsum_ [292]
                0.00    0.00    2027/6169        glmax_ [291]
[277]    0.0    0.00    0.00    6169         gop_ [277]
                0.00    0.00    6169/8248931     copy_ [76]
                0.00    0.00     127/2250        nekgsync_ [358]
-----------------------------------------------
                0.00    0.00      37/37          findpt_edge [267]
[278]    0.0    0.00    0.00      37         get_edge [278]
                0.00    0.00      50/106         get_face [276]
                0.00    0.00     150/52552334     mxf6_ [6]
                0.00    0.00     150/50248894     mxm_ [63]
                0.00    0.00     150/52552894     mxmf2_ [64]
                0.00    0.00     150/1362        jl_tensor_mtxm [369]
-----------------------------------------------
                0.00    0.00      16/16          get_face [276]
[279]    0.0    0.00    0.00      16         compute_face_data_tr [279]
                0.00    0.00     288/52552334     mxf6_ [6]
                0.00    0.00     288/50248894     mxm_ [63]
                0.00    0.00     288/52552894     mxmf2_ [64]
-----------------------------------------------
                0.00    0.00       2/4           mg_set_h1_ [289]
                0.00    0.00       2/4           mg_set_h2_ [290]
[280]    0.0    0.00    0.00       4         hsmg_intp_fc_ [280]
                0.00    0.00       4/4           hsmg_tnsr_ [282]
-----------------------------------------------
                0.00    0.00       4/4           hsmg_tnsr_ [282]
[281]    0.0    0.00    0.00       4         hsmg_tnsr3d_ [281]
                0.00    0.00     256/52552334     mxf6_ [6]
                0.00    0.00     448/50248894     mxm_ [63]
                0.00    0.00     448/52552894     mxmf2_ [64]
-----------------------------------------------
                0.00    0.00       4/4           hsmg_intp_fc_ [280]
[282]    0.0    0.00    0.00       4         hsmg_tnsr_ [282]
                0.00    0.00       4/4           hsmg_tnsr3d_ [281]
-----------------------------------------------
                0.00    0.00       1/1           flux_div_integral_ [21]
[283]    0.0    0.00    0.00       1         gen_dgl_ [283]
                0.00    0.00       2/17          zwgl_ [263]
                0.00    0.00       1/174         transpose_ [196]
                0.00    0.00       1/33121541     lim_chk_ [91]
                0.00    0.00       6/4400        fd_weights_full_ [353]
-----------------------------------------------
                                   6             apply_m_Asl [284]
                0.00    0.00      10/2811        separate_matrix [314]
                0.00    0.00     415/2811        sum [300]
                0.00    0.00    1038/2811        jl_crs_setup [182]
                0.00    0.00    1348/2811        apply_QQt [296]
[284]    0.0    0.00    0.00    2811+6       apply_m_Asl [284]
                0.00    0.00       6/15106       jl_sortp_ui [79]
                0.00    0.00       3/8736        jl_sarray_permute_ [133]
                0.00    0.00    2421/57238       jl_tensor_dot [339]
                0.00    0.00       3/8736        jl_sarray_permute_buf_ [347]
                                   6             apply_m_Asl [284]
-----------------------------------------------
                0.00    0.00     144/144         jl_obbox_calc_3 [150]
[285]    0.0    0.00    0.00     144         tensor_ig3 [285]
                0.00    0.00     144/52552334     mxf6_ [6]
                0.00    0.00     144/50248894     mxm_ [63]
                0.00    0.00     144/52552894     mxmf2_ [64]
                0.00    0.00     192/57238       jl_tensor_dot [339]
-----------------------------------------------
                0.00    0.00       1/1           findpts_setup_ [129]
[286]    0.0    0.00    0.00       1         hash_build_3 [286]
                0.00    0.00       1/4031        jl_sarray_transfer_ [78]
