Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           gen_fast_spacing_ [523]
                0.00    0.00       1/2           hsmg_setup_solve_ [501]
-----------------------------------------------
                0.01    0.49  480000/480000      compute_rhs_and_dt_ [4]
[59]     0.6    0.01    0.49  480000         add_conv_diff_h_ [59]
                0.49    0.00  480000/480000      nekadd2_ [60]
-----------------------------------------------
                0.49    0.00  480000/480000      add_conv_diff_h_ [59]
[60]     0.5    0.49    0.00  480000         nekadd2_ [60]
-----------------------------------------------
                0.00    0.13       1/3           hsmg_setup_fdm_ [81]
                0.00    0.26       2/3           h1mg_setup_fdm_ [70]
[61]     0.4    0.00    0.39       3         hsmg_setup_fast_ [61]
                0.00    0.39     144/144         hsmg_setup_fast1d_ [62]
                0.00    0.00       3/2074        iglmax_ [295]
                0.00    0.00     144/960         vlmax_ [377]
                0.00    0.00      48/176         get_fast_bc_ [411]
-----------------------------------------------
                0.00    0.39     144/144         hsmg_setup_fast_ [61]
[62]     0.4    0.00    0.39     144         hsmg_setup_fast1d_ [62]
                0.00    0.18     144/144         hsmg_setup_fast1d_a_ [74]
                0.00    0.18     144/144         hsmg_setup_fast1d_b_ [75]
                0.00    0.03     144/144         generalev_ [112]
                0.00    0.00     144/174         transpose_ [196]
                0.00    0.00      24/24          row_zero_ [454]
-----------------------------------------------
                0.00    0.00      51/50248894     compute_face_data_rs [297]
                0.00    0.00     144/50248894     tensor_ig3 [285]
                0.00    0.00     150/50248894     get_edge [278]
                0.00    0.00     160/50248894     mg_intp_fc_e_ [293]
                0.00    0.00     192/50248894     tensr3_ [302]
                0.00    0.00     288/50248894     compute_face_data_tr [279]
                0.00    0.00     336/50248894     findpt_face [271]
                0.00    0.00     448/50248894     mg_intp_gfc_e_ [275]
                0.00    0.00     448/50248894     hsmg_tnsr3d_ [281]
                0.00    0.00    1152/50248894     xyzrst_ [261]
                0.00    0.00    4480/50248894     axhelm_ [109]
                0.00    0.00   13305/50248894     findpt_vol [147]
                0.00    0.00   13596/50248894     tensor_mtxv [194]
                0.03    0.00 3840000/50248894     local_grad3_t_ [37]
                0.10    0.00 14352000/50248894     map_faced_ [23]
                0.10    0.00 14352000/50248894     inviscidflux_ [14]
                0.13    0.00 17670144/50248894     specmpn_ [20]
[63]     0.4    0.37    0.00 50248894         mxm_ [63]
-----------------------------------------------
                0.00    0.00      51/52552894     compute_face_data_rs [297]
                0.00    0.00     144/52552894     tensor_ig3 [285]
                0.00    0.00     150/52552894     get_edge [278]
                0.00    0.00     160/52552894     mg_intp_fc_e_ [293]
                0.00    0.00     192/52552894     tensr3_ [302]
                0.00    0.00     288/52552894     compute_face_data_tr [279]
                0.00    0.00     336/52552894     findpt_face [271]
                0.00    0.00     448/52552894     mg_intp_gfc_e_ [275]
                0.00    0.00     448/52552894     hsmg_tnsr3d_ [281]
                0.00    0.00    1152/52552894     xyzrst_ [261]
                0.00    0.00    4480/52552894     axhelm_ [109]
                0.00    0.00   13305/52552894     findpt_vol [147]
                0.00    0.00   13596/52552894     tensor_mtxv [194]
                0.02    0.00 2304000/52552894     neklocal_grad3_ [47]
                0.03    0.00 3840000/52552894     local_grad3_t_ [37]
                0.10    0.00 14352000/52552894     map_faced_ [23]
                0.10    0.00 14352000/52552894     inviscidflux_ [14]
                0.12    0.00 17670144/52552894     specmpn_ [20]
[64]     0.4    0.36    0.00 52552894         mxmf2_ [64]
-----------------------------------------------
                0.20    0.15    2001/2001        interp_u_for_adv_ [17]
[65]     0.4    0.20    0.15    2001         particles_in_nid_ [65]
                0.08    0.00 4113865/8248931     copy_ [76]
                0.06    0.00 4113865/8279121     icopy_ [82]
-----------------------------------------------
                0.00    0.35       1/1           set_overlap_ [58]
[66]     0.4    0.00    0.35       1         h1mg_setup_ [66]
                0.00    0.26       1/1           h1mg_setup_fdm_ [70]
                0.00    0.04       1/1           h1mg_setup_dssum_ [108]
                0.00    0.02       1/2           geom_reset_ [107]
                0.00    0.01       1/1           mg_set_gb_ [146]
                0.00    0.01       1/1           h1mg_setup_wtmask_ [188]
                0.00    0.00       1/1           h1mg_setup_semhat_ [212]
                0.00    0.00       2/20448       rzero_ [5]
                0.00    0.00       1/1           h1mg_setup_schwarz_wt_ [227]
                0.00    0.00       1/1           mg_set_msk_ [233]
                0.00    0.00       1/2           hsmg_setup_intp_ [268]
                0.00    0.00       1/1           mg_set_h1_ [289]
                0.00    0.00       1/1           mg_set_h2_ [290]
                0.00    0.00       1/31          rone_ [444]
                0.00    0.00       1/1           h1mg_setup_mg_nx_ [525]
                0.00    0.00       1/2           hsmg_setup_solve_ [501]
-----------------------------------------------
                0.00    0.00     688/960688      axhelm_ [109]
                0.33    0.00  960000/960688      local_grad3_t_ [37]
[67]     0.4    0.34    0.00  960688         add2_ [67]
-----------------------------------------------
                0.32    0.00  288000/288000      compute_primitive_vars_ [43]
[68]     0.4    0.32    0.00  288000         nekinvcol3_ [68]
                0.00    0.00  576000/3924203     dnekclock_ [335]
-----------------------------------------------
                0.00    0.00      41/8074        crystal_ituple_transfer_ [228]
                0.05    0.03    2001/8074        jl_sarray_transfer_ext_ [89]
                0.05    0.03    2001/8074        crystal_tuple_transfer_ [88]
                0.10    0.05    4031/8074        jl_sarray_transfer_ [78]
[69]     0.3    0.20    0.11    8074         jl_sarray_transfer_many [69]
                0.03    0.05    8074/15106       jl_sortp_ui [79]
                0.00    0.02   18108/18318       jl_sortp_ull [126]
                0.01    0.00    8074/8389        jl_crystal_router [154]
-----------------------------------------------
                0.00    0.26       1/1           h1mg_setup_ [66]
[70]     0.3    0.00    0.26       1         h1mg_setup_fdm_ [70]
                0.00    0.26       2/3           hsmg_setup_fast_ [61]
-----------------------------------------------
                0.25    0.00    6002/6002        jl_gs_many [28]
[71]     0.3    0.25    0.00    6002         jl_gs_scatter_many [71]
-----------------------------------------------
                0.15    0.05    2002/2002        jl_findpts_3 [54]
[72]     0.2    0.15    0.05    2002         jl_findpts_local_3 [72]
                0.02    0.00 12348360/12348360     hash_index_aux [132]
                0.01    0.01    2002/15106       jl_sortp_ui [79]
                0.00    0.01      19/19          jl_findpts_el_3 [145]
                0.00    0.00    2002/8736        jl_sarray_permute_ [133]
                0.00    0.00    6636/6638        hash_range_2 [349]
                0.00    0.00    2002/8736        jl_sarray_permute_buf_ [347]
-----------------------------------------------
                0.04    0.15    2001/2001        interp_u_for_adv_ [17]
[73]     0.2    0.04    0.15    2001         update_findpts_info_ [73]
                0.08    0.00 4113865/8248931     copy_ [76]
                0.06    0.00 4113865/8279121     icopy_ [82]
-----------------------------------------------
                0.00    0.18     144/144         hsmg_setup_fast1d_ [62]
[74]     0.2    0.00    0.18     144         hsmg_setup_fast1d_a_ [74]
                0.18    0.00     144/20448       rzero_ [5]
-----------------------------------------------
                0.00    0.18     144/144         hsmg_setup_fast1d_ [62]
[75]     0.2    0.00    0.18     144         hsmg_setup_fast1d_b_ [75]
                0.18    0.00     144/20448       rzero_ [5]
-----------------------------------------------
                0.00    0.00       1/8248931     lagmass_ [327]
                0.00    0.00       1/8248931     startx1_ [192]
                0.00    0.00       1/8248931     mg_set_h1_ [289]
                0.00    0.00       1/8248931     mg_set_h2_ [290]
                0.00    0.00       3/8248931     setinvm_ [231]
                0.00    0.00       5/8248931     hsmg_setup_semhat_ [218]
                0.00    0.00       6/8248931     genwz_ [229]
                0.00    0.00       6/8248931     geom_reset_ [107]
                0.00    0.00      12/8248931     h1mg_setup_semhat_ [212]
                0.00    0.00      14/8248931     vrdsmsh_ [149]
                0.00    0.00      16/8248931     mg_set_gb_ [146]
                0.00    0.00      36/8248931     gen_crs_basis_ [235]
                0.00    0.00      42/8248931     geom2_ [304]
                0.00    0.00      48/8248931     mg_scale_mass_ [303]
                0.00    0.00      96/8248931     setzgml_ [105]
                0.00    0.00     128/8248931     get_local_crs_galerkin_ [143]
                0.00    0.00     288/8248931     generalev_ [112]
                0.00    0.00    2000/8248931     prepost_map_ [31]
                0.00    0.00    6169/8248931     gop_ [277]
                0.00    0.00   12328/8248931     output_particles_new_ [185]
                0.08    0.00 4113865/8248931     update_findpts_info_ [73]
                0.08    0.00 4113865/8248931     particles_in_nid_ [65]
[76]     0.2    0.17    0.00 8248931         copy_ [76]
-----------------------------------------------
                0.00    0.17       1/1           set_overlap_ [58]
[77]     0.2    0.00    0.17       1         hsmg_setup_ [77]
                0.00    0.13       1/1           hsmg_setup_fdm_ [81]
                0.00    0.03       1/1           hsmg_setup_dssum_ [119]
                0.00    0.01       1/1           hsmg_index_0_ [193]
                0.00    0.00       1/1           hsmg_setup_wtmask_ [208]
                0.00    0.00       1/1           hsmg_setup_semhat_ [218]
                0.00    0.00       1/1           hsmg_setup_schwarz_wt_ [247]
                0.00    0.00       1/2           hsmg_setup_intp_ [268]
                0.00    0.00       1/1           hsmg_setup_mg_nx_ [526]
-----------------------------------------------
                0.00    0.00       1/4031        hash_build_3 [286]
                0.00    0.00      28/4031        shared_ids [144]
                0.00    0.15    4002/4031        jl_findpts_3 [54]
[78]     0.2    0.00    0.15    4031         jl_sarray_transfer_ [78]
                0.10    0.05    4031/8074        jl_sarray_transfer_many [69]
-----------------------------------------------
                0.00    0.00       1/15106       crystal_ituple_sort_ [299]
                0.00    0.00       1/15106       hash_build_3 [286]
                0.00    0.00       2/15106       jl_crs_setup [182]
                0.00    0.00       6/15106       apply_m_Asl [284]
                0.00    0.00      14/15106       cr_setup [123]
                0.00    0.00      28/15106       nonzero_ids [266]
                0.00    0.00      28/15106       shared_ids [144]
                0.00    0.00      52/15106       fgs_check_parms [254]
                0.00    0.00     336/15106       pw_setup [213]
                0.00    0.00     560/15106       cr_learn [178]
                0.01    0.01    2001/15106       crystal_tuple_sort_ [122]
                0.01    0.01    2001/15106       jl_findpts_3 [54]
                0.01    0.01    2002/15106       jl_findpts_local_3 [72]
                0.03    0.05    8074/15106       jl_sarray_transfer_many [69]
[79]     0.2    0.06    0.09   15106         jl_sortp_ui [79]
                0.08    0.00   21865/22075       radix_count_ui [85]
                0.01    0.00    6760/6760        radix_zeros_ui [156]
                0.00    0.00     346/346         merge_copy_perm_ui [398]
-----------------------------------------------
                0.14    0.00  384000/384000      compute_forcing_ [22]
[80]     0.2    0.14    0.00  384000         neksubcol3_ [80]
-----------------------------------------------
                0.00    0.13       1/1           hsmg_setup_ [77]
[81]     0.1    0.00    0.13       1         hsmg_setup_fdm_ [81]
                0.00    0.13       1/3           hsmg_setup_fast_ [61]
-----------------------------------------------
                0.00    0.00       5/8279121     mfo_write_hdr_ [313]
                0.00    0.00      16/8279121     get_vert_map_ [288]
                0.00    0.00     810/8279121     irank_vecn_ [264]
                0.00    0.00     960/8279121     setvert3d_ [222]
                0.00    0.00    2130/8279121     igop_ [294]
                0.00    0.00   47470/8279121     ituple_sort_ [253]
                0.06    0.00 4113865/8279121     update_findpts_info_ [73]
                0.06    0.00 4113865/8279121     particles_in_nid_ [65]
[82]     0.1    0.13    0.00 8279121         icopy_ [82]
-----------------------------------------------
                0.10    0.00  552000/552000      inviscidflux_ [14]
[83]     0.1    0.10    0.00  552000         invcol3_ [83]
                0.00    0.00 1104000/3924203     dnekclock_ [335]
-----------------------------------------------
                0.00    0.01       1/14          jl_gs_setup [191]
                0.00    0.08      13/14          gs_setup_pick_ [87]
[84]     0.1    0.00    0.09      14         gs_setup_aux [84]
                0.00    0.07      13/13          auto_setup [90]
                0.00    0.01      14/14          shared_ids [144]
                0.00    0.00       1/14          cr_setup [123]
                0.00    0.00      14/14          nonzero_ids [266]
                0.00    0.00      39/8389        jl_crystal_router [154]
                0.00    0.00      14/8736        jl_sarray_permute_ [133]
                0.00    0.00      42/6534        fgs_check_parms [254]
                0.00    0.00      39/315         jl_comm_allreduce [403]
                0.00    0.00      14/14          jl_crystal_init [462]
                0.00    0.00      14/8736        jl_sarray_permute_buf_ [347]
                0.00    0.00      14/14          jl_crystal_free [461]
-----------------------------------------------
                0.00    0.00       1/22075       jl_sortv_ull [274]
                0.00    0.00     209/22075       jl_sortp_ull [126]
                0.08    0.00   21865/22075       jl_sortp_ui [79]
[85]     0.1    0.08    0.00   22075         radix_count_ui [85]
-----------------------------------------------
                0.00    0.01       1/13          set_up_h1_crs_ [118]
                0.00    0.01       1/13          setup_cmt_gs_ [189]
                0.00    0.07      11/13          setupds_ [94]
[86]     0.1    0.00    0.08      13         gs_setup_ [86]
                0.00    0.08      13/13          gs_setup_pick_ [87]
-----------------------------------------------
                0.00    0.08      13/13          gs_setup_ [86]
[87]     0.1    0.00    0.08      13         gs_setup_pick_ [87]
                0.00    0.08      13/14          gs_setup_aux [84]
                0.00    0.00      13/6534        fgs_check_parms [254]
                0.00    0.00       6/12522       allreduce_setup [252]
-----------------------------------------------
                0.00    0.08    2001/2001        interp_u_for_adv_ [17]
[88]     0.1    0.00    0.08    2001         crystal_tuple_transfer_ [88]
                0.05    0.03    2001/8074        jl_sarray_transfer_many [69]
-----------------------------------------------
                0.00    0.08    2001/2001        jl_findpts_3 [54]
[89]     0.1    0.00    0.08    2001         jl_sarray_transfer_ext_ [89]
                0.05    0.03    2001/8074        jl_sarray_transfer_many [69]
-----------------------------------------------
                0.00    0.07      13/13          gs_setup_aux [84]
[90]     0.1    0.00    0.07      13         auto_setup [90]
                0.00    0.05      39/39          dry_run_time [98]
                0.00    0.02      13/14          cr_setup [123]
                0.00    0.00      13/233         pw_setup [213]
                0.00    0.00      13/12522       allreduce_setup [252]
                0.00    0.00      13/13          allreduce_free [464]
                0.00    0.00      11/13          cr_free [466]
                0.00    0.00       2/2           pw_free [506]
-----------------------------------------------
                0.00    0.00       1/33121541     gen_dgl_ [283]
                0.00    0.00       2/33121541     get_dgl_ptr_ [334]
                0.00    0.00       2/33121541     get_int_ptr_ [95]
                0.01    0.00 4417536/33121541     intp_rstd_ [19]
                0.06    0.00 28704000/33121541     map_faced_ [23]
[91]     0.1    0.07    0.00 33121541         lim_chk_ [91]
-----------------------------------------------
                0.07    0.00 39744000/39744000     ausm_fluxfunction_ [42]
[92]     0.1    0.07    0.00 39744000         mixtperf_ho_cptuvw_ [92]
-----------------------------------------------
                0.07    0.00    2000/2000        update_stokes_particles_ [13]
[93]     0.1    0.07    0.00    2000         update_particle_location_ [93]
-----------------------------------------------
                0.00    0.01       1/11          setup_topo_ [137]
                0.00    0.03       4/11          hsmg_setup_dssum_ [119]
                0.00    0.04       6/11          h1mg_setup_dssum_ [108]
[94]     0.1    0.00    0.07      11         setupds_ [94]
                0.00    0.07      11/13          gs_setup_ [86]
                0.00    0.00      11/13          set_vert_ [221]
                0.00    0.00      22/3924203     dnekclock_ [335]
-----------------------------------------------
                0.01    0.00 2208768/16560768     intp_rstd_ [19]
                0.05    0.00 14352000/16560768     map_faced_ [23]
[95]     0.1    0.06    0.00 16560768         get_int_ptr_ [95]
                0.00    0.00       2/33121541     lim_chk_ [91]
-----------------------------------------------
                0.06    0.00 1104000/1104000     ausm_fluxfunction_ [42]
[96]     0.1    0.06    0.00 1104000         invcol2_ [96]
                0.00    0.00 2208000/3924203     dnekclock_ [335]
-----------------------------------------------
                0.00    0.06       1/1           nek_init_ [49]
[97]     0.1    0.00    0.06       1         gengeom_ [97]
                0.00    0.04       1/1           genxyz_ [103]
                0.00    0.01       1/3           setdef_ [106]
                0.00    0.00       1/3           geodat1_ [179]
                0.00    0.00       1/3           geom1_ [209]
                0.00    0.00       1/3           sfastax_ [214]
                0.00    0.00       1/3           setinvm_ [231]
                0.00    0.00       1/3           geom2_ [304]
                0.00    0.00       1/3           volume_ [312]
                0.00    0.00       1/1           lagmass_ [327]
                0.00    0.00       1/3           updmsys_ [499]
                0.00    0.00       1/1           gencoor_ [524]
-----------------------------------------------
                0.00    0.05      39/39          auto_setup [90]
[98]     0.1    0.00    0.05      39         dry_run_time [98]
                0.00    0.05     156/6221        pw_exec [35]
                0.00    0.00     156/162         cr_exec [215]
                0.00    0.00     156/156         allreduce_exec [272]
                0.00    0.00     117/8389        jl_crystal_router [154]
                0.00    0.00      39/12522       allreduce_setup [252]
                0.00    0.00     156/780         scatter_noop [384]
                0.00    0.00     156/312         gather_noop [404]
                0.00    0.00     117/315         jl_comm_allreduce [403]
-----------------------------------------------
                0.00    0.00       1/289637      startx1_ [192]
                0.00    0.00       1/289637      setics_ [124]
                0.00    0.00       2/289637      dsavg_ [246]
                0.00    0.00      12/289637      vrdsmsh_ [149]
                0.00    0.00      19/289637      gammam1_ [102]
                0.00    0.00     306/289637      geodat1_ [179]
                0.00    0.00    1296/289637      axhelm_ [109]
                0.05    0.00  288000/289637      evaluate_conv_h_ [9]
[99]     0.1    0.05    0.00  289637         col2_ [99]
-----------------------------------------------
                0.00    0.05       1/1           geneig_ [101]
[100]    0.1    0.00    0.05       1         eigenv_ [100]
                0.01    0.04       3/3           gammam1_ [102]
                0.00    0.00       1/20448       rzero_ [5]
                0.00    0.00       1/31          rone_ [444]
-----------------------------------------------
                0.00    0.05       1/1           nek_init_ [49]
[101]    0.1    0.00    0.05       1         geneig_ [101]
                0.00    0.05       1/1           eigenv_ [100]
-----------------------------------------------
                0.01    0.04       3/3           eigenv_ [100]
[102]    0.1    0.01    0.04       3         gammam1_ [102]
                0.00    0.03      19/27          axhelm_ [109]
                0.00    0.01      19/30          dssum_ [142]
                0.01    0.00       1/1           startx1_ [192]
                0.00    0.00      19/289637      col2_ [99]
                0.00    0.00      35/36          glsc3_ [308]
                0.00    0.00      16/449         col3_ [393]
                0.00    0.00      16/322         cmult_ [401]
-----------------------------------------------
                0.00    0.04       1/1           gengeom_ [97]
[103]    0.0    0.00    0.04       1         genxyz_ [103]
                0.00    0.02       1/1           linquad_ [127]
                0.00    0.02      16/32          setzgml_ [105]
                0.00    0.00      16/16          sethmat_ [457]
-----------------------------------------------
                0.01    0.03 4117667/4117667     jl_findpts_3 [54]
[104]    0.0    0.01    0.03 4117667         hash_index_3 [104]
                0.03    0.00 12353001/12353001     hash_index_aux [113]
-----------------------------------------------
                0.00    0.02      16/32          xyzlin_ [128]
                0.00    0.02      16/32          genxyz_ [103]
[105]    0.0    0.00    0.04      32         setzgml_ [105]
                0.04    0.00      32/20448       rzero_ [5]
                0.00    0.00      96/8248931     copy_ [76]
-----------------------------------------------
                0.00    0.01       1/3           gengeom_ [97]
                0.00    0.03       2/3           geom_reset_ [107]
[106]    0.0    0.00    0.04       3         setdef_ [106]
                0.04    0.00      32/20448       rzero_ [5]
                0.00    0.00     256/256         ifvchk_ [409]
-----------------------------------------------
                0.00    0.02       1/2           nek_init_ [49]
                0.00    0.02       1/2           h1mg_setup_ [66]
[107]    0.0    0.00    0.04       2         geom_reset_ [107]
                0.00    0.03       2/3           setdef_ [106]
                0.00    0.01       2/3           geodat1_ [179]
                0.00    0.00       2/3           geom1_ [209]
                0.00    0.00       2/3           sfastax_ [214]
                0.00    0.00       2/3           setinvm_ [231]
                0.00    0.00       2/3           geom2_ [304]
                0.00    0.00       2/3           volume_ [312]
                0.00    0.00       6/8248931     copy_ [76]
                0.00    0.00       2/3           updmsys_ [499]
-----------------------------------------------
                0.00    0.04       1/1           h1mg_setup_ [66]
[108]    0.0    0.00    0.04       1         h1mg_setup_dssum_ [108]
                0.00    0.04       6/11          setupds_ [94]
                0.00    0.00       1/5           get_vert_ [287]
-----------------------------------------------
                0.00    0.01       8/27          get_local_crs_galerkin_ [143]
                0.00    0.03      19/27          gammam1_ [102]
[109]    0.0    0.00    0.04      27         axhelm_ [109]
                0.03    0.00      27/20448       rzero_ [5]
                0.00    0.00    4480/52552334     mxf6_ [6]
                0.00    0.00     688/960688      add2_ [67]
                0.00    0.00    1296/289637      col2_ [99]
                0.00    0.00    4480/50248894     mxm_ [63]
                0.00    0.00    4480/52552894     mxmf2_ [64]
                0.00    0.00     768/768         addcol3_ [385]
                0.00    0.00     384/449         col3_ [393]
                0.00    0.00     304/304         add3_ [405]
                0.00    0.00     304/322         cmult_ [401]
                0.00    0.00      54/3924203     dnekclock_ [335]
                0.00    0.00      27/27          setfast_ [448]
-----------------------------------------------
                                                 <spontaneous>
[110]    0.0    0.04    0.00                 mxf7_ [110]
-----------------------------------------------
                0.00    0.00       2/71          set_up_h1_crs_ [118]
                0.00    0.00       3/71          h1mg_setup_mask_ [232]
                0.00    0.00       3/71          hsmg_schwarz_dssum_ [234]
                0.00    0.00       4/71          jl_crs_setup [182]
                0.00    0.00       5/71          hsmg_setup_mask_ [219]
                0.00    0.00       8/71          hsmg_dssum_ [211]
                0.00    0.01      16/71          dsop_ [184]
                0.00    0.01      30/71          dssum_ [142]
[111]    0.0    0.00    0.03      71         jl_gs [111]
                0.00    0.03      69/6099        gs_aux [29]
                0.00    0.00      69/792         jl_gs_scatter [382]
-----------------------------------------------
                0.00    0.03     144/144         hsmg_setup_fast1d_ [62]
[112]    0.0    0.00    0.03     144         generalev_ [112]
                0.00    0.03     144/144         dsygv_ [116]
                0.00    0.00     288/8248931     copy_ [76]
-----------------------------------------------
                0.03    0.00 12353001/12353001     hash_index_3 [104]
[113]    0.0    0.03    0.00 12353001         hash_index_aux [113]
-----------------------------------------------
                0.00    0.00       2/552002      cmt_flow_ics_ [317]
                0.03    0.00  552000/552002      inviscidflux_ [14]
[114]    0.0    0.03    0.00  552002         nekrzero_ [114]
-----------------------------------------------
                0.00    0.03     144/144         dsygv_ [116]
[115]    0.0    0.00    0.03     144         dsyev_ [115]
                0.00    0.01     144/144         dsytrd_ [165]
                0.00    0.01     144/144         dorgtr_ [162]
                0.00    0.01     144/144         dsteqr_ [163]
                0.00    0.00     432/40957       lsame_ [340]
                0.00    0.00     288/1612        dlamch_ [367]
                0.00    0.00     144/1008        ilaenv_ [374]
                0.00    0.00     144/144         dlansy_ [418]
-----------------------------------------------
                0.00    0.03     144/144         generalev_ [112]
[116]    0.0    0.00    0.03     144         dsygv_ [116]
                0.00    0.03     144/144         dsyev_ [115]
                0.00    0.00     288/40957       lsame_ [340]
                0.00    0.00     144/1008        ilaenv_ [374]
                0.00    0.00     144/144         dpotrf_ [420]
                0.00    0.00     144/144         dsygst_ [422]
                0.00    0.00     144/144         dtrsm_ [423]
-----------------------------------------------
                                                 <spontaneous>
[117]    0.0    0.03    0.00                 mxf1_ [117]
-----------------------------------------------
                0.00    0.03       1/1           set_overlap_ [58]
[118]    0.0    0.00    0.03       1         set_up_h1_crs_ [118]
                0.00    0.01       1/1           get_local_crs_galerkin_ [143]
                0.00    0.01       1/1           crs_setup_ [183]
                0.00    0.01       1/13          gs_setup_ [86]
                0.00    0.00       1/20448       rzero_ [5]
                0.00    0.00       2/71          jl_gs [111]
                0.00    0.00       1/13          set_vert_ [221]
                0.00    0.00       1/1           get_vertex_ [298]
                0.00    0.00       2/67          gs_op_ [269]
                0.00    0.00       1/1           gs_free_ [301]
                0.00    0.00       4/36          facev_ [440]
                0.00    0.00       3/31          rone_ [444]
                0.00    0.00       2/3924203     dnekclock_ [335]
                0.00    0.00       1/8           invcol1_ [484]
                0.00    0.00       1/1           set_mat_ij_ [552]
-----------------------------------------------
                0.00    0.03       1/1           hsmg_setup_ [77]
[119]    0.0    0.00    0.03       1         hsmg_setup_dssum_ [119]
                0.00    0.03       4/11          setupds_ [94]
                0.00    0.00       1/5           get_vert_ [287]
-----------------------------------------------
                0.03    0.00    2000/2000        settime_ [16]
[120]    0.0    0.03    0.00    2000         setabbd_ [120]
-----------------------------------------------
                                                 <spontaneous>
[121]    0.0    0.03    0.00                 col2s2_ [121]
-----------------------------------------------
                0.00    0.02    2001/2001        interp_u_for_adv_ [17]
[122]    0.0    0.00    0.02    2001         crystal_tuple_sort_ [122]
                0.01    0.01    2001/15106       jl_sortp_ui [79]
                0.00    0.00    2001/8736        jl_sarray_permute_ [133]
                0.00    0.00    2001/8736        jl_sarray_permute_buf_ [347]
-----------------------------------------------
                0.00    0.00       1/14          gs_setup_aux [84]
                0.00    0.02      13/14          auto_setup [90]
[123]    0.0    0.00    0.02      14         cr_setup [123]
                0.00    0.01      28/6099        gs_aux [29]
                0.00    0.01      28/28          cr_learn [178]
                0.00    0.00      14/15106       jl_sortp_ui [79]
                0.00    0.00      14/8736        jl_sarray_permute_ [133]
                0.00    0.00      28/6534        fgs_check_parms [254]
                0.00    0.00      14/8736        jl_sarray_permute_buf_ [347]
-----------------------------------------------
                0.00    0.02       1/1           nek_init_ [49]
[124]    0.0    0.00    0.02       1         setics_ [124]
                0.02    0.00      13/20448       rzero_ [5]
                0.00    0.00      11/27          glmin_ [151]
                0.00    0.00       1/1           vec_dssum_ [257]
                0.00    0.00       1/2           dsavg_ [246]
                0.00    0.00       1/30          dssum_ [142]
                0.00    0.00       1/1           set_convect_new_ [273]
                0.00    0.00      11/2027        glmax_ [291]
                0.00    0.00       1/289637      col2_ [99]
                0.00    0.00       5/6           glamax_ [315]
                0.00    0.00       2/2021        glsum_ [292]
                0.00    0.00       2/2           nekuic_ [504]
                0.00    0.00       2/2250        nekgsync_ [358]
                0.00    0.00       1/1           slogic_ [557]
                0.00    0.00       1/1           restart_ [551]
                0.00    0.00       1/31          rone_ [444]
                0.00    0.00       1/1           setup_convect_ [556]
                0.00    0.00       1/1           opdssum_ [547]
                0.00    0.00       1/1           opcolv_ [546]
-----------------------------------------------
                0.00    0.02    6000/6000        face_state_commo_ [27]
[125]    0.0    0.00    0.02    6000         gs_op_fields_ [125]
                0.02    0.00    6000/6070        fgs_check_handle [136]
                0.00    0.00    6000/6534        fgs_check_parms [254]
                0.00    0.00    6000/12522       allreduce_setup [252]
-----------------------------------------------
                0.00    0.00       2/18318       jl_crs_setup [182]
                0.00    0.00      14/18318       nonzero_ids [266]
                0.00    0.00      26/18318       fgs_check_parms [254]
                0.00    0.00      28/18318       shared_ids [144]
                0.00    0.00     140/18318       cr_learn [178]
                0.00    0.02   18108/18318       jl_sarray_transfer_many [69]
[126]    0.0    0.00    0.02   18318         jl_sortp_ull [126]
                0.02    0.00     150/151         radix_count_ull [135]
                0.00    0.00     209/22075       radix_count_ui [85]
                0.00    0.00     150/151         radix_zeros_ull [415]
                0.00    0.00      59/59          merge_copy_perm_ull [431]
-----------------------------------------------
                0.00    0.02       1/1           genxyz_ [103]
[127]    0.0    0.00    0.02       1         linquad_ [127]
                0.00    0.02      16/16          xyzlin_ [128]
                0.00    0.00      16/48          tensr3_ [302]
-----------------------------------------------
                0.00    0.02      16/16          linquad_ [127]
[128]    0.0    0.00    0.02      16         xyzlin_ [128]
                0.00    0.02      16/32          setzgml_ [105]
                0.00    0.00      16/174         transpose_ [196]
                0.00    0.00      32/48          tensr3_ [302]
                0.00    0.00     288/4400        fd_weights_full_ [353]
-----------------------------------------------
                0.00    0.02       1/1           intpts_setup_ [130]
[129]    0.0    0.00    0.02       1         findpts_setup_ [129]
                0.01    0.01       1/1           jl_findpts_local_setup_3 [131]
                0.00    0.00       1/1           hash_build_3 [286]
                0.00    0.00       3/6007        array_init_ [350]
                0.00    0.00       1/8009        smalloc [348]
-----------------------------------------------
                0.00    0.02       1/1           interp_u_for_adv_ [17]
[130]    0.0    0.00    0.02       1         intpts_setup_ [130]
                0.00    0.02       1/1           findpts_setup_ [129]
-----------------------------------------------
                0.01    0.01       1/1           findpts_setup_ [129]
[131]    0.0    0.01    0.01       1         jl_findpts_local_setup_3 [131]
                0.01    0.00       1/1           jl_obbox_calc_3 [150]
                0.00    0.00     336/336         hash_range_3 [399]
                0.00    0.00       2/6638        hash_range_2 [349]
                0.00    0.00       1/1           jl_findpts_el_setup_3 [535]
-----------------------------------------------
                0.02    0.00 12348360/12348360     jl_findpts_local_3 [72]
[132]    0.0    0.02    0.00 12348360         hash_index_aux [132]
-----------------------------------------------
